Name,Latitude,Longitude,County,City,Town,Address
신녕버스터미널,36.0408177548702,128.788638227691,경상북도,영천시,신녕면,완전리 847
안강시외버스터미널 (2025년 5월 예정),35.9966945450945,129.202092370927,경상북도,경주시,안강읍,산대리 1526-12
포항고속버스터미널,36.028054962554,129.367600135846,경상북도,포항시,남구,해도동 33-7
포항터미널,36.0134727818623,129.349677162622,경상북도,포항시,남구,상도동 579-13
포항고속버스터미널 매점,36.0280008474803,129.36760295248,경상북도,포항시,남구,해도동 33-7
고속터미널사거리,36.0282158984936,129.367161276032,경상북도,포항시,남구,해도동 481
G car zone 포항고속버스터미널,36.026178999842784,129.36874520164335,경상북도,포항시,남구,해도동 413-5
CU ATM 포항고속터미널앞점,36.0285804023025,129.367819959872,경상북도,포항시,북구,죽도동 725
화령공용버스터미널,36.44372495499139,127.94871009157224,경상북도,상주시,화서면,신봉리 380-2
상주종합버스터미널,36.4190739500646,128.15143897565,경상북도,상주시,무양동,291
점촌터미널,36.5861221803254,128.19233905849,경상북도,문경시,모전동,115-2
함창버스정류장,36.5682978601863,128.175724137745,경상북도,상주시,함창읍,구향리 166-14
가은아자개장터버스정류소,36.64678615373699,128.06194937027666,경상북도,문경시,가은읍,왕능리 271-5
모서터미널,36.3416196351468,127.96023281022,경상북도,상주시,모서면,삼포리 233-18
경북대 상주버스터미널,36.377253597607854,128.147256219299,경상북도,상주시,가장동,659-1
경북도청시외버스정류장,36.57059117794077,128.50019488902305,경상북도,안동시,풍천면,갈전리 1625
안동터미널,36.57437126414969,128.67612823049097,경상북도,안동시,송현동,713-6
예천시외버스터미널,36.6483470509713,128.443204941235,경상북도,예천군,예천읍,대심리 66-1
풍산버스정류장,36.57802307454361,128.57778986718318,경상북도,안동시,풍산읍,상리리 464
안계버스정류장,36.38951673048847,128.43357947895765,경상북도,의성군,안계면,용기리 916-17
풍양버스정류소,36.5081893556196,128.301871769249,경상북도,예천군,풍양면,낙상리 73
진보버스터미널,36.52881857999297,129.0426977898421,경상북도,청송군,진보면,진안리 423-27
청송버스터미널,36.4374229962724,129.050991458673,경상북도,청송군,청송읍,월막리 484-40
주왕산버스터미널,36.3908539789644,129.14171255856186,경상북도,청송군,주왕산면,상의리 295
부남버스터미널,36.3472634046584,129.064688575294,경상북도,청송군,부남면,대전리 63-5
입암터미널,36.594591998489065,129.09032964818158,경상북도,영양군,입암면,신구리 465-7
영해버스터미널,36.53853276329947,129.40458955980844,경상북도,영덕군,영해면,성내리 637-1
영덕터미널,36.4144910383055,129.372641842474,경상북도,영덕군,영덕읍,덕곡리 248-3
강구버스터미널,36.35868637042424,129.37935126910233,경상북도,영덕군,강구면,오포리 557-5
울진종합버스터미널,36.9837295430929,129.397222537714,경상북도,울진군,울진읍,읍내리 196-17
부구터미널,37.1032408162342,129.374496508222,경상북도,울진군,북면,부구리 139-9
