County,City,Town,Address,Hospital_Name,Hospital_Type,Latitude,Longitude
경상남도,김해시,율하동,1339-3,율하리틀병원,병원,35.1710489,128.8132162
전라남도,여수시,해산동,298번지 20호 20호,이안요양병원,의사,34.8014684,127.6359966
경상북도,포항시,남구,상도동 609번지 6호 6호,포항제이케이(JK)한방병원,한의사,36.0136435,129.3512328
경상남도,진주시,이현동,376-1,진주굿모닝병원,병원,35.1915023,128.0558393
경상남도,창원시,의창구,사림동 162-1,이에이씨병원,병원,35.2390689,128.6969771
경상남도,하동군,하동읍,두곡리 737-3,하동한국병원,병원,35.0829761,127.7387959
경상남도,사천시,축동면,가산리 450-1 순영병원,의료법인 행복한의료재단 경남도립정신병원,정신병원,35.0928525,128.0447035
경상남도,양산시,물금읍,범어리 2711-33,한아름병원,병원,35.3272199,129.0145279
전라남도,여수시,오림동,413번지 2호 2호,여수가온병원,의사,34.7573363,127.7174652
전라남도,목포시,옥암동,973번지 0호 0호,서울한방병원,한의사,34.8092792,126.4306262
경상북도,포항시,남구,상도동 609번지 6호 6호,차차한방병원,한의사,36.0136435,129.3512328
전라남도,무안군,삼향읍,남악리 2265번지 0호 중앙프라자 0호,목포스마트원치과병원,치과의사,34.8100314,126.4654867
전라남도,화순군,도곡면,천암리 785번지 0호 비오메드요양병원 0호,비오메드요양병원,한의사,35.029733,126.9024453
전라남도,무안군,삼향읍,임성리 405번지 0호 0호,남악정다운요양병원,한의사,34.8286576,126.453033
전라북도,전주시,완산구,효자동2가 778번지 0호 0호,전주바로병원,의사,35.8004312,127.0993662
경상남도,김해시,대청동,305-2,장유뉴욕치과병원,치과병원,35.1908359,128.8022782
전라남도,여수시,미평동,570번지 3호 다온한방병원 3호,다온한방병원,한의사,34.7673411,127.7030276
경상남도,밀양시,용평동,289-14,밀양요양병원,요양병원(일반요양병원),35.4887799,128.7724817
전라남도,목포시,산정동,1728번지 2호 솔튼병원 2호,솔튼병원,의사,34.8107424,126.3763542
경상북도,구미시,남통동,130번지 0호 0호,의료법인 승미의료재단 구미으뜸병원,,36.1201851,128.3098356
경상북도,포항시,북구,장성동 1356번지 0호 0호,소담한방병원,한의사,36.0655254,129.3811557
전라남도,순천시,해룡면,상삼리 423번지 0호 순정병원 0호,순정병원,의사,34.9469758,127.5339714
경상남도,창원시,의창구,도계동 333-14 지하1~2층/ 지상2~6층,창원튼튼i병원,병원,35.2576848,128.6344075
경상남도,창원시,진해구,풍호동 83-106 더연리지,다나병원,병원,35.1380679,128.7071361
경상북도,영주시,가흥동,1119번지 0호 명품회복병원 가흥2동 0호,의료법인 영주의료재단 명품회복병원,,36.8247581,128.5979523
경상북도,문경시,영신동,450번지 12호 12호,문경점촌요양병원,,36.5886226,128.2135228
경상남도,창원시,성산구,대원동 132 푸른요양병원,바른병원,병원,35.2372586,128.6583734
경상남도,창원시,성산구,상남동 14-2 서우빌딩,더앞선치과병원,치과병원,35.2232487,128.6839709
경상북도,안동시,서후면,명리 422번지 11호 건양요양병원 11호,건양요양병원,,36.587913,128.6517489
전라남도,목포시,용해동,413번지 0호 0호,목포더좋은요양병원,한의사,34.8167453,126.4004797
전라북도,고창군,고창읍,석정리 712번지 0호 0호,석정웰파크요양병원,의사,35.4312795,126.7365349
전라남도,신안군,압해읍,동서리 69번지 3호,신안군공립요양병원,요양병원(일반요양병원),34.8554332,126.3149221
경상남도,김해시,내동,1124-4,더프라임병원,병원,35.2382303,128.8665989
전라남도,순천시,조례동,816번지 1호 1호,이본한방병원,한의사,34.96655,127.5204887
경상북도,경산시,사동,559번지 1호 1호,리암요양병원,,35.8198895,128.7552026
경상북도,구미시,구평동,686번지 5호 5호,구미숲요양병원,의사,36.0877155,128.4306677
경상북도,포항시,남구,상도동 5번지 8호 삼광빌딩 8호,수한방병원,한의사,36.0193542,129.3591774
경상북도,영천시,오수동,115번지 0호 0호,의료법인 현보의료재단 해오름요양병원,,35.9587258,128.9140695
전라남도,여수시,관문동,979번지 1호 1호,우리한방병원,한의사,34.7436532,127.7408083
경상북도,청도군,매전면,동산리 19번지 1호 1호,의료법인명보의료재단청춘병원,,35.6711978,128.8605195
경상북도,포항시,남구,오천읍 구정리 521번지 0호 오천경희요양병원 0호,의료법인경진의료재단 오천경희요양병원,의사,35.9816028,129.4086469
전라북도,전주시,덕진구,인후동1가 822번지 4호,더세움병원,병원,35.8327802,127.1589102
전라남도,여수시,선원동,428번지 3호 3호,현송요양병원,한의사,34.7767263,127.6615233
경상북도,구미시,고아읍,오로리 364번지 2호 구미제일요양병원 2호,의료법인소랑의료재단 구미제일요양병원,의사,36.2175214,128.3164464
경상북도,경산시,옥산동,793번지 0호 양지기쁨병원(A동)1층~4층 0호,의료법인양지의료재단 양지기쁨병원,,35.8238737,128.7272756
전라북도,전주시,덕진구,덕진동1가 1119번지 1호 1호,힐링요양병원,의사,35.8360526,127.1276567
경상남도,창원시,마산합포구,진전면 시락리 823,의료법인한결의료재단 자연한방병원,한방병원,35.0573195,128.4240749
경상남도,사천시,사천읍,수석리 270-1,하나병원,병원,35.0822531,128.0864961
경상남도,창원시,의창구,중동 778-1,창원더키움병원,병원,35.2596409,128.6288388
경상남도,창원시,마산회원구,내서읍 중리 924,성운요양병원,요양병원(일반요양병원),35.2547876,128.5069008
경상북도,경주시,황오동,203번지 62호 62호,경주센텀병원,의사,35.8445581,129.2141572
전라남도,광양시,광양읍,덕례리 1665번지 16호 16호,탑요양병원,의사,34.9679533,127.5691336
경상남도,창원시,성산구,상남동 7-2,명작한방병원,한방병원,35.2240997,128.6836432
경상북도,상주시,함창읍,윤직리 590-41,의료법인 성심의료재단 늘푸른병원,정신병원,36.5814949,128.194204
경상북도,경주시,신평동,150번지 10호 10호,신라미소병원,의사,35.8409242,129.2880304
경상남도,양산시,용당동,127-1,돌담 한방병원,한방병원,35.4164741,129.2118874
경상남도,창원시,마산회원구,석전동 232-5 365병원,강추한방병원,한방병원,35.2337652,128.5794802
경상북도,경산시,평산동,271번지 4호 4호,경북권역재활병원,,35.8139343,128.7665724
전라남도,여수시,봉계동,649번지 1호 1호,좌수영요양병원,,34.7837729,127.6688377
경상남도,창원시,성산구,반지동 78 희연빌딩,희연재활병원,병원,35.2399735,128.6625528
경상북도,칠곡군,동명면,기성리 837번지 0호 약손요양병원 0호,의료법인 채움의료재단 약손요양병원,,35.998159,128.5989866
경상남도,양산시,하북면,순지리 179-19,풍경요양병원,요양병원(일반요양병원),35.4938436,129.0916952
경상북도,영천시,망정동,233번지 5호 영천제이병원 5호,의료법인 자혜의료재단 영천제이병원,의사,35.9776608,128.9529647
전라남도,목포시,옥암동,1230번지 3호 3호,옥암힐요양병원,의사,34.811109,126.4463715
경상북도,안동시,풍산읍,막곡리 483번지 0호 0호,의료법인 인덕의료재단 복주회복병원,,36.5795793,128.6678427
경상남도,밀양시,가곡동,613-19,밀양우리병원,정신병원,35.4762481,128.7663347
전라남도,화순군,화순읍,향청리 3번지,백아한방병원,한방병원,35.0606554,126.9897382
전라남도,순천시,덕월동,452번지 10호 예선요양병원 10호,의료법인예선의료재단 예선요양병원,,34.9340981,127.4891706
경상북도,구미시,송정동,35번지 17호 17호,청담한방병원,한의사,36.1204723,128.3423026
경상남도,양산시,물금읍,물금리 872번지 3호,우리요양병원,요양병원(일반요양병원),35.3083486,128.9863564
경상북도,구미시,원평동,518번지 1호 1호,이안한방병원,한의사,36.1261583,128.338503
전라남도,순천시,조례동,591번지 1호 1호,이노스이비인후과병원,의사,34.9637403,127.5209342
전라남도,순천시,해룡면,신대리 1989번지 0호 0호,신대온누리병원,의사,34.9335724,127.5500275
경상남도,창원시,마산회원구,합성동 134번지 1호 복음요양병원,복음요양병원,요양병원(일반요양병원),35.2560316,128.5743629
경상남도,창원시,성산구,상남동 15-2 한독빌딩,라라한방병원,한방병원,35.2228465,128.6825772
경상남도,창원시,의창구,사림동 161번지 1호,예이재한방병원,한방병원,35.2366364,128.6973334
전라남도,나주시,빛가람동,892번지 13호 13호,빛가람종합병원,의사,35.02605,126.7976631
경상남도,거창군,거창읍,대동리 892번지,중앙메디컬병원,병원,35.6872859,127.9166761
경상남도,함안군,산인면,송정리 850번지,의료법인 학산의료재단 아라한국병원,병원,35.2743653,128.4317482
경상남도,창원시,마산합포구,오동동 12번지 3호 서광아침의빛,한마음요양병원,요양병원(일반요양병원),35.2070504,128.5820097
전라남도,목포시,석현동,1059번지 0호 0호,부부요양병원,한의사,34.820366,126.4223641
경상남도,창원시,의창구,반계동 산 44번지 18호,예정요양병원,요양병원(일반요양병원),35.2467763,128.6093161
경상남도,창원시,의창구,사림동 166번지 11호,화사랑병원,병원,35.2390909,128.7002016
경상남도,창원시,마산회원구,양덕동 149번지 20호,키즈웰소아청소년과병원,병원,35.2241252,128.5864969
경상남도,김해시,삼정동,335번지 1호,의료법인경산의료재단 해광병원,정신병원,35.2256057,128.9039982
경상북도,영덕군,영덕읍,우곡리 322번지 2호 2호,영덕제일요양병원,,36.4085527,129.3727912
전라남도,목포시,상동,889번지 0호 센트럴메디파크 0호,마디정형외과병원,의사,34.8036606,126.4206707
경상남도,김해시,대청동,301-1,자연힐한방병원,한방병원,35.192295,128.8008794
전라북도,부안군,부안읍,봉덕리 817,드림한방병원,병원,35.7239888,126.738808
전라남도,나주시,빛가람동,937번지 0호 동신대에너지클러스터 0호,나주동신대학교한방병원,,35.0186428,126.7788018
경상남도,창원시,의창구,팔용동 42번지 36호 녹주빌딩,유니한방병원,한방병원,35.2516195,128.6197661
전라남도,무안군,삼향읍,남악리 2630번지 10호 10호,의료법인이영의료재단 시그니티요양병원,,34.8029701,126.4700213
전라남도,담양군,담양읍,백동리 670번지 2호 2호,동산한방병원,한의사,35.3138107,126.9827238
전라남도,여수시,미평동,673번지 4호 4호,의료법인보듬의료재단 봄빛요양병원,,34.7693801,127.7050372
경상북도,포항시,북구,죽도동 638번지 2호 2호,포항인성병원,,36.0241305,129.3524098
경상북도,포항시,북구,죽도동 638번지 2호,의료법인성하의료재단 포항인성병원,정신병원,36.0241305,129.3524098
경상남도,진주시,충무공동,282번지 3호,예담소아청소년과병원,병원,35.1760482,128.147688
경상남도,창원시,진해구,용원동 1215번지 5호 블루마운틴,메트로요양병원,요양병원(일반요양병원),35.100261,128.8131913
경상남도,창녕군,부곡면,거문리 산 238번지 2호,의료법인 동림의료재단 로얄힐스요양병원,요양병원(일반요양병원),35.4413174,128.5769804
전라남도,나주시,빛가람동,338번지 1호 1호,엔에이치미래아동병원,의사,35.0171217,126.7846312
경상남도,김해시,흥동,517번지,(의)수의료재단 서청솔요양병원,요양병원(일반요양병원),35.2240057,128.8507174
전라남도,목포시,상동,868번지 4호 4호,편안한방병원,한의사,34.8062485,126.4263475
경상북도,포항시,북구,흥해읍 대련리 81번지 8호 8호,고려대련요양병원,,36.0473803,129.3215032
경상남도,김해시,진영읍,여래리 969-1,진영새싹병원,병원,35.3066944,128.7365742
경상남도,양산시,중부동,685-4 늘푸른빌딩,단디병원,병원,35.3386245,129.0271901
경상북도,포항시,북구,장성동 1497번지 2호 2호,의료법인 자광의료재단 선우요양병원,,36.086773,129.3846207
경상남도,김해시,부원동,852번지 5호 4~7층,김해바른병원,병원,35.2302685,128.8830668
경상남도,창원시,마산합포구,진동면 교동리 319번지 3호,의료법인혜주의료재단 더편한요양병원,요양병원(일반요양병원),35.1278396,128.5001748
경상남도,창원시,마산합포구,우산동 95번지,친절요양병원,요양병원(일반요양병원),35.1518961,128.5529475
경상남도,사천시,사천읍,구암리 1186번지 23호 온요양병원,온요양병원,요양병원(일반요양병원),35.0888048,128.100581
전라남도,화순군,화순읍,삼천리 378번지,전남제일요양병원,요양병원(일반요양병원),35.0491338,126.985124
경상남도,양산시,북부동,699번지 1호,더이로운병원,병원,35.3495473,129.0370082
경상남도,양산시,물금읍,범어리 2711번지 30호,본바른병원,병원,35.3293198,129.0136756
경상남도,창원시,마산합포구,오동동 305번지 1호,의료법인벽암의료재단 큰바다요양병원,요양병원(일반요양병원),35.2049669,128.5836843
경상남도,양산시,물금읍,범어리 2714번지 18호,양산아이들병원,병원,35.3283613,129.0191557
전라남도,여수시,웅천동,1728번지 5호,예울병원,병원,34.7486971,127.6795687
전라남도,장흥군,장흥읍,건산리 380번지 25호 장흥요양병원 25호,의료법인송지의료재단 장흥요양병원,,34.6772039,126.9087565
전라남도,장흥군,장흥읍,건산리 380번지 25호 장흥요양병원,장흥요양병원,요양병원(일반요양병원),34.6772039,126.9087565
전라북도,전주시,완산구,중화산동2가 570번지 6호 온누리안과,온누리안과병원,병원,35.8222896,127.1213809
경상남도,양산시,북부동,699번지 1호 2층,더이로운치과병원,치과병원,35.3495473,129.0370082
경상남도,양산시,물금읍,가촌리 1296번지 1호,서울패미리병원,병원,35.3106203,129.0053037
전라남도,여수시,화장동,794번지 1호,여천한방병원,한방병원,34.7754873,127.6483896
전라남도,여수시,미평동,569번지 2호 0동 2호,청암요양병원,한의사,34.7676159,127.7026618
경상남도,합천군,대양면,정양리 587번지 5호,합천고려요양병원,요양병원(일반요양병원),35.5522305,128.1616979
전라북도,전주시,덕진구,진북동 1021번지 2호 참조은병원 2호,다생한방병원,한의사,35.8288716,127.1348156
전라남도,신안군,압해읍,대천리 253번지 1호 의료법인새림압해생태요양병원 0동 1호,의료법인새림의료재단 압해생태요양병원,,34.8653756,126.2866337
경상남도,김해시,삼정동,283번지,서종요양병원,요양병원(일반요양병원),35.2268446,128.9044625
전라북도,전주시,덕진구,진북동 390번지 0호 3~6층 0호,박종혁믿음병원,의사,35.8320071,127.137517
전라북도,전주시,완산구,효자동2가 1240번지 2호 우리들사랑요양병원,우리들사랑요양병원,요양병원(일반요양병원),35.8164267,127.1015488
경상북도,경주시,충효동,1437-3,경주요양병원,요양병원(일반요양병원),35.8473697,129.1651723
경상북도,영주시,가흥동,2052번지 0호 영주적십자병원 0호,영주적십자병원,,36.8252853,128.6039776
전라남도,순천시,풍덕동,881번지 1호,순천정원요양병원,요양병원(일반요양병원),34.9451985,127.4991446
전라남도,목포시,상동,855번지 0호 신안빌딩 1동 0호,한국한방병원,한의사,34.8095992,126.4247024
경상남도,양산시,평산동,100번지 1호,센텀힐병원,병원,35.3808377,129.1521627
경상남도,창녕군,고암면,중대리 235번지 1호 더케이서드에이지,프라임요양병원,요양병원(일반요양병원),35.5784941,128.5122024
전라남도,진도군,진도읍,남동리 778번지 15호 진도전남병원 15호,의료법인남우의료재단 진도전남병원,,34.4797387,126.2640703
경상남도,통영시,북신동,698번지 1호 월드지브이존,동서양한방병원,한방병원,34.8571822,128.4247461
경상북도,성주군,선남면,동암리 172번지 1호 1호,비에스(BS)요양병원,,35.8810571,128.354388
경상남도,김해시,외동,1410번지,의료법인희원의료재단 래봄병원,병원,35.2299867,128.8691597
경상남도,김해시,진례면,초전리 976번지,강민의료재단 나누리요양병원,요양병원(일반요양병원),35.2394683,128.7534856
전라남도,목포시,석현동,485번지 0호 정다운요양병원 1동 0호,정다운요양병원,의사,34.8291054,126.4220448
전라북도,완주군,이서면,갈산리 691번지,키즈드림아이엠씨병원,병원,35.8368555,127.0560584
경상북도,안동시,안막동,136번지 4호 4호,성심병원,의사,36.5771662,128.7301617
경상남도,진주시,상대동,310-32,365우리들치과병원,치과병원,35.1791406,128.1169419
경상남도,밀양시,내이동,172번지 2호,갤러리의아침요양병원,요양병원(일반요양병원),35.5053753,128.7348634
경상남도,창원시,의창구,"동읍 용잠리 390번지 4호 동창원요양병원(지하1층(103호)1,2,3,4층",의료법인승인의료재단동창원요양병원,요양병원(일반요양병원),35.2783879,128.6871222
전라남도,나주시,왕곡면,장산리 10번지 5호 5호,한마음요양병원,의사,34.9860315,126.7048876
경상남도,김해시,율하동,"1334-4 303,701,703,801호",서울새싹병원,병원,35.1728107,128.8148361
전라남도,화순군,한천면,동가리 721번지 1호 1호,화순케어랜드요양병원,한의사,34.964636,127.0547797
경상북도,구미시,형곡동,144번지 7호 미르빌딩,구미미르치과병원,치과병원,36.1147,128.3383588
경상북도,구미시,송정동,"460번지 14호 2층,3층,4층,6층 14호",라온치과병원,치과의사,36.117442,128.3429948
경상북도,포항시,남구,연일읍 인주리 67번지,의료법인원경의료재단 연일요양병원,요양병원(일반요양병원),35.9802946,129.3407171
경상북도,포항시,남구,연일읍 인주리 67번지,의료법인 원경의료재단 연일요양병원,,35.9802946,129.3407171
경상북도,구미시,장천면,하장리 972번지 1호 1호,구미 푸른요양병원,의사,36.1364553,128.4802024
경상북도,포항시,남구,대도동 125번지 8호,하나요양병원,요양병원(일반요양병원),36.0147499,129.3646887
전라남도,목포시,용해동,380번지,목포현대병원,의사,34.8156925,126.4013305
경상북도,구미시,원평동,161번지,바른유병원,의사,36.131086,128.3328037
경상남도,김해시,외동,1394,우가주치과병원,치과병원,35.2287589,128.8708395
경상북도,포항시,북구,장성동 1437번지,포항휴요양병원,의사,36.0767826,129.3948257
전라남도,장성군,삼계면,수옥리 437번지 7호 7호,의료법인해상의료재단 백양요양병원,,35.2709055,126.6973817
경상북도,안동시,송현동,368번지 1호 1호,안동제일치과병원,치과의사,36.573264,128.6970862
경상북도,포항시,북구,장성동 1495번지 5호 5호,봄요양병원,한의사,36.0874764,129.3851683
경상북도,영천시,오미동,1183번지 0호 영천요양병원 0호,영천요양병원,의사,35.9876186,128.9246401
경상남도,밀양시,삼문동,36번지 11호,나노병원,병원,35.4843035,128.7579264
경상북도,경주시,용강동,357번지,위더스요양병원,의사,35.8777451,129.2321533
전라남도,화순군,화순읍,일심리 243번지 0호 화순푸른솔요양병원 0호,화순푸른솔요양병원,의사,35.0527555,126.9989997
경상남도,창원시,마산회원구,석전동 224번지 8호,양덕서울아동병원,병원,35.2357357,128.5808776
전라남도,광양시,중동,1296번지 14호 14호,늘편한요양병원,의사,34.9425791,127.6986022
경상남도,창원시,마산회원구,석전동 244번지 8호,서울병원,병원,35.232228,128.5773243
전라남도,강진군,강진읍,학명리 530번지 3호 3호,강진효요양병원,의사,34.6230473,126.7522761
전라남도,여수시,학동,43번지 5호 5호,그랜드치과병원,치과의사,34.7660866,127.6633086
전라북도,전주시,완산구,효자동2가 1228번지 5호,청아람한방병원,한방병원,35.8187241,127.1032711
전라남도,목포시,상동,889번지,조연이비인후과병원,의사,34.8036606,126.4206707
전라남도,무안군,삼향읍,남악리 2264번지 0호 0호,의료법인숭민의료재단 해오름요양병원,,34.8102897,126.4654925
경상남도,진주시,평거동,900 BYC 진주빌딩 8.9.10층일부,튼튼소아청소년과병원,병원,35.1722923,128.0597887
전라북도,전주시,완산구,서서학동 1002번지 3호,더숲요양병원,요양병원(일반요양병원),35.7964794,127.1500564
전라남도,장성군,장성읍,영천리 1478번지 22호 22호,의료법인행복나눔의료재단 장성병원,,35.3080435,126.7839582
경상남도,창원시,마산합포구,해운동 65번지 8호,의료법인합포의료재단마산우리요양병원,요양병원(일반요양병원),35.1817148,128.562255
전라남도,순천시,조곡동,516번지,순천생협요양병원,,34.9564182,127.497003
경상남도,진주시,강남동,174 센텀병원,의료법인 행복한의료재단 센텀요양병원,요양병원(일반요양병원),35.1842337,128.0876479
경상남도,진주시,평거동,900번지 BYC 진주빌딩,진주본병원,병원,35.1722923,128.0597887
경상남도,창원시,진해구,용원동 1214번지 17호 희망병원,희망병원,병원,35.1006758,128.8105425
전라남도,무안군,삼향읍,남악리 2205번지,남악한방병원,한의사,34.8126716,126.4637523
전라남도,여수시,충무동,346번지,여수강남요양병원,의사,34.7431659,127.7298936
경상남도,김해시,율하동,1349-1,율하꿈나무병원,병원,35.1713324,128.8142572
경상남도,거창군,거창읍,대동리 931번지 3호 지하1층~지상5층,성은효요양병원,요양병원(일반요양병원),35.6865378,127.9159742
경상남도,사천시,서동,72번지 1호,의료법인 삼포의료재단 현대요양병원,요양병원(일반요양병원),34.9303646,128.0654234
전라남도,순천시,장천동,28번지 11호 11호,순천희망병원,의사,34.9479113,127.4882057
경상북도,안동시,남후면,무릉리 364번지 3~4층,의료법인안동유리의료재단 안동유리한방병원,한방병원,36.5228119,128.6891222
경상북도,경산시,중산동,488번지,꿈나무아동병원,의사,35.8353351,128.7240196
전라남도,화순군,화순읍,640번지 2호,화순베스트요양병원,요양병원(일반요양병원),35.058692,126.98025
전라남도,순천시,덕암동,161번지 1호,척병원,병원,34.9413846,127.5092836
경상남도,합천군,합천읍,영창리 133번지,합천요양병원,요양병원(일반요양병원),35.5811801,128.1671041
전라북도,고창군,고창읍,석정리 712번지 1호,석정웰파크병원,병원,35.4312795,126.7365349
전라북도,완주군,화산면,종리 1059번지 2호,의료법인완주의료재단한마음화산병원,정신병원,36.0115037,127.2242927
전라북도,전주시,덕진구,"금암동 634번지 18호 634-2(치과병원동, 장애인구강진료센터동)",전북대학교치과병원,치과병원,35.8489384,127.1392319
경상남도,밀양시,삼문동,724번지 1호,미르아이병원,병원,35.4837285,128.7484303
전라북도,전주시,완산구,중화산동2가 595-8,동의한방병원,한방병원,35.8182013,127.1224975
경상남도,김해시,내동,1133번지 3호,베스트한방병원,한방병원,35.2393407,128.8690459
경상남도,창원시,의창구,봉림동 713번지 12호,시티요양병원,요양병원(일반요양병원),35.251118,128.6643211
경상남도,창원시,의창구,북면 신촌리 909번지 9호,북면이화요양병원,요양병원(일반요양병원),35.3475751,128.6079104
전라북도,익산시,남중동,533-25,마디한방병원,한방병원,35.9556328,126.9597078
전라남도,순천시,매곡동,117번지 5호 5호,연세광혜병원,의사,34.9601375,127.4848635
전라북도,전주시,완산구,평화동1가 710번지 4호,주랑한방병원,한방병원,35.7958015,127.134157
경상북도,안동시,안흥동,312번지 1호 2~4층,의료법인안흥의료재단 새안동요양병원,요양병원(일반요양병원),36.5636416,128.7253433
경상남도,창원시,성산구,중앙동 75-4 구트병원빌딩,구트병원,병원,35.228477,128.677908
전라북도,전주시,완산구,서노송동 656-3,중앙요양병원,요양병원(일반요양병원),35.8276793,127.141849
전라남도,순천시,상사면,흘산리 116번지,선암요양병원,요양병원(일반요양병원),34.9306682,127.4619688
전라북도,전주시,완산구,다가동3가 28번지,의료법인 지리산의료재단 어의당한방병원,한방병원,35.8176298,127.1401804
경상북도,경산시,중방동,879번지 39호,의료법인송백의료재단 늘푸른요양병원,요양병원(일반요양병원),35.8228163,128.7377174
전라남도,목포시,석현동,1170번지 12호 12호,약수한방병원,한의사,34.8154426,126.4220207
경상남도,양산시,삼호동,989번지 3호,새웅상요양병원,요양병원(일반요양병원),35.4118558,129.1688561
경상북도,경주시,충효동,633번지,의료법인송죽의료재단경주으뜸요양병원,요양병원(일반요양병원),35.8473719,129.1698076
경상남도,김해시,서상동,"73번지 4호 2,3,4,5층",의료법인 서원탑의료재단 서원요양병원,요양병원(일반요양병원),35.2341457,128.8806302
전라북도,전주시,덕진구,송천동1가 116번지,덕진한방병원,한방병원,35.8617299,127.1263809
경상남도,창원시,의창구,팔용동 162번지 3호 4호,굿모닝내과병원,병원,35.2575205,128.6082449
경상북도,경산시,삼북동,269번지 23호,선요양병원,요양병원(일반요양병원),35.8193293,128.7362258
전라북도,전주시,완산구,평화동2가 259번지 33호 외 1필지,의료법인건강나라의료재단 건강나라요양병원,요양병원(일반요양병원),35.7890748,127.130644
경상북도,경산시,옥산동,793번지 0호 양지요양병원 B동 0호,의료법인양지의료재단 양지요양병원,,35.8238737,128.7272756
경상북도,경주시,성동동,131번지 2호 대득빌딩,그랜드치과병원,치과병원,35.8473104,129.2172411
전라남도,순천시,조례동,489-4,아나파한방병원,한방병원,34.9550156,127.52234
전라남도,순천시,조례동,1590번지 15호 15호,의료법인태령의료재단 사랑한방병원,,34.9552744,127.5250286
전라남도,순천시,풍덕동,,청연우리병원,병원,34.94186,127.497313
전라남도,순천시,조례동,981번지,힘플러스병원,병원,34.9604443,127.5198398
전라남도,목포시,상동,789번지 5호 5호,365매일한방병원,한의사,34.8101921,126.4231076
경상남도,김해시,내동,1133번지 3호 6~10,의료법인경빈의료재단 김해센텀요양병원,요양병원(일반요양병원),35.2393407,128.8690459
전라남도,신안군,암태면,단고리 28번지 18호 18호,의료법인서연의료재단 신안천사병원,,34.8317429,126.1063195
경상북도,구미시,원평동,964번지 88호 88호,큰사랑요양병원,의사,36.129356,128.3411516
전라북도,전주시,완산구,서서학동 363번지 3호,솔한방병원,한방병원,35.8039443,127.1483494
전라북도,전주시,덕진구,송천동1가 270-1,가람한방병원,한방병원,35.8524659,127.1202827
전라북도,전주시,덕진구,호성동1가 851번지 10호,의료법인영경의료재단호성전주병원,병원,35.8641373,127.1469404
경상북도,의성군,의성읍,원당리 1137번지 18호 18호,의료법인 해안의료재단 해안1병원,,36.3521213,128.6912666
전라남도,광양시,중동,1634번지 1호 1호,광양한방병원,한의사,34.9381365,127.6969262
전라남도,순천시,덕월동,455번지,제일한방병원,한방병원,34.9344149,127.4883698
전라남도,순천시,조례동,975번지 17호 17호,플러스아이미코병원,의사,34.9612203,127.5202891
전라남도,여수시,신기동,75번지 10호 10호,여수한국병원,의사,34.7596299,127.6765661
경상남도,김해시,대청동,"318-14 2,4~11층",의료법인신화성의료재단 장유요양병원,요양병원(일반요양병원),35.193273,128.8025602
전라남도,나주시,남평읍,교원리 380번지 1호 1호,의료법인식산의료재단 나사렛요양병원,,35.0268724,126.8327738
경상남도,거제시,옥포동,535번지 5호 유라빌딩,대우아동병원,병원,34.8934506,128.6911993
전라남도,무안군,삼향읍,남악리 2151번지,신우치과병원,치과의사,34.810011,126.4606862
전라북도,군산시,조촌동,782번지 8호 8호,의료법인 유진의료재단 동서병원,,35.9751362,126.730935
전라북도,부안군,부안읍,동중리 111번지 1호,부안21세기병원,병원,35.7304285,126.7371894
경상북도,안동시,송천동,1319번지 87호 지하1층-지상2층,빛으로병원,병원,36.5440391,128.7816126
전라북도,군산시,송풍동,932번지 4호,의료법인성곡의료재단군산효자요양병원,요양병원(일반요양병원),35.9797532,126.6993811
전라남도,무안군,삼향읍,"남악리 2238번지 (2,3,4,5층)",남악아동병원,병원,34.8112086,126.4644233
경상남도,사천시,사천읍,정의리 36번지 5호,사천동희병원,정신병원,35.0883139,128.0943546
전라남도,순천시,덕암동,188번지 89호 89호,새순천한방병원,한의사,34.9449926,127.5090557
경상북도,경주시,안강읍,산대리 1839번지 6호 6호,의료법인바로의료재단 미루요양병원,,35.9942957,129.2082492
경상북도,경주시,안강읍,산대리 1839번지 6호,의료법인 바로의료재단 미루요양병원,요양병원(일반요양병원),35.9942957,129.2082492
경상남도,함안군,칠원읍,용산리 325번지 26호,의료법인 시영의료재단 함안요양병원,요양병원(일반요양병원),35.3112689,128.5133933
전라북도,전주시,덕진구,여의동 620번지,효성의료재단 새전주요양병원,요양병원(일반요양병원),35.8700681,127.0731715
전라북도,전주시,완산구,평화동1가 448번지 11호,학산요양병원,요양병원(일반요양병원),35.7960507,127.1434537
경상북도,구미시,인의동,632번지 0호 0호,의료법인 민현의료재단 미래로병원,의사,36.1039948,128.4253777
경상북도,안동시,송천동,824번지 8호 8호,의료법인경북의료재단 길주요양병원,,36.5450075,128.7885382
경상북도,안동시,송천동,824번지 8호,경북의료재단 길주요양병원,요양병원(일반요양병원),36.5450075,128.7885382
전라북도,전주시,완산구,중인동 1610번지,의료법인 옥성의료재단 골든카운티 요양병원,요양병원(일반요양병원),35.7677736,127.0899088
전라북도,전주시,완산구,삼천동1가 285번지 33호 명인한방병원 33호,명인한방병원,한의사,35.7985641,127.1135655
경상북도,상주시,낙동면,신상리 529번지 2.3층,의료법인 우석의료재단 연세요양병원,요양병원(일반요양병원),36.4030818,128.2404093
경상북도,구미시,도량동,581번지 6호 6호,구미가톨릭요양병원,의사,36.1345719,128.3353557
경상남도,창원시,마산회원구,내서읍 호계리 768번지 7호,의료법인청록의료재단신세계요양병원,요양병원(일반요양병원),35.2601108,128.5099569
