관서명,구분,명칭,시도,시군구,상세주소,주소
북면,파출소,북면파출소,경상북도,울릉군,북면 천부1길20,경상북도 울릉군 북면 천부1길20
신월,지구대,신월지구대,경상남도,창원시,성산구 신사로45번길 35,경상남도 창원시 성산구 신사로45번길 35
가음정,지구대,가음정지구대,경상남도,창원시,성산구 원이대로863번길 22,경상남도 창원시 성산구 원이대로863번길 22
중앙,파출소,중앙파출소,경상남도,창원시,성산구 원이대로566번길 27-19,경상남도 창원시 성산구 원이대로566번길 27-19
반송,파출소,반송파출소,경상남도,창원시,성산구 원이대로473번길 17,경상남도 창원시 성산구 원이대로473번길 17
사파,파출소,사파파출소,경상남도,창원시,성산구 대암로 113,경상남도 창원시 성산구 대암로 113
신촌,파출소,신촌파출소,경상남도,창원시,성산구 봉양로 408,경상남도 창원시 성산구 봉양로 408
명곡,지구대,명곡지구대,경상남도,창원시,의창구 원이대로261번길 16-19,경상남도 창원시 의창구 원이대로261번길 16-19
의창,파출소,의창파출소,경상남도,창원시,의창구 의창대로266번길 11,경상남도 창원시 의창구 의창대로266번길 11
팔용,파출소,팔용파출소,경상남도,창원시,의창구 창원대로397번길 30,경상남도 창원시 의창구 창원대로397번길 30
동읍,파출소,동읍파출소,경상남도,창원시,의창구 동읍 의창대로 902,경상남도 창원시 의창구 동읍 의창대로 902
북면,파출소,북면파출소,경상남도,창원시,의창구 천주로 1127,경상남도 창원시 의창구 천주로 1127
대산,파출소,대산파출소,경상남도,창원시,의창구 대산면 진산대로 415,경상남도 창원시 의창구 대산면 진산대로 415
신마산,지구대,신마산지구대,경상남도,창원시,마산합포구 문화남5길 52,경상남도 창원시 마산합포구 문화남5길 52
완월,파출소,완월파출소,경상남도,창원시,마산합포구 중앙남11길 12,경상남도 창원시 마산합포구 중앙남11길 12
남성,파출소,남성파출소,경상남도,창원시,마산합포구 3·15대로 295,경상남도 창원시 마산합포구 3·15대로 295
오동,파출소,오동파출소,경상남도,창원시,마산합포구 천하장사로 111,경상남도 창원시 마산합포구 천하장사로 111
교방,파출소,교방파출소,경상남도,창원시,마산합포구 교방서1길 40,경상남도 창원시 마산합포구 교방서1길 40
구산,파출소,구산파출소,경상남도,창원시,마산합포구 구산면 구산로562,경상남도 창원시 마산합포구 구산면 구산로562
진동,파출소,진동파출소,경상남도,창원시,마산합포구 진동면 삼진의거대로 661,경상남도 창원시 마산합포구 진동면 삼진의거대로 661
진전,파출소,진전파출소,경상남도,창원시,마산합포구 진전면 대실로 156,경상남도 창원시 마산합포구 진전면 대실로 156
합성,지구대,합성지구대,경상남도,창원시,마산회원구 합성남8길 21,경상남도 창원시 마산회원구 합성남8길 21
양덕,지구대,양덕지구대,경상남도,창원시,마산회원구 양덕동2길 6,경상남도 창원시 마산회원구 양덕동2길 6
석전,파출소,석전파출소,경상남도,창원시,마산회원구 석전동6길 20,경상남도 창원시 마산회원구 석전동6길 20
산호,파출소,산호파출소,경상남도,창원시,마산합포구 산호북15길 1,경상남도 창원시 마산합포구 산호북15길 1
회원,파출소,회원파출소,경상남도,창원시,마산회원구 회원남25길 73,경상남도 창원시 마산회원구 회원남25길 73
삼계,파출소,삼계파출소,경상남도,창원시,마산회원구 내서읍 삼계로 32,경상남도 창원시 마산회원구 내서읍 삼계로 32
중리,파출소,중리파출소,경상남도,창원시,마산회원구 내서읍 호원로164,경상남도 창원시 마산회원구 내서읍 호원로164
비봉,지구대,비봉지구대,경상남도,진주시,비봉로33번길 2,경상남도 진주시 비봉로33번길 2
상대,지구대,상대지구대,경상남도,진주시,동진로 263,경상남도 진주시 동진로 263
남강,지구대,남강지구대,경상남도,진주시,창렬로7번길 12,경상남도 진주시 창렬로7번길 12
진양호,지구대,진양호지구대,경상남도,진주시,평거로 42,경상남도 진주시 평거로 42
하대,지구대,하대지구대,경상남도,진주시,대신로 323-6,경상남도 진주시 대신로 323-6
개양,파출소,개양파출소,경상남도,진주시,진주대로 560,경상남도 진주시 진주대로 560
충무공,파출소,충무공파출소,경상남도,진주시,충무공동 충의로 149,경상남도 진주시 충무공동 충의로 149
문산,파출소,문산파출소,경상남도,진주시,문산읍 동부로587번길 1,경상남도 진주시 문산읍 동부로587번길 1
금산,파출소,금산파출소,경상남도,진주시,금산면 금산로 111,경상남도 진주시 금산면 금산로 111
일반성,파출소,일반성파출소,경상남도,진주시,일반성면 창촌길 27-1,경상남도 진주시 일반성면 창촌길 27-1
지수,파출소,지수파출소,경상남도,진주시,지수면 지수로 492,경상남도 진주시 지수면 지수로 492
수곡,파출소,수곡파출소,경상남도,진주시,수곡면 곤수로 903,경상남도 진주시 수곡면 곤수로 903
대곡,파출소,대곡파출소,경상남도,진주시,대곡면 진의로 1065,경상남도 진주시 대곡면 진의로 1065
연지,지구대,연지지구대,경상남도,김해시,내외중앙로 118,경상남도 김해시 내외중앙로 118
신어,지구대,신어지구대,경상남도,김해시,삼안로217번길 32,경상남도 김해시 삼안로217번길 32
왕릉,지구대,왕릉지구대,경상남도,김해시,해반천로168번길 8,경상남도 김해시 해반천로168번길 8
중앙,지구대,중앙지구대,경상남도,김해시,가락로 30,경상남도 김해시 가락로 30
상동,파출소,상동파출소,경상남도,김해시,상동면 상동로 553,경상남도 김해시 상동면 상동로 553
대동,파출소,대동파출소,경상남도,김해시,대동면 대동로 597,경상남도 김해시 대동면 대동로 597
생림,파출소,생림파출소,경상남도,김해시,봉림로 21,경상남도 김해시 봉림로 21
장유,지구대,장유지구대,경상남도,김해시,계동로 102번길 19,경상남도 김해시 계동로 102번길 19
율하,파출소,율하파출소,경상남도,김해시,율하숲길 12,경상남도 김해시 율하숲길 12
진영,파출소,진영파출소,경상남도,김해시,진영읍 진영로 167,경상남도 김해시 진영읍 진영로 167
한림,파출소,한림파출소,경상남도,김해시,한림면 한림로 453,경상남도 김해시 한림면 한림로 453
진례,파출소,진례파출소,경상남도,김해시,진례면 진례로 235,경상남도 김해시 진례면 진례로 235
주촌,파출소,주촌파출소,경상남도,김해시,주촌면 서부로1638번길 7,경상남도 김해시 주촌면 서부로1638번길 7
칠산,파출소,칠산파출소,경상남도,김해시,칠산로459번길 15,경상남도 김해시 칠산로459번길 15
물금,지구대,물금지구대,경상남도,양산시,물금읍 가촌로 61,경상남도 양산시 물금읍 가촌로 61
증산,파출소,증산파출소,경상남도,양산시,물금읍 증산리 1747-1,경상남도 양산시 물금읍 증산리 1747-1
덕계,파출소,덕계파출소,경상남도,양산시,덕계로 95,경상남도 양산시 덕계로 95
서창,파출소,서창파출소,경상남도,양산시,삼호로 158,경상남도 양산시 삼호로 158
중앙,파출소,중앙파출소,경상남도,양산시,북안남5길 11-16,경상남도 양산시 북안남5길 11-16
삼성,파출소,삼성파출소,경상남도,양산시,북정11길 4,경상남도 양산시 북정11길 4
동면,파출소,동면파출소,경상남도,양산시,동면 내송로 39,경상남도 양산시 동면 내송로 39
상북,파출소,상북파출소,경상남도,양산시,상북면 상북중앙로 394,경상남도 양산시 상북면 상북중앙로 394
하북,파출소,하북파출소,경상남도,양산시,하북면 신평로 24,경상남도 양산시 하북면 신평로 24
양주,파출소,양주파출소,경상남도,양산시,양주로 34,경상남도 양산시 양주로 34
소주,파출소,소주파출소,경상남도,양산시,대평들 1길 9-17,경상남도 양산시 대평들 1길 9-17
평산,파출소,평산파출소,경상남도,양산시,평산로 79,경상남도 양산시 평산로 79
신현,지구대,신현지구대,경상남도,거제시,고현천로 135,경상남도 거제시 고현천로 135
옥포,지구대,옥포지구대,경상남도,거제시,옥포로22길 21,경상남도 거제시 옥포로22길 21
장평,지구대,장평지구대,경상남도,거제시,장평1로 154,경상남도 거제시 장평1로 154
장승포,지구대,장승포지구대,경상남도,거제시,장승로 109,경상남도 거제시 장승로 109
아주,지구대,아주지구대,경상남도,거제시,아주로 47,경상남도 거제시 아주로 47
연초,파출소,연초파출소,경상남도,거제시,연초면 거제대로 4275,경상남도 거제시 연초면 거제대로 4275
거제,파출소,거제파출소,경상남도,거제시,거제면 거제남서로 3431,경상남도 거제시 거제면 거제남서로 3431
동부,파출소,동부파출소,경상남도,거제시,동부면 거제남서로 3118,경상남도 거제시 동부면 거제남서로 3118
장목,파출소,장목파출소,경상남도,거제시,장목면 거제북로 1165,경상남도 거제시 장목면 거제북로 1165
덕산,지구대,덕산지구대,경상남도,창원시,"진해구 덕산로 36번길 9, 덕산지구대","경상남도 창원시 진해구 덕산로 36번길 9, 덕산지구대"
용원,지구대,용원지구대,경상남도,창원시,"진해구 용원로41번길 12, 용원지구대","경상남도 창원시 진해구 용원로41번길 12, 용원지구대"
충무,파출소,충무파출소,경상남도,창원시,"진해구 벚꽃로 36, 충무파출소","경상남도 창원시 진해구 벚꽃로 36, 충무파출소"
경화,파출소,경화파출소,경상남도,창원시,"진해구 충장로 329, 경화파출소","경상남도 창원시 진해구 충장로 329, 경화파출소"
웅동,파출소,웅동파출소,경상남도,창원시,"진해구 웅동로57번가길 5, 웅동파출소","경상남도 창원시 진해구 웅동로57번가길 5, 웅동파출소"
자은,파출소,자은파출소,경상남도,창원시,"진해구 장복대로 157, 자은파출소","경상남도 창원시 진해구 장복대로 157, 자은파출소"
광도,지구대,광도지구대,경상남도,통영시,광도면 죽림3로 25,경상남도 통영시 광도면 죽림3로 25
북신,지구대,북신지구대,경상남도,통영시,무전대로 40,경상남도 통영시 무전대로 40
미수,지구대,미수지구대,경상남도,통영시,운하2길 17,경상남도 통영시 운하2길 17
중앙,지구대,중앙지구대,경상남도,통영시,중앙로 170,경상남도 통영시 중앙로 170
산양,파출소,산양파출소,경상남도,통영시,산양읍 산양중앙로 1,경상남도 통영시 산양읍 산양중앙로 1
욕지,파출소,욕지파출소,경상남도,통영시,욕지면 천왕로 29,경상남도 통영시 욕지면 천왕로 29
한산,파출소,한산파출소,경상남도,통영시,한산면 한산일주로 840-1,경상남도 통영시 한산면 한산일주로 840-1
사량,파출소,사량파출소,경상남도,통영시,사량면 진촌2길 17,경상남도 통영시 사량면 진촌2길 17
