County,City,Town,Village,Housing_Type,Official_Land_Value,Actual_Land_Value
경기도,파주시,문발동,,연립/다세대,1130940.0,45573.0
경기도,파주시,문산읍,당동리,아파트,801420.0,20293.0
경기도,파주시,문산읍,당동리,연립/다세대,586133.0,6661.0
경기도,파주시,문산읍,문산리,아파트,862778.0,16865.0
경기도,파주시,문산읍,문산리,연립/다세대,890600.0,7000.0
경기도,파주시,문산읍,선유리,아파트,711644.0,18707.0
경기도,파주시,문산읍,선유리,연립/다세대,583130.0,7778.0
경기도,파주시,법원읍,가야리,아파트,302250.0,8308.0
경기도,파주시,법원읍,가야리,연립/다세대,171250.0,4514.0
경기도,파주시,법원읍,대능리,연립/다세대,267425.0,5712.0
경기도,파주시,법원읍,법원리,아파트,322400.0,13875.0
경기도,파주시,법원읍,법원리,연립/다세대,344781.0,6809.0
경기도,파주시,상지석동,,연립/다세대,666078.0,24039.0
경기도,파주시,아동동,,아파트,1219000.0,18654.0
경기도,파주시,아동동,,연립/다세대,891262.0,16944.0
경기도,파주시,야당동,,아파트,1732375.0,47715.0
경기도,파주시,야당동,,연립/다세대,838890.0,25611.0
경기도,파주시,야동동,,아파트,993300.0,13758.0
경기도,파주시,야동동,,연립/다세대,412875.0,19000.0
경기도,파주시,와동동,,아파트,1786300.0,40292.0
경기도,파주시,와동동,,연립/다세대,1437000.0,68000.0
경기도,파주시,월롱면,영태리,연립/다세대,330783.0,7000.0
경기도,파주시,적성면,구읍리,연립/다세대,210600.0,10465.0
경기도,파주시,적성면,마지리,연립/다세대,237800.0,7608.0
경기도,파주시,조리읍,뇌조리,연립/다세대,286500.0,6300.0
경기도,파주시,조리읍,능안리,연립/다세대,377725.0,4512.0
경기도,파주시,조리읍,대원리,아파트,876700.0,28145.0
경기도,파주시,조리읍,대원리,연립/다세대,471840.0,19960.0
경기도,파주시,조리읍,등원리,연립/다세대,413667.0,9333.0
경기도,파주시,조리읍,봉일천리,아파트,997300.0,16112.0
경기도,파주시,조리읍,봉일천리,연립/다세대,745544.0,21505.0
경기도,파주시,조리읍,오산리,연립/다세대,274036.0,5669.0
경기도,파주시,조리읍,장곡리,연립/다세대,559400.0,9050.0
경기도,파주시,탄현면,대동리,연립/다세대,356650.0,19972.0
경기도,파주시,탄현면,법흥리,연립/다세대,792200.0,17123.0
경기도,파주시,파주읍,봉서리,연립/다세대,344619.0,23904.0
경기도,파주시,파주읍,봉암리,연립/다세대,380950.0,16514.0
경기도,파주시,파주읍,연풍리,아파트,472000.0,19591.0
경기도,파주시,파주읍,연풍리,연립/다세대,297880.0,5348.0
경기도,파주시,파주읍,파주리,아파트,626300.0,9000.0
경기도,파주시,파주읍,파주리,연립/다세대,443493.0,10574.0
경기도,파주시,파주읍,향양리,연립/다세대,362900.0,28000.0
경기도,파주시,하지석동,,연립/다세대,379200.0,6000.0
경기도,평택시,가재동,,아파트,1196000.0,24377.0
경기도,평택시,가재동,,연립/다세대,421200.0,15400.0
경기도,평택시,고덕동,,아파트,1896812.0,55917.0
경기도,평택시,고덕면,궁리,아파트,934233.0,24075.0
경기도,평택시,고덕면,궁리,연립/다세대,703100.0,6300.0
경기도,평택시,고덕면,당현리,연립/다세대,408100.0,17980.0
경기도,평택시,고덕면,동고리,연립/다세대,455725.0,6300.0
경기도,평택시,고덕면,해창리,연립/다세대,553000.0,8850.0
경기도,평택시,군문동,,아파트,1126000.0,18956.0
경기도,평택시,군문동,,연립/다세대,1029000.0,5188.0
경기도,평택시,독곡동,,아파트,1151500.0,19956.0
경기도,평택시,독곡동,,연립/다세대,675175.0,20885.0
경기도,평택시,동삭동,,아파트,1199444.0,36030.0
경기도,평택시,비전동,,아파트,1161700.0,23345.0
경기도,평택시,비전동,,연립/다세대,1004848.0,15207.0
경기도,평택시,서정동,,아파트,2047600.0,15875.0
경기도,평택시,서정동,,연립/다세대,1323274.0,9092.0
경기도,평택시,서탄면,금암리,연립/다세대,364300.0,5100.0
경기도,평택시,서탄면,내천리,연립/다세대,446200.0,6825.0
경기도,평택시,서탄면,수월암리,연립/다세대,487900.0,5033.0
경기도,평택시,서탄면,장등리,연립/다세대,383800.0,23000.0
경기도,평택시,세교동,,아파트,1011450.0,26458.0
경기도,평택시,세교동,,연립/다세대,858727.0,12495.0
경기도,평택시,소사동,,아파트,1438667.0,36838.0
경기도,평택시,신대동,,연립/다세대,387067.0,7367.0
경기도,평택시,신장동,,아파트,1854545.0,14638.0
경기도,평택시,신장동,,연립/다세대,1074146.0,15115.0
경기도,평택시,안중읍,금곡리,아파트,648900.0,10419.0
경기도,평택시,안중읍,금곡리,연립/다세대,246900.0,4000.0
경기도,평택시,안중읍,성해리,연립/다세대,259700.0,5950.0
경기도,평택시,안중읍,송담리,아파트,980800.0,28047.0
경기도,평택시,안중읍,안중리,아파트,794200.0,12500.0
경기도,평택시,안중읍,안중리,연립/다세대,813143.0,9503.0
경기도,평택시,안중읍,학현리,아파트,803250.0,9050.0
경기도,평택시,안중읍,학현리,연립/다세대,758120.0,8030.0
경기도,평택시,안중읍,현화리,아파트,1067493.0,21212.0
경기도,평택시,안중읍,현화리,연립/다세대,826117.0,8924.0
경기도,평택시,오성면,교포리,연립/다세대,203200.0,5167.0
경기도,평택시,오성면,숙성리,아파트,534200.0,17125.0
경기도,평택시,오성면,숙성리,연립/다세대,454600.0,9067.0
경기도,평택시,오성면,죽리,연립/다세대,370064.0,9979.0
경기도,평택시,용이동,,아파트,1229267.0,42128.0
경기도,평택시,용이동,,연립/다세대,1241735.0,18912.0
경기도,평택시,유천동,,연립/다세대,289200.0,5200.0
경기도,평택시,이충동,,아파트,2051579.0,19325.0
경기도,평택시,이충동,,연립/다세대,1000300.0,16825.0
경기도,평택시,장당동,,아파트,1352444.0,26237.0
경기도,평택시,장당동,,연립/다세대,1104000.0,17000.0
경기도,평택시,장안동,,아파트,1265000.0,33442.0
경기도,평택시,죽백동,,아파트,1322833.0,42272.0
경기도,평택시,죽백동,,연립/다세대,539733.0,39586.0
경기도,평택시,지산동,,아파트,1482532.0,20363.0
경기도,평택시,지산동,,연립/다세대,1175975.0,17089.0
경기도,평택시,진위면,가곡리,아파트,489300.0,9023.0
경기도,평택시,진위면,가곡리,연립/다세대,806100.0,6000.0
경기도,평택시,진위면,갈곶리,아파트,769200.0,15137.0
경기도,평택시,진위면,갈곶리,연립/다세대,2627000.0,10000.0
경기도,평택시,진위면,견산리,아파트,631650.0,8778.0
경기도,평택시,진위면,견산리,연립/다세대,604400.0,9458.0
경기도,평택시,진위면,봉남리,아파트,547400.0,12800.0
경기도,평택시,진위면,봉남리,연립/다세대,504800.0,4800.0
경기도,평택시,진위면,하북리,연립/다세대,743075.0,7012.0
경기도,평택시,청북읍,삼계리,연립/다세대,225900.0,4750.0
경기도,평택시,청북읍,옥길리,아파트,782400.0,23560.0
경기도,평택시,청북읍,현곡리,연립/다세대,478100.0,4000.0
경기도,평택시,칠괴동,,아파트,1248000.0,26708.0
경기도,평택시,칠원동,,아파트,1132200.0,29746.0
경기도,평택시,칠원동,,연립/다세대,734600.0,4000.0
경기도,평택시,통복동,,아파트,1289286.0,16023.0
경기도,평택시,통복동,,연립/다세대,1350000.0,9500.0
경기도,평택시,팽성읍,객사리,아파트,829300.0,8233.0
경기도,평택시,팽성읍,객사리,연립/다세대,787022.0,9526.0
경기도,평택시,팽성읍,근내리,연립/다세대,524800.0,26000.0
경기도,평택시,팽성읍,남산리,연립/다세대,531000.0,29000.0
경기도,평택시,팽성읍,대사리,연립/다세대,211017.0,53449.0
경기도,평택시,팽성읍,송화리,아파트,1088580.0,23724.0
경기도,평택시,팽성읍,송화리,연립/다세대,588271.0,21397.0
경기도,평택시,팽성읍,신호리,연립/다세대,353000.0,41200.0
경기도,평택시,팽성읍,안정리,아파트,1273820.0,16437.0
경기도,평택시,팽성읍,안정리,연립/다세대,1088860.0,5283.0
경기도,평택시,팽성읍,평궁리,아파트,345300.0,6517.0
경기도,평택시,평택동,,아파트,2346300.0,13372.0
경기도,평택시,평택동,,연립/다세대,1052000.0,10400.0
경기도,평택시,포승읍,내기리,아파트,493250.0,16558.0
경기도,평택시,포승읍,도곡리,아파트,1509690.0,10801.0
경기도,평택시,포승읍,도곡리,연립/다세대,301660.0,5330.0
경기도,평택시,포승읍,만호리,아파트,1021550.0,7815.0
경기도,평택시,포승읍,만호리,연립/다세대,751900.0,6833.0
경기도,평택시,포승읍,방림리,아파트,487800.0,17520.0
경기도,평택시,포승읍,석정리,아파트,194500.0,6819.0
경기도,평택시,포승읍,석정리,연립/다세대,306950.0,9662.0
경기도,평택시,포승읍,원정리,연립/다세대,359667.0,9633.0
경기도,평택시,합정동,,아파트,1583636.0,17310.0
경기도,평택시,합정동,,연립/다세대,1355800.0,14166.0
경기도,평택시,현덕면,권관리,아파트,423450.0,7958.0
경기도,평택시,현덕면,도대리,연립/다세대,467200.0,15500.0
경기도,평택시,현덕면,인광리,아파트,581600.0,8250.0
경기도,평택시,현덕면,인광리,연립/다세대,455700.0,4207.0
경기도,포천시,가산면,감암리,연립/다세대,356600.0,5700.0
경기도,포천시,가산면,마산리,아파트,393500.0,15067.0
경기도,포천시,가산면,마산리,연립/다세대,318612.0,11818.0
경기도,포천시,가산면,방축리,연립/다세대,235900.0,6150.0
경기도,포천시,관인면,초과리,연립/다세대,98300.0,2500.0
경기도,포천시,관인면,탄동리,연립/다세대,98567.0,1939.0
경기도,포천시,군내면,구읍리,아파트,618267.0,29939.0
경기도,포천시,군내면,구읍리,연립/다세대,337150.0,8590.0
경기도,포천시,군내면,용정리,아파트,399600.0,22350.0
경기도,포천시,군내면,직두리,연립/다세대,187600.0,7540.0
경기도,포천시,군내면,하성북리,연립/다세대,439650.0,8300.0
경기도,포천시,내촌면,내리,연립/다세대,301950.0,11346.0
경기도,포천시,선단동,,아파트,347800.0,18021.0
경기도,포천시,선단동,,연립/다세대,389340.0,10694.0
경기도,포천시,설운동,,연립/다세대,207580.0,15100.0
경기도,포천시,소흘읍,송우리,아파트,1224462.0,18532.0
경기도,포천시,소흘읍,송우리,연립/다세대,861000.0,8900.0
경기도,포천시,소흘읍,이가팔리,연립/다세대,273329.0,5071.0
경기도,포천시,소흘읍,이곡리,연립/다세대,293300.0,28750.0
경기도,포천시,소흘읍,이동교리,아파트,954100.0,15108.0
경기도,포천시,소흘읍,이동교리,연립/다세대,313463.0,12238.0
경기도,포천시,소흘읍,직동리,연립/다세대,273500.0,9875.0
경기도,포천시,소흘읍,초가팔리,아파트,789100.0,10736.0
경기도,포천시,소흘읍,초가팔리,연립/다세대,287350.0,10000.0
경기도,포천시,신북면,가채리,아파트,325267.0,5735.0
경기도,포천시,신북면,가채리,연립/다세대,412425.0,8831.0
경기도,포천시,신북면,계류리,아파트,135400.0,5075.0
경기도,포천시,신북면,기지리,아파트,312867.0,7023.0
경기도,포천시,신북면,기지리,연립/다세대,128300.0,4500.0
경기도,포천시,신읍동,,아파트,668414.0,15403.0
경기도,포천시,신읍동,,연립/다세대,580300.0,9148.0
경기도,포천시,어룡동,,아파트,619600.0,26200.0
경기도,포천시,어룡동,,연립/다세대,282631.0,13961.0
경기도,포천시,영북면,운천리,아파트,131450.0,4885.0
경기도,포천시,영북면,운천리,연립/다세대,223450.0,4524.0
경기도,포천시,영중면,성동리,연립/다세대,76700.0,3600.0
경기도,포천시,영중면,양문리,연립/다세대,165900.0,5298.0
경기도,포천시,이동면,노곡리,연립/다세대,77500.0,4167.0
경기도,포천시,이동면,장암리,연립/다세대,145300.0,2000.0
경기도,포천시,일동면,기산리,아파트,195467.0,12097.0
경기도,포천시,일동면,기산리,연립/다세대,228836.0,6634.0
경기도,하남시,감북동,,연립/다세대,2801370.0,48523.0
경기도,하남시,감이동,,아파트,5016545.0,98166.0
경기도,하남시,감이동,,연립/다세대,4183000.0,46500.0
경기도,하남시,감일동,,아파트,4790000.0,88846.0
경기도,하남시,감일동,,연립/다세대,2140700.0,54059.0
경기도,하남시,덕풍동,,아파트,3829074.0,59609.0
경기도,하남시,덕풍동,,연립/다세대,3066167.0,36317.0
경기도,하남시,망월동,,아파트,5029714.0,91625.0
경기도,하남시,미사동,,연립/다세대,2575500.0,25269.0
경기도,하남시,상산곡동,,연립/다세대,1607000.0,26100.0
경기도,하남시,선동,,아파트,4476500.0,101610.0
경기도,하남시,신장동,,아파트,4439579.0,60896.0
경기도,하남시,신장동,,연립/다세대,3142615.0,30254.0
경기도,하남시,창우동,,아파트,3846500.0,63598.0
경기도,하남시,초이동,,연립/다세대,2395000.0,31958.0
경기도,하남시,풍산동,,아파트,4263900.0,92769.0
경기도,하남시,하산곡동,,연립/다세대,1778000.0,23500.0
경기도,하남시,학암동,,아파트,5204818.0,133242.0
경기도,하남시,학암동,,연립/다세대,2987000.0,41500.0
경기도,화성시,금곡동,,연립/다세대,931200.0,13000.0
경기도,화성시,기산동,,아파트,2471250.0,41491.0
경기도,화성시,기안동,,아파트,1909875.0,29770.0
경기도,화성시,기안동,,연립/다세대,1054517.0,18995.0
경기도,화성시,남양읍,남양리,아파트,1031321.0,31258.0
경기도,화성시,남양읍,남양리,연립/다세대,723995.0,12587.0
경기도,화성시,남양읍,무송리,아파트,268400.0,17050.0
경기도,화성시,남양읍,송림리,연립/다세대,394500.0,3250.0
경기도,화성시,남양읍,신남리,아파트,909440.0,36704.0
경기도,화성시,남양읍,신남리,연립/다세대,406283.0,23875.0
경기도,화성시,남양읍,활초리,연립/다세대,283050.0,11500.0
경기도,화성시,능동,,아파트,2616000.0,46645.0
경기도,화성시,마도면,두곡리,아파트,602000.0,17400.0
경기도,화성시,마도면,두곡리,연립/다세대,484080.0,11557.0
경기도,화성시,마도면,석교리,연립/다세대,354000.0,11867.0
경기도,화성시,마도면,청원리,연립/다세대,762250.0,5862.0
경기도,화성시,매송면,야목리,연립/다세대,531900.0,14167.0
경기도,화성시,매송면,어천리,연립/다세대,505750.0,8000.0
경기도,화성시,매송면,원리,연립/다세대,564200.0,7000.0
경기도,화성시,매송면,원평리,연립/다세대,572045.0,13009.0
경기도,화성시,매송면,천천리,아파트,583000.0,13333.0
경기도,화성시,매송면,천천리,연립/다세대,645900.0,7332.0
경기도,화성시,목동,,아파트,2125222.0,58647.0
경기도,화성시,반송동,,아파트,4520212.0,63230.0
경기도,화성시,반송동,,연립/다세대,1748000.0,52018.0
경기도,화성시,반월동,,아파트,2466154.0,50974.0
경기도,화성시,반월동,,연립/다세대,992700.0,12000.0
경기도,화성시,반정동,,아파트,2337500.0,73909.0
경기도,화성시,배양동,,연립/다세대,492800.0,13800.0
경기도,화성시,병점동,,아파트,2297192.0,36263.0
경기도,화성시,병점동,,연립/다세대,1492157.0,12826.0
경기도,화성시,봉담읍,당하리,연립/다세대,290017.0,7047.0
경기도,화성시,봉담읍,동화리,아파트,1348057.0,34707.0
경기도,화성시,봉담읍,동화리,연립/다세대,788612.0,14023.0
경기도,화성시,봉담읍,상기리,연립/다세대,291900.0,9000.0
경기도,화성시,봉담읍,상리,아파트,1649350.0,34874.0
경기도,화성시,봉담읍,상리,연립/다세대,918412.0,13343.0
경기도,화성시,봉담읍,수기리,아파트,367400.0,20483.0
경기도,화성시,봉담읍,수영리,아파트,1313067.0,34584.0
경기도,화성시,봉담읍,수영리,연립/다세대,715050.0,7825.0
경기도,화성시,봉담읍,와우리,아파트,1426867.0,27450.0
경기도,화성시,봉담읍,와우리,연립/다세대,744800.0,13821.0
경기도,화성시,봉담읍,왕림리,연립/다세대,297725.0,9054.0
경기도,화성시,봉담읍,유리,아파트,544100.0,22007.0
경기도,화성시,봉담읍,하가등리,연립/다세대,254700.0,19000.0
경기도,화성시,비봉면,삼화리,연립/다세대,482583.0,21900.0
경기도,화성시,비봉면,양노리,아파트,652100.0,22781.0
경기도,화성시,비봉면,양노리,연립/다세대,542129.0,12079.0
경기도,화성시,비봉면,자안리,연립/다세대,292100.0,4850.0
경기도,화성시,산척동,,아파트,2280545.0,66712.0
경기도,화성시,새솔동,,아파트,1184250.0,54588.0
경기도,화성시,새솔동,,연립/다세대,1019000.0,56286.0
경기도,화성시,서신면,궁평리,연립/다세대,233800.0,19000.0
경기도,화성시,서신면,매화리,연립/다세대,400800.0,9125.0
경기도,화성시,서신면,상안리,연립/다세대,367344.0,13221.0
경기도,화성시,석우동,,아파트,2564500.0,65755.0
경기도,화성시,송동,,아파트,3069000.0,90122.0
경기도,화성시,송산동,,아파트,1580667.0,21531.0
경기도,화성시,송산동,,연립/다세대,873796.0,9628.0
경기도,화성시,송산면,봉가리,연립/다세대,315700.0,11625.0
경기도,화성시,송산면,사강리,아파트,697025.0,22257.0
경기도,화성시,송산면,사강리,연립/다세대,530858.0,11625.0
경기도,화성시,송산면,삼존리,연립/다세대,298733.0,19167.0
경기도,화성시,송산면,육일리,아파트,305800.0,21780.0
경기도,화성시,송산면,육일리,연립/다세대,273500.0,22000.0
경기도,화성시,안녕동,,아파트,1383700.0,31603.0
경기도,화성시,안녕동,,연립/다세대,593559.0,6881.0
경기도,화성시,양감면,대양리,연립/다세대,183600.0,10200.0
경기도,화성시,양감면,신왕리,연립/다세대,306200.0,6900.0
경기도,화성시,영천동,,아파트,3055562.0,65328.0
경기도,화성시,영천동,,연립/다세대,1650000.0,66933.0
경기도,화성시,오산동,,아파트,5290000.0,87957.0
경기도,화성시,오산동,,연립/다세대,1642250.0,91253.0
경기도,화성시,우정읍,매향리,연립/다세대,277500.0,4810.0
경기도,화성시,우정읍,원안리,연립/다세대,175000.0,11930.0
경기도,화성시,우정읍,이화리,연립/다세대,181700.0,4031.0
경기도,화성시,우정읍,조암리,아파트,732600.0,14890.0
경기도,화성시,우정읍,조암리,연립/다세대,621670.0,9495.0
경기도,화성시,우정읍,주곡리,연립/다세대,250500.0,12000.0
경기도,화성시,우정읍,호곡리,연립/다세대,201720.0,10065.0
경기도,화성시,우정읍,화산리,연립/다세대,186733.0,8733.0
경기도,화성시,우정읍,화수리,연립/다세대,150783.0,10500.0
경기도,화성시,장안면,사곡리,아파트,350067.0,8630.0
경기도,화성시,장안면,사곡리,연립/다세대,622300.0,4728.0
경기도,화성시,장안면,사랑리,연립/다세대,297400.0,11782.0
경기도,화성시,장안면,석포리,연립/다세대,185700.0,8425.0
경기도,화성시,장안면,어은리,아파트,567600.0,8700.0
경기도,화성시,장지동,,아파트,2084182.0,63646.0
경기도,화성시,장지동,,연립/다세대,1577000.0,75875.0
경기도,화성시,정남면,괘랑리,연립/다세대,484650.0,4431.0
경기도,화성시,정남면,덕절리,아파트,490400.0,20511.0
경기도,화성시,정남면,덕절리,연립/다세대,304850.0,3000.0
경기도,화성시,정남면,발산리,아파트,778200.0,11846.0
경기도,화성시,정남면,발산리,연립/다세대,277400.0,6000.0
경기도,화성시,정남면,신리,연립/다세대,313433.0,4100.0
경기도,화성시,정남면,용수리,연립/다세대,297300.0,3075.0
경기도,화성시,진안동,,아파트,1981143.0,30660.0
경기도,화성시,진안동,,연립/다세대,1496190.0,13475.0
경기도,화성시,청계동,,아파트,2923263.0,90067.0
경기도,화성시,팔탄면,가재리,아파트,348900.0,10888.0
경기도,화성시,팔탄면,가재리,연립/다세대,377650.0,4800.0
경기도,화성시,팔탄면,구장리,연립/다세대,356250.0,11743.0
경기도,화성시,향남읍,도이리,연립/다세대,414700.0,7000.0
경기도,화성시,향남읍,발안리,아파트,1181000.0,24102.0
경기도,화성시,향남읍,발안리,연립/다세대,835318.0,8779.0
경기도,화성시,향남읍,상신리,아파트,1079000.0,41881.0
경기도,화성시,향남읍,상신리,연립/다세대,628375.0,5224.0
경기도,화성시,향남읍,장짐리,아파트,691083.0,20821.0
경기도,화성시,향남읍,장짐리,연립/다세대,646010.0,8431.0
경기도,화성시,향남읍,제암리,연립/다세대,266100.0,2500.0
경기도,화성시,향남읍,평리,연립/다세대,863450.0,15245.0
경기도,화성시,향남읍,하길리,아파트,1124333.0,39505.0
경기도,화성시,향남읍,행정리,아파트,1372417.0,42077.0
경상남도,거제시,거제면,동상리,아파트,323600.0,5600.0
경상남도,거제시,거제면,동상리,연립/다세대,276300.0,2533.0
경상남도,거제시,거제면,서정리,아파트,372460.0,12260.0
경상남도,거제시,거제면,서정리,연립/다세대,305700.0,4350.0
경상남도,거제시,거제면,옥산리,아파트,203100.0,18229.0
경상남도,거제시,고현동,,아파트,925067.0,12727.0
경상남도,거제시,고현동,,연립/다세대,806482.0,7921.0
경상남도,거제시,능포동,,아파트,489560.0,7280.0
경상남도,거제시,능포동,,연립/다세대,406033.0,2383.0
경상남도,거제시,덕포동,,아파트,598825.0,18916.0
경상남도,거제시,덕포동,,연립/다세대,567600.0,6500.0
경상남도,거제시,동부면,산양리,연립/다세대,369200.0,3450.0
경상남도,거제시,둔덕면,학산리,아파트,145500.0,6000.0
경상남도,거제시,문동동,,아파트,855600.0,11512.0
경상남도,거제시,사등면,덕호리,아파트,281000.0,5700.0
경상남도,거제시,사등면,사곡리,아파트,261100.0,13034.0
경상남도,거제시,사등면,성포리,연립/다세대,227775.0,11900.0
경상남도,거제시,사등면,지석리,아파트,261900.0,6303.0
경상남도,거제시,사등면,창호리,연립/다세대,170000.0,10500.0
경상남도,거제시,상동동,,아파트,893568.0,14054.0
경상남도,거제시,상동동,,연립/다세대,945050.0,15432.0
경상남도,거제시,수월동,,아파트,701140.0,15875.0
경상남도,거제시,수월동,,연립/다세대,1055000.0,5975.0
경상남도,거제시,아주동,,아파트,762725.0,13237.0
경상남도,거제시,아주동,,연립/다세대,352220.0,5840.0
경상남도,거제시,양정동,,아파트,813243.0,21089.0
경상남도,거제시,양정동,,연립/다세대,653900.0,8650.0
경상남도,거제시,연초면,송정리,연립/다세대,300400.0,6333.0
경상남도,거제시,연초면,오비리,아파트,334200.0,7117.0
경상남도,거제시,연초면,오비리,연립/다세대,757600.0,2438.0
경상남도,거제시,연초면,죽토리,아파트,593967.0,14215.0
경상남도,거제시,연초면,죽토리,연립/다세대,374700.0,3425.0
경상남도,거제시,옥포동,,아파트,862400.0,9852.0
경상남도,거제시,옥포동,,연립/다세대,880571.0,4922.0
경상남도,거제시,일운면,소동리,아파트,411850.0,12086.0
경상남도,거제시,일운면,옥림리,연립/다세대,302800.0,15681.0
경상남도,거제시,일운면,지세포리,아파트,739725.0,16514.0
경상남도,거제시,장목면,외포리,연립/다세대,375200.0,30400.0
경상남도,거제시,장목면,장목리,연립/다세대,556300.0,9475.0
경상남도,거제시,장승포동,,아파트,437029.0,7696.0
경상남도,거제시,장승포동,,연립/다세대,444133.0,2533.0
경상남도,거제시,장평동,,아파트,1003905.0,11696.0
경상남도,거제시,장평동,,연립/다세대,722130.0,7567.0
경상남도,거제시,하청면,하청리,아파트,280000.0,4600.0
경상남도,거제시,하청면,하청리,연립/다세대,274400.0,3000.0
경상남도,거창군,가조면,마상리,아파트,214300.0,27000.0
경상남도,거창군,가조면,마상리,연립/다세대,145300.0,11000.0
경상남도,거창군,가조면,수월리,연립/다세대,150000.0,11900.0
경상남도,거창군,거창읍,가지리,아파트,236828.0,19959.0
경상남도,거창군,거창읍,김천리,아파트,490100.0,9972.0
경상남도,거창군,거창읍,김천리,연립/다세대,441500.0,10800.0
경상남도,거창군,거창읍,대동리,아파트,545375.0,14483.0
경상남도,거창군,거창읍,대동리,연립/다세대,396540.0,8240.0
경상남도,거창군,거창읍,대평리,아파트,508911.0,13427.0
경상남도,거창군,거창읍,대평리,연립/다세대,398300.0,9733.0
경상남도,거창군,거창읍,상림리,아파트,567583.0,19101.0
경상남도,거창군,거창읍,상림리,연립/다세대,443950.0,7783.0
경상남도,거창군,거창읍,송정리,아파트,456000.0,28222.0
경상남도,거창군,거창읍,송정리,연립/다세대,492800.0,13500.0
경상남도,거창군,거창읍,중앙리,아파트,546886.0,23273.0
경상남도,거창군,거창읍,중앙리,연립/다세대,367117.0,7515.0
경상남도,고성군,거류면,감서리,연립/다세대,116300.0,1786.0
경상남도,고성군,거류면,당동리,아파트,338233.0,6290.0
경상남도,고성군,거류면,송산리,연립/다세대,69400.0,5450.0
경상남도,고성군,거류면,신용리,연립/다세대,109650.0,7625.0
경상남도,고성군,거류면,용산리,연립/다세대,122800.0,3500.0
경상남도,고성군,고성읍,교사리,아파트,418583.0,13782.0
경상남도,고성군,고성읍,동외리,아파트,506190.0,13228.0
경상남도,고성군,고성읍,동외리,연립/다세대,426000.0,9217.0
경상남도,고성군,고성읍,무량리,연립/다세대,86000.0,3600.0
경상남도,고성군,고성읍,서외리,아파트,680386.0,14788.0
경상남도,고성군,고성읍,서외리,연립/다세대,868440.0,7008.0
경상남도,고성군,고성읍,성내리,연립/다세대,306500.0,5200.0
경상남도,고성군,고성읍,송학리,아파트,434275.0,19350.0
경상남도,고성군,고성읍,송학리,연립/다세대,418188.0,8700.0
경상남도,고성군,고성읍,수남리,아파트,506800.0,8301.0
경상남도,고성군,고성읍,수남리,연립/다세대,277573.0,10458.0
경상남도,고성군,상리면,척번정리,아파트,100400.0,3400.0
경상남도,고성군,하이면,덕호리,아파트,128900.0,3320.0
경상남도,고성군,하이면,덕호리,연립/다세대,138900.0,5000.0
경상남도,고성군,회화면,배둔리,아파트,295400.0,5629.0
경상남도,고성군,회화면,배둔리,연립/다세대,273600.0,10200.0
경상남도,김해시,관동동,,아파트,1129742.0,25196.0
경상남도,김해시,구산동,,아파트,952424.0,18747.0
경상남도,김해시,내덕동,,아파트,806400.0,20103.0
경상남도,김해시,내동,,아파트,1166015.0,25489.0
경상남도,김해시,내동,,연립/다세대,690536.0,6782.0
경상남도,김해시,대성동,,아파트,617000.0,9669.0
경상남도,김해시,대성동,,연립/다세대,730450.0,10612.0
경상남도,김해시,대청동,,아파트,1134778.0,20999.0
경상남도,김해시,동상동,,아파트,887178.0,16337.0
경상남도,김해시,동상동,,연립/다세대,656807.0,6596.0
경상남도,김해시,무계동,,아파트,860575.0,15708.0
경상남도,김해시,무계동,,연립/다세대,804900.0,6500.0
경상남도,김해시,봉황동,,아파트,958827.0,15279.0
경상남도,김해시,봉황동,,연립/다세대,695175.0,9153.0
경상남도,김해시,부곡동,,아파트,1157638.0,16989.0
경상남도,김해시,부원동,,아파트,1322156.0,17501.0
경상남도,김해시,부원동,,연립/다세대,848510.0,8262.0
경상남도,김해시,삼계동,,아파트,1123016.0,23288.0
경상남도,김해시,삼계동,,연립/다세대,953800.0,25312.0
경상남도,김해시,삼문동,,아파트,1015553.0,19029.0
경상남도,김해시,삼방동,,아파트,967191.0,12472.0
경상남도,김해시,삼방동,,연립/다세대,664272.0,6170.0
경상남도,김해시,삼정동,,아파트,919731.0,14049.0
경상남도,김해시,삼정동,,연립/다세대,809258.0,8157.0
경상남도,김해시,생림면,봉림리,아파트,252200.0,14200.0
경상남도,김해시,서상동,,아파트,809600.0,9112.0
경상남도,김해시,서상동,,연립/다세대,1001150.0,16350.0
경상남도,김해시,신문동,,아파트,935950.0,24640.0
경상남도,김해시,안동,,아파트,875133.0,11277.0
경상남도,김해시,어방동,,아파트,877906.0,12989.0
경상남도,김해시,어방동,,연립/다세대,803938.0,6954.0
경상남도,김해시,외동,,아파트,1065226.0,15089.0
경상남도,김해시,외동,,연립/다세대,813400.0,10362.0
경상남도,김해시,율하동,,아파트,1230375.0,36237.0
경상남도,김해시,장유동,,아파트,1059040.0,42959.0
경상남도,김해시,전하동,,아파트,820300.0,15689.0
경상남도,김해시,주촌면,선지리,아파트,887767.0,30957.0
경상남도,김해시,주촌면,원지리,연립/다세대,492200.0,6500.0
경상남도,김해시,주촌면,천곡리,아파트,876850.0,32404.0
경상남도,김해시,지내동,,아파트,833262.0,15064.0
경상남도,김해시,지내동,,연립/다세대,758700.0,5406.0
경상남도,김해시,진례면,송정리,아파트,352010.0,7250.0
경상남도,김해시,진례면,송정리,연립/다세대,488950.0,3900.0
