County,City,Town,Village,Housing_Type,Official_Land_Value,Actual_Land_Value
강원특별자치도,강릉시,견소동,,아파트,629050.0,22795.0
강원특별자치도,강릉시,교동,,아파트,498478.0,20659.0
강원특별자치도,강릉시,교동,,연립/다세대,365217.0,14333.0
강원특별자치도,강릉시,남문동,,아파트,546700.0,17100.0
강원특별자치도,강릉시,내곡동,,아파트,475427.0,14772.0
강원특별자치도,강릉시,내곡동,,연립/다세대,345800.0,7190.0
강원특별자치도,강릉시,노암동,,아파트,428438.0,11962.0
강원특별자치도,강릉시,노암동,,연립/다세대,319329.0,9409.0
강원특별자치도,강릉시,대전동,,연립/다세대,172500.0,29150.0
강원특별자치도,강릉시,사천면,사천진리,아파트,166100.0,14912.0
강원특별자치도,강릉시,사천면,사천진리,연립/다세대,335800.0,7900.0
강원특별자치도,강릉시,성남동,,아파트,1076000.0,14300.0
강원특별자치도,강릉시,성산면,산북리,연립/다세대,114900.0,23000.0
강원특별자치도,강릉시,송정동,,아파트,487180.0,30353.0
강원특별자치도,강릉시,송정동,,연립/다세대,409867.0,15119.0
강원특별자치도,강릉시,연곡면,영진리,아파트,364078.0,15336.0
강원특별자치도,강릉시,연곡면,영진리,연립/다세대,372800.0,13328.0
강원특별자치도,강릉시,옥계면,현내리,아파트,105900.0,4850.0
강원특별자치도,강릉시,옥계면,현내리,연립/다세대,106700.0,9508.0
강원특별자치도,강릉시,옥천동,,아파트,444450.0,14250.0
강원특별자치도,강릉시,옥천동,,연립/다세대,795000.0,5500.0
강원특별자치도,강릉시,유천동,,아파트,712700.0,49294.0
강원특별자치도,강릉시,유천동,,연립/다세대,322600.0,45312.0
강원특별자치도,강릉시,입암동,,아파트,481587.0,14409.0
강원특별자치도,강릉시,입암동,,연립/다세대,405800.0,18200.0
강원특별자치도,강릉시,저동,,아파트,510100.0,28358.0
강원특별자치도,강릉시,주문진읍,교항리,아파트,316666.0,12379.0
강원특별자치도,강릉시,주문진읍,교항리,연립/다세대,303344.0,8890.0
강원특별자치도,강릉시,주문진읍,주문리,아파트,413486.0,16969.0
강원특별자치도,강릉시,주문진읍,주문리,연립/다세대,200167.0,11513.0
강원특별자치도,강릉시,죽헌동,,연립/다세대,150400.0,17500.0
강원특별자치도,강릉시,지변동,,아파트,226300.0,7640.0
강원특별자치도,강릉시,지변동,,연립/다세대,645600.0,39500.0
강원특별자치도,강릉시,초당동,,아파트,481256.0,15266.0
강원특별자치도,강릉시,포남동,,아파트,507209.0,12879.0
강원특별자치도,강릉시,포남동,,연립/다세대,448712.0,10430.0
강원특별자치도,강릉시,홍제동,,아파트,604522.0,23821.0
강원특별자치도,강릉시,홍제동,,연립/다세대,319940.0,12562.0
강원특별자치도,강릉시,회산동,,아파트,442200.0,31716.0
강원특별자치도,고성군,간성읍,상리,아파트,276167.0,9568.0
강원특별자치도,고성군,간성읍,신안리,아파트,243550.0,18918.0
강원특별자치도,고성군,간성읍,신안리,연립/다세대,230000.0,5900.0
강원특별자치도,고성군,거진읍,거진리,아파트,207350.0,12894.0
강원특별자치도,고성군,거진읍,거진리,연립/다세대,138900.0,17250.0
강원특별자치도,고성군,거진읍,반암리,연립/다세대,196800.0,14000.0
강원특별자치도,고성군,거진읍,송포리,아파트,170000.0,29808.0
강원특별자치도,고성군,죽왕면,문암진리,연립/다세대,247600.0,16000.0
강원특별자치도,고성군,죽왕면,삼포리,연립/다세대,48500.0,3850.0
강원특별자치도,고성군,토성면,봉포리,아파트,237500.0,25381.0
강원특별자치도,고성군,토성면,천진리,아파트,210900.0,29516.0
강원특별자치도,고성군,토성면,청간리,아파트,370600.0,16212.0
강원특별자치도,동해시,구미동,,아파트,323400.0,6721.0
강원특별자치도,동해시,구미동,,연립/다세대,242500.0,5989.0
강원특별자치도,동해시,귀운동,,연립/다세대,34101.0,1400.0
강원특별자치도,동해시,단봉동,,아파트,163400.0,6325.0
강원특별자치도,동해시,대진동,,아파트,350400.0,17425.0
강원특별자치도,동해시,동회동,,아파트,245101.0,14974.0
강원특별자치도,동해시,묵호진동,,아파트,124750.0,6025.0
강원특별자치도,동해시,묵호진동,,연립/다세대,569300.0,6300.0
강원특별자치도,동해시,발한동,,아파트,171700.0,8738.0
강원특별자치도,동해시,발한동,,연립/다세대,170549.0,4628.0
강원특별자치도,동해시,부곡동,,아파트,185769.0,7177.0
강원특별자치도,동해시,부곡동,,연립/다세대,186208.0,6019.0
강원특별자치도,동해시,북평동,,아파트,260825.0,11658.0
강원특별자치도,동해시,북평동,,연립/다세대,269200.0,8800.0
강원특별자치도,동해시,송정동,,아파트,460500.0,10500.0
강원특별자치도,동해시,쇄운동,,아파트,203825.0,8082.0
강원특별자치도,동해시,쇄운동,,연립/다세대,227700.0,5125.0
강원특별자치도,동해시,용정동,,아파트,209600.0,7025.0
강원특별자치도,동해시,용정동,,연립/다세대,206750.0,10983.0
강원특별자치도,동해시,이도동,,아파트,281233.0,14447.0
강원특별자치도,동해시,이도동,,연립/다세대,154000.0,6000.0
강원특별자치도,동해시,이로동,,아파트,86500.0,3413.0
강원특별자치도,동해시,이로동,,연립/다세대,79600.0,2775.0
강원특별자치도,동해시,천곡동,,아파트,416536.0,13009.0
강원특별자치도,동해시,천곡동,,연립/다세대,331211.0,6306.0
강원특별자치도,동해시,평릉동,,아파트,393480.0,24447.0
강원특별자치도,동해시,효가동,,아파트,211880.0,10435.0
강원특별자치도,삼척시,갈천동,,아파트,365800.0,17144.0
강원특별자치도,삼척시,건지동,,아파트,292000.0,21888.0
강원특별자치도,삼척시,교동,,아파트,417710.0,14057.0
강원특별자치도,삼척시,교동,,연립/다세대,288800.0,26500.0
강원특별자치도,삼척시,근덕면,교가리,아파트,127900.0,5150.0
강원특별자치도,삼척시,근덕면,장호리,연립/다세대,340800.0,8000.0
강원특별자치도,삼척시,남양동,,아파트,462204.0,9071.0
강원특별자치도,삼척시,남양동,,연립/다세대,689927.0,5450.0
강원특별자치도,삼척시,당저동,,아파트,784500.0,8400.0
강원특별자치도,삼척시,당저동,,연립/다세대,380317.0,6775.0
강원특별자치도,삼척시,도계읍,늑구리,연립/다세대,17746.0,2000.0
강원특별자치도,삼척시,도계읍,도계리,아파트,97300.0,8506.0
강원특별자치도,삼척시,도계읍,도계리,연립/다세대,89200.0,3155.0
강원특별자치도,삼척시,마달동,,아파트,154833.0,9525.0
강원특별자치도,삼척시,마달동,,연립/다세대,146100.0,2367.0
강원특별자치도,삼척시,사직동,,아파트,206400.0,6007.0
강원특별자치도,삼척시,성남동,,연립/다세대,231800.0,8400.0
강원특별자치도,삼척시,성내동,,연립/다세대,289100.0,5700.0
강원특별자치도,삼척시,성북동,,아파트,253900.0,5100.0
강원특별자치도,삼척시,원당동,,아파트,322350.0,11383.0
강원특별자치도,삼척시,원덕읍,월천리,연립/다세대,51700.0,4000.0
강원특별자치도,삼척시,원덕읍,임원리,아파트,139850.0,4000.0
강원특별자치도,삼척시,원덕읍,임원리,연립/다세대,176950.0,5200.0
강원특별자치도,삼척시,원덕읍,호산리,아파트,196200.0,13800.0
강원특별자치도,삼척시,원덕읍,호산리,연립/다세대,230100.0,12800.0
강원특별자치도,삼척시,정상동,,아파트,357979.0,9643.0
강원특별자치도,삼척시,정상동,,연립/다세대,374167.0,9317.0
강원특별자치도,삼척시,정하동,,연립/다세대,512700.0,8200.0
강원특별자치도,속초시,교동,,아파트,592032.0,15840.0
강원특별자치도,속초시,교동,,연립/다세대,412923.0,8510.0
강원특별자치도,속초시,금호동,,아파트,478433.0,24751.0
강원특별자치도,속초시,금호동,,연립/다세대,345050.0,7550.0
강원특별자치도,속초시,노학동,,연립/다세대,267450.0,23435.0
강원특별자치도,속초시,대포동,,연립/다세대,221400.0,9000.0
강원특별자치도,속초시,동명동,,아파트,598317.0,30582.0
강원특별자치도,속초시,동명동,,연립/다세대,418400.0,5500.0
강원특별자치도,속초시,설악동,,아파트,241000.0,4100.0
강원특별자치도,속초시,설악동,,연립/다세대,220433.0,9406.0
강원특별자치도,속초시,영랑동,,아파트,376620.0,14774.0
강원특별자치도,속초시,영랑동,,연립/다세대,409750.0,12250.0
강원특별자치도,속초시,장사동,,아파트,392150.0,22625.0
강원특별자치도,속초시,장사동,,연립/다세대,320840.0,38523.0
강원특별자치도,속초시,조양동,,아파트,611500.0,24420.0
강원특별자치도,속초시,조양동,,연립/다세대,465333.0,13979.0
강원특별자치도,속초시,중앙동,,아파트,1623000.0,47378.0
강원특별자치도,속초시,청학동,,아파트,491750.0,10025.0
강원특별자치도,속초시,청호동,,아파트,531500.0,37131.0
강원특별자치도,양구군,양구읍,상리,아파트,287650.0,18224.0
강원특별자치도,양구군,양구읍,상리,연립/다세대,196938.0,8865.0
강원특별자치도,양구군,양구읍,정림리,아파트,133450.0,13599.0
강원특별자치도,양구군,양구읍,정림리,연립/다세대,227650.0,12850.0
강원특별자치도,양구군,양구읍,중리,아파트,233400.0,9075.0
강원특별자치도,양구군,양구읍,하리,연립/다세대,192700.0,8000.0
강원특별자치도,양양군,강현면,강선리,아파트,294900.0,28467.0
강원특별자치도,양양군,강현면,상복리,연립/다세대,57800.0,3300.0
강원특별자치도,양양군,강현면,정암리,아파트,99100.0,21270.0
강원특별자치도,양양군,손양면,하왕도리,아파트,82500.0,7863.0
강원특별자치도,양양군,양양읍,거마리,아파트,37260.0,3750.0
강원특별자치도,양양군,양양읍,구교리,아파트,288925.0,12390.0
강원특별자치도,양양군,양양읍,구교리,연립/다세대,339280.0,14157.0
강원특별자치도,양양군,양양읍,남문리,연립/다세대,517567.0,8859.0
강원특별자치도,양양군,양양읍,내곡리,아파트,264367.0,24677.0
강원특별자치도,양양군,양양읍,서문리,아파트,245800.0,18494.0
강원특별자치도,양양군,양양읍,서문리,연립/다세대,254800.0,7500.0
강원특별자치도,양양군,양양읍,성내리,아파트,285700.0,13700.0
강원특별자치도,양양군,양양읍,송암리,아파트,291500.0,16433.0
강원특별자치도,양양군,양양읍,연창리,아파트,276400.0,30533.0
강원특별자치도,양양군,양양읍,월리,아파트,206000.0,9775.0
강원특별자치도,양양군,양양읍,조산리,연립/다세대,245100.0,3433.0
강원특별자치도,양양군,양양읍,청곡리,아파트,110500.0,6925.0
강원특별자치도,양양군,현남면,광진리,아파트,138700.0,8804.0
강원특별자치도,양양군,현남면,남애리,아파트,282400.0,19500.0
강원특별자치도,양양군,현남면,남애리,연립/다세대,375800.0,5000.0
강원특별자치도,양양군,현북면,기사문리,아파트,116900.0,8660.0
강원특별자치도,양양군,현북면,중광정리,아파트,133100.0,17397.0
강원특별자치도,양양군,현북면,하광정리,연립/다세대,251570.0,21000.0
강원특별자치도,영월군,상동읍,내덕리,연립/다세대,19536.0,3267.0
강원특별자치도,영월군,영월읍,덕포리,아파트,218650.0,14075.0
강원특별자치도,영월군,영월읍,덕포리,연립/다세대,132189.0,6848.0
강원특별자치도,영월군,영월읍,방절리,아파트,93200.0,3481.0
강원특별자치도,영월군,영월읍,영흥리,아파트,346512.0,10615.0
강원특별자치도,영월군,영월읍,영흥리,연립/다세대,266211.0,7758.0
강원특별자치도,영월군,영월읍,팔괴리,연립/다세대,91700.0,8500.0
강원특별자치도,영월군,영월읍,하송리,아파트,443300.0,14701.0
강원특별자치도,영월군,영월읍,하송리,연립/다세대,306322.0,6406.0
강원특별자치도,영월군,주천면,주천리,아파트,174200.0,11650.0
강원특별자치도,영월군,주천면,주천리,연립/다세대,159200.0,7650.0
강원특별자치도,영월군,한반도면,신천리,아파트,58700.0,3566.0
강원특별자치도,원주시,개운동,,아파트,657722.0,15566.0
강원특별자치도,원주시,개운동,,연립/다세대,520500.0,9850.0
강원특별자치도,원주시,관설동,,아파트,779100.0,15192.0
강원특별자치도,원주시,귀래면,운남리,연립/다세대,140200.0,8000.0
강원특별자치도,원주시,단계동,,아파트,959791.0,18579.0
강원특별자치도,원주시,단계동,,연립/다세대,698500.0,6500.0
강원특별자치도,원주시,단구동,,아파트,888738.0,17734.0
강원특별자치도,원주시,단구동,,연립/다세대,554933.0,5500.0
강원특별자치도,원주시,명륜동,,아파트,832535.0,17284.0
강원특별자치도,원주시,명륜동,,연립/다세대,535600.0,7050.0
강원특별자치도,원주시,무실동,,아파트,978667.0,35057.0
강원특별자치도,원주시,무실동,,연립/다세대,3245000.0,10950.0
강원특별자치도,원주시,문막읍,건등리,아파트,582550.0,12335.0
강원특별자치도,원주시,문막읍,건등리,연립/다세대,238133.0,13056.0
강원특별자치도,원주시,문막읍,동화리,아파트,566217.0,8764.0
강원특별자치도,원주시,문막읍,반계리,아파트,144000.0,6600.0
강원특별자치도,원주시,문막읍,포진리,아파트,222450.0,4415.0
강원특별자치도,원주시,반곡동,,아파트,760443.0,32905.0
강원특별자치도,원주시,봉산동,,아파트,777775.0,14817.0
강원특별자치도,원주시,봉산동,,연립/다세대,389800.0,6500.0
강원특별자치도,원주시,소초면,장양리,아파트,228567.0,4951.0
강원특별자치도,원주시,소초면,장양리,연립/다세대,341700.0,3641.0
강원특별자치도,원주시,신림면,신림리,연립/다세대,130200.0,4230.0
강원특별자치도,원주시,우산동,,아파트,837286.0,15509.0
강원특별자치도,원주시,우산동,,연립/다세대,454875.0,5672.0
강원특별자치도,원주시,원동,,아파트,756450.0,10286.0
강원특별자치도,원주시,일산동,,아파트,937217.0,17018.0
강원특별자치도,원주시,일산동,,연립/다세대,434050.0,11550.0
강원특별자치도,원주시,중앙동,,아파트,2078000.0,8500.0
강원특별자치도,원주시,지정면,가곡리,아파트,758038.0,28567.0
강원특별자치도,원주시,지정면,월송리,연립/다세대,99900.0,12500.0
강원특별자치도,원주시,태장동,,아파트,650596.0,11952.0
강원특별자치도,원주시,태장동,,연립/다세대,389390.0,6888.0
강원특별자치도,원주시,판부면,서곡리,아파트,686367.0,25425.0
강원특별자치도,원주시,학성동,,아파트,580283.0,10240.0
강원특별자치도,원주시,학성동,,연립/다세대,554150.0,5225.0
강원특별자치도,원주시,행구동,,아파트,636120.0,23116.0
강원특별자치도,원주시,호저면,만종리,아파트,258400.0,6208.0
강원특별자치도,원주시,흥업면,매지리,아파트,747600.0,6565.0
강원특별자치도,원주시,흥업면,매지리,연립/다세대,119150.0,1500.0
강원특별자치도,원주시,흥업면,사제리,아파트,164400.0,3004.0
강원특별자치도,원주시,흥업면,흥업리,아파트,485350.0,14780.0
강원특별자치도,인제군,기린면,현리,연립/다세대,95780.0,10760.0
강원특별자치도,인제군,남면,신남리,아파트,142200.0,4762.0
강원특별자치도,인제군,남면,신남리,연립/다세대,115750.0,9092.0
강원특별자치도,인제군,북면,용대리,연립/다세대,75700.0,3200.0
강원특별자치도,인제군,북면,원통리,아파트,134480.0,7935.0
강원특별자치도,인제군,북면,원통리,연립/다세대,157390.0,8342.0
강원특별자치도,인제군,상남면,하남리,연립/다세대,67900.0,6500.0
강원특별자치도,인제군,서화면,천도리,아파트,53300.0,5800.0
강원특별자치도,인제군,인제읍,남북리,아파트,191150.0,24458.0
강원특별자치도,인제군,인제읍,남북리,연립/다세대,151600.0,3625.0
강원특별자치도,인제군,인제읍,덕산리,아파트,78700.0,9400.0
강원특별자치도,인제군,인제읍,상동리,아파트,196400.0,13695.0
강원특별자치도,인제군,인제읍,상동리,연립/다세대,209450.0,8288.0
강원특별자치도,인제군,인제읍,합강리,아파트,196900.0,29789.0
강원특별자치도,인제군,인제읍,합강리,연립/다세대,156400.0,13783.0
강원특별자치도,정선군,고한읍,고한리,아파트,375850.0,12329.0
강원특별자치도,정선군,고한읍,고한리,연립/다세대,357900.0,12000.0
강원특별자치도,정선군,남면,무릉리,아파트,129474.0,2974.0
강원특별자치도,정선군,남면,무릉리,연립/다세대,204767.0,2667.0
강원특별자치도,정선군,남면,문곡리,아파트,86600.0,11404.0
강원특별자치도,정선군,남면,문곡리,연립/다세대,55400.0,2000.0
강원특별자치도,정선군,사북읍,사북리,아파트,248571.0,6704.0
강원특별자치도,정선군,신동읍,예미리,연립/다세대,60700.0,6000.0
강원특별자치도,정선군,신동읍,조동리,아파트,48300.0,1967.0
강원특별자치도,정선군,신동읍,조동리,연립/다세대,28050.0,2500.0
강원특별자치도,정선군,여량면,구절리,연립/다세대,21700.0,2467.0
강원특별자치도,정선군,여량면,여량리,아파트,98200.0,5200.0
강원특별자치도,정선군,여량면,여량리,연립/다세대,92400.0,8500.0
강원특별자치도,정선군,임계면,봉산리,아파트,94300.0,5817.0
강원특별자치도,정선군,임계면,송계리,연립/다세대,126800.0,5075.0
강원특별자치도,정선군,정선읍,봉양리,아파트,185000.0,9925.0
강원특별자치도,정선군,정선읍,봉양리,연립/다세대,300400.0,13267.0
강원특별자치도,정선군,정선읍,북실리,아파트,188986.0,16461.0
강원특별자치도,정선군,정선읍,애산리,아파트,133800.0,20800.0
강원특별자치도,정선군,정선읍,애산리,연립/다세대,130650.0,20330.0
강원특별자치도,철원군,갈말읍,군탄리,아파트,284700.0,11118.0
강원특별자치도,철원군,갈말읍,군탄리,연립/다세대,180300.0,1667.0
강원특별자치도,철원군,갈말읍,문혜리,연립/다세대,86033.0,3746.0
강원특별자치도,철원군,갈말읍,신철원리,아파트,180850.0,4775.0
강원특별자치도,철원군,갈말읍,신철원리,연립/다세대,183950.0,10278.0
강원특별자치도,철원군,갈말읍,지경리,연립/다세대,75400.0,2700.0
강원특별자치도,철원군,갈말읍,지포리,아파트,279300.0,14700.0
강원특별자치도,철원군,갈말읍,지포리,연립/다세대,202172.0,10734.0
강원특별자치도,철원군,동송읍,오덕리,아파트,65600.0,3393.0
강원특별자치도,철원군,동송읍,이평리,아파트,249425.0,15649.0
강원특별자치도,철원군,동송읍,이평리,연립/다세대,164622.0,7214.0
강원특별자치도,철원군,서면,와수리,아파트,128400.0,9367.0
강원특별자치도,철원군,서면,와수리,연립/다세대,156240.0,10520.0
강원특별자치도,철원군,서면,자등리,연립/다세대,76400.0,3450.0
강원특별자치도,철원군,철원읍,화지리,아파트,169100.0,13472.0
강원특별자치도,철원군,철원읍,화지리,연립/다세대,145475.0,3944.0
강원특별자치도,춘천시,교동,,연립/다세대,500867.0,7900.0
강원특별자치도,춘천시,근화동,,아파트,781450.0,25862.0
강원특별자치도,춘천시,근화동,,연립/다세대,735171.0,8786.0
강원특별자치도,춘천시,낙원동,,연립/다세대,531000.0,4250.0
강원특별자치도,춘천시,남산면,창촌리,아파트,108665.0,2967.0
강원특별자치도,춘천시,남산면,창촌리,연립/다세대,125285.0,9150.0
강원특별자치도,춘천시,동내면,거두리,아파트,746383.0,27600.0
강원특별자치도,춘천시,동내면,신촌리,아파트,309400.0,13250.0
강원특별자치도,춘천시,동내면,학곡리,아파트,504400.0,26535.0
강원특별자치도,춘천시,동내면,학곡리,연립/다세대,354183.0,6700.0
강원특별자치도,춘천시,동면,만천리,아파트,734000.0,27160.0
강원특별자치도,춘천시,동면,만천리,연립/다세대,230100.0,12000.0
강원특별자치도,춘천시,동면,장학리,아파트,822475.0,34271.0
강원특별자치도,춘천시,동면,지내리,아파트,204700.0,7780.0
강원특별자치도,춘천시,동면,지내리,연립/다세대,193100.0,10500.0
강원특별자치도,춘천시,사농동,,아파트,584475.0,24378.0
강원특별자치도,춘천시,삼천동,,아파트,776200.0,48115.0
강원특별자치도,춘천시,석사동,,아파트,791286.0,20880.0
강원특별자치도,춘천시,석사동,,연립/다세대,531600.0,12585.0
강원특별자치도,춘천시,소양로2가,,아파트,837367.0,22912.0
강원특별자치도,춘천시,신동면,증리,연립/다세대,279800.0,5300.0
강원특별자치도,춘천시,신북읍,천전리,아파트,234300.0,8891.0
강원특별자치도,춘천시,신북읍,천전리,연립/다세대,236600.0,7000.0
강원특별자치도,춘천시,약사동,,아파트,808600.0,39587.0
강원특별자치도,춘천시,약사동,,연립/다세대,672700.0,14900.0
강원특별자치도,춘천시,옥천동,,연립/다세대,467700.0,11475.0
강원특별자치도,춘천시,온의동,,아파트,1185433.0,34381.0
강원특별자치도,춘천시,온의동,,연립/다세대,752400.0,16000.0
강원특별자치도,춘천시,요선동,,아파트,793300.0,29572.0
강원특별자치도,춘천시,우두동,,아파트,614583.0,28870.0
강원특별자치도,춘천시,운교동,,아파트,1433000.0,9375.0
강원특별자치도,춘천시,운교동,,연립/다세대,728600.0,8900.0
강원특별자치도,춘천시,조양동,,아파트,2269000.0,17120.0
강원특별자치도,춘천시,죽림동,,아파트,986700.0,17800.0
강원특별자치도,춘천시,죽림동,,연립/다세대,595600.0,4714.0
강원특별자치도,춘천시,칠전동,,아파트,692767.0,17389.0
강원특별자치도,춘천시,퇴계동,,아파트,803039.0,27264.0
강원특별자치도,춘천시,퇴계동,,연립/다세대,449900.0,6100.0
강원특별자치도,춘천시,효자동,,아파트,718322.0,16820.0
강원특별자치도,춘천시,효자동,,연립/다세대,664200.0,9530.0
강원특별자치도,춘천시,후평동,,아파트,686050.0,15567.0
강원특별자치도,춘천시,후평동,,연립/다세대,646800.0,8785.0
강원특별자치도,태백시,동점동,,아파트,24501.0,1817.0
강원특별자치도,태백시,문곡동,,아파트,161700.0,11925.0
강원특별자치도,태백시,문곡동,,연립/다세대,86933.0,3701.0
강원특별자치도,태백시,소도동,,아파트,110486.0,3506.0
강원특별자치도,태백시,소도동,,연립/다세대,138150.0,10350.0
강원특별자치도,태백시,장성동,,아파트,92700.0,12408.0
강원특별자치도,태백시,장성동,,연립/다세대,59430.0,2883.0
강원특별자치도,태백시,철암동,,아파트,19600.0,4000.0
강원특별자치도,태백시,철암동,,연립/다세대,89100.0,1650.0
강원특별자치도,태백시,통동,,연립/다세대,69940.0,2677.0
강원특별자치도,태백시,화전동,,아파트,167175.0,7667.0
강원특별자치도,태백시,황지동,,아파트,258974.0,9537.0
강원특별자치도,태백시,황지동,,연립/다세대,242808.0,5504.0
강원특별자치도,평창군,대관령면,수하리,아파트,238200.0,37368.0
강원특별자치도,평창군,대관령면,수하리,연립/다세대,257400.0,22054.0
강원특별자치도,평창군,대관령면,용산리,아파트,261800.0,18688.0
강원특별자치도,평창군,대관령면,용산리,연립/다세대,239625.0,17655.0
강원특별자치도,평창군,대관령면,차항리,아파트,93800.0,6171.0
강원특별자치도,평창군,대관령면,횡계리,아파트,362700.0,13179.0
강원특별자치도,평창군,대관령면,횡계리,연립/다세대,255728.0,8642.0
강원특별자치도,평창군,대화면,대화리,아파트,215100.0,13367.0
강원특별자치도,평창군,대화면,대화리,연립/다세대,151733.0,9767.0
강원특별자치도,평창군,미탄면,창리,아파트,33700.0,4367.0
강원특별자치도,평창군,미탄면,창리,연립/다세대,114900.0,16000.0
강원특별자치도,평창군,미탄면,한탄리,연립/다세대,40200.0,1600.0
강원특별자치도,평창군,봉평면,면온리,연립/다세대,89360.0,4244.0
강원특별자치도,평창군,봉평면,무이리,아파트,259660.0,9803.0
강원특별자치도,평창군,봉평면,무이리,연립/다세대,242975.0,8005.0
강원특별자치도,평창군,봉평면,진조리,연립/다세대,69388.0,5120.0
강원특별자치도,평창군,봉평면,창동리,아파트,170150.0,12850.0
강원특별자치도,평창군,봉평면,창동리,연립/다세대,151500.0,19400.0
강원특별자치도,평창군,봉평면,평촌리,연립/다세대,68600.0,6825.0
강원특별자치도,평창군,봉평면,흥정리,연립/다세대,103200.0,5638.0
강원특별자치도,평창군,용평면,용전리,연립/다세대,76950.0,6862.0
강원특별자치도,평창군,진부면,상진부리,연립/다세대,175600.0,4700.0
강원특별자치도,평창군,진부면,송정리,아파트,285300.0,7168.0
강원특별자치도,평창군,진부면,하진부리,아파트,396400.0,20078.0
강원특별자치도,평창군,진부면,하진부리,연립/다세대,400557.0,13840.0
강원특별자치도,평창군,평창읍,종부리,아파트,126000.0,8800.0
강원특별자치도,평창군,평창읍,종부리,연립/다세대,146300.0,9692.0
강원특별자치도,평창군,평창읍,중리,아파트,252917.0,14907.0
강원특별자치도,평창군,평창읍,중리,연립/다세대,213650.0,24500.0
강원특별자치도,평창군,평창읍,하리,아파트,302733.0,17200.0
강원특별자치도,평창군,평창읍,하리,연립/다세대,462625.0,7688.0
강원특별자치도,홍천군,남면,시동리,연립/다세대,50100.0,4000.0
강원특별자치도,홍천군,남면,양덕원리,아파트,168000.0,8000.0
강원특별자치도,홍천군,남면,양덕원리,연립/다세대,134757.0,12250.0
강원특별자치도,홍천군,내면,창촌리,아파트,86300.0,16000.0
강원특별자치도,홍천군,내면,창촌리,연립/다세대,80600.0,3300.0
강원특별자치도,홍천군,북방면,상화계리,연립/다세대,161950.0,8050.0
강원특별자치도,홍천군,북방면,하화계리,연립/다세대,121765.0,16858.0
강원특별자치도,홍천군,서면,모곡리,연립/다세대,192500.0,8200.0
강원특별자치도,홍천군,서석면,검산리,연립/다세대,56933.0,4672.0
강원특별자치도,홍천군,서석면,풍암리,연립/다세대,119500.0,9950.0
강원특별자치도,홍천군,홍천읍,갈마곡리,아파트,409200.0,17374.0
강원특별자치도,홍천군,홍천읍,갈마곡리,연립/다세대,335887.0,10775.0
강원특별자치도,홍천군,홍천읍,검율리,연립/다세대,162000.0,4200.0
강원특별자치도,홍천군,홍천읍,신장대리,연립/다세대,970967.0,7400.0
강원특별자치도,홍천군,홍천읍,연봉리,아파트,327757.0,14965.0
강원특별자치도,홍천군,홍천읍,연봉리,연립/다세대,335460.0,12930.0
강원특별자치도,홍천군,홍천읍,진리,아파트,467050.0,15000.0
강원특별자치도,홍천군,홍천읍,진리,연립/다세대,530350.0,11938.0
강원특별자치도,홍천군,홍천읍,하오안리,아파트,69300.0,5562.0
강원특별자치도,홍천군,홍천읍,하오안리,연립/다세대,68300.0,6500.0
강원특별자치도,홍천군,홍천읍,희망리,아파트,355326.0,11893.0
강원특별자치도,홍천군,홍천읍,희망리,연립/다세대,354679.0,8961.0
강원특별자치도,화천군,사내면,사창리,아파트,92200.0,5983.0
강원특별자치도,화천군,사내면,사창리,연립/다세대,110550.0,7000.0
강원특별자치도,화천군,하남면,용암리,아파트,85100.0,27150.0
강원특별자치도,화천군,하남면,용암리,연립/다세대,36200.0,6467.0
강원특별자치도,화천군,하남면,위라리,아파트,85000.0,23250.0
강원특별자치도,화천군,화천읍,상리,아파트,245600.0,7967.0
강원특별자치도,화천군,화천읍,상리,연립/다세대,204300.0,10687.0
강원특별자치도,화천군,화천읍,신읍리,아파트,91400.0,18275.0
강원특별자치도,화천군,화천읍,신읍리,연립/다세대,60400.0,12641.0
강원특별자치도,화천군,화천읍,아리,아파트,289200.0,18080.0
강원특별자치도,화천군,화천읍,아리,연립/다세대,257100.0,8000.0
강원특별자치도,화천군,화천읍,중리,아파트,140100.0,6940.0
강원특별자치도,화천군,화천읍,중리,연립/다세대,277600.0,9100.0
강원특별자치도,화천군,화천읍,하리,연립/다세대,180533.0,14500.0
강원특별자치도,횡성군,둔내면,둔방내리,아파트,237900.0,14229.0
강원특별자치도,횡성군,둔내면,둔방내리,연립/다세대,247067.0,7246.0
강원특별자치도,횡성군,둔내면,삽교리,연립/다세대,64700.0,12250.0
강원특별자치도,횡성군,둔내면,자포곡리,아파트,173250.0,6575.0
강원특별자치도,횡성군,안흥면,안흥리,연립/다세대,74400.0,6000.0
강원특별자치도,횡성군,우천면,양적리,연립/다세대,65700.0,11000.0
강원특별자치도,횡성군,우천면,우항리,연립/다세대,202733.0,9150.0
강원특별자치도,횡성군,횡성읍,교항리,아파트,320850.0,26221.0
강원특별자치도,횡성군,횡성읍,교항리,연립/다세대,390500.0,9000.0
강원특별자치도,횡성군,횡성읍,북천리,아파트,305300.0,7812.0
강원특별자치도,횡성군,횡성읍,북천리,연립/다세대,218733.0,10883.0
강원특별자치도,횡성군,횡성읍,읍상리,아파트,358300.0,23306.0
강원특별자치도,횡성군,횡성읍,읍상리,연립/다세대,258700.0,4975.0
강원특별자치도,횡성군,횡성읍,읍하리,아파트,395030.0,12619.0
