County,City,Town,Address,Store_Name,Store_Type,Latitude,Longitude
부산광역시,연제구,연산9동,490번지 7호,롯데쇼핑(주)롯데슈퍼 연산점,그 밖의 대규모점포,35.1829411,129.1067877
경상남도,합천군,합천읍,합천리 698번지 2호,롯데쇼핑(주)롯데슈퍼 합천점,그 밖의 대규모점포,35.5639006,128.1604809
경상남도,밀양시,삼문동,203번지 12호,(주)서원유통 탑마트 밀양삼문점,쇼핑센터,35.4842384,128.7539787
경기도,용인시,기흥구,신갈동 62번지,롯데쇼핑(주) 롯데마트 신갈점,대형마트,37.2721717,127.1074309
경상남도,창원시,마산회원구,양덕동 84번지 14호,롯데쇼핑(주) 롯데마트 양덕점,대형마트,35.2268359,128.5827043
인천광역시,연수구,연수1동,568번지,롯데마켓999 연수1동점,,37.4196252,126.6776116
경기도,동두천시,지행동,"718번지 2호 성지에스엔비타워 103,104호",홈플러스(주)익스프레스동두천지행점,구분없음,37.8914825,127.0524929
부산광역시,남구,문현4동,358번지 9호,롯데쇼핑(주)롯데슈퍼 문현점,그 밖의 대규모점포,35.1361159,129.0712792
인천광역시,연수구,청학동,502번지 4호,롯데마트연수점,대형마트,37.4160339,126.6741199
인천광역시,남동구,만수1동,935번지 1호,롯데슈퍼 인천만수가맹점,구분없음,37.4511393,126.7277903
전라남도,나주시,송월동,1106번지 2호,롯데쇼핑(주) 롯데마트 나주점,대형마트,35.0136517,126.7133512
경기도,성남시,분당구,백현동 551번지 B101호,홈플러스(주) 익스프레스 분당동판교점,구분없음,37.3883796,127.1150214
대전광역시,대덕구,송촌동,460번지 4호,홈플러스 주식회사 익스프레스 송촌점,구분없음,36.3666202,127.4386744
서울특별시,성북구,동선동1가,1번지 2호,유타쇼핑몰,쇼핑센터,37.5928289,127.0173413
서울특별시,서초구,방배1동,816번지 1호,롯데슈퍼 방배2점,그 밖의 대규모점포,37.48328,126.994557
서울특별시,동작구,상도동,530번지,홈플러스 익스프레스 상도3점,구분없음,37.4968414,126.9435922
서울특별시,동작구,상도2동,414번지,홈플러스 익스프레스 상도2점,구분없음,37.5071667,126.9497861
울산광역시,남구,옥동,154번지 4호,GS슈퍼 울산옥동점,구분없음,35.5216343,129.2870543
경상남도,진주시,평안동,195번지 한화갤러리아백화점,갤러리아백화점 진주점,백화점,35.1966901,128.0823418
경상북도,영주시,휴천동,693번지 9호,롯데쇼핑(주)롯데슈퍼 영주점,구분없음,36.8164977,128.6278469
충청북도,증평군,증평읍,신동리 424번지,(주)지에스리테일 증평점,그 밖의 대규모점포,36.7811237,127.5784258
서울특별시,성북구,월곡1동,62번지 1호,롯데슈퍼하월곡점,,37.6034724,127.0369817
서울특별시,구로구,개봉1동,156번지 18호 외 1필지 대림프라자 101호,홈플러스 익스프레스 개봉점,구분없음,37.4976754,126.8554061
서울특별시,구로구,오류2동,160번지 외 2필지,홈플러스 익스프레스 서울오류점,복합쇼핑몰,37.4915286,126.8397165
광주광역시,서구,풍암동,423번지 2호,롯데아울렛 광주 월드컵점,쇼핑센터,35.1358197,126.8742932
경기도,화성시,봉담읍,동화리 133번지 1호 외 25필지,이마트 봉담점,대형마트,37.2225045,126.9720972
충청북도,청주시,서원구,수곡동 334번지,홈플러스(주)익스프레스 수곡점,구분없음,36.6187028,127.4802289
충청북도,청주시,상당구,용암동 1592-2번지 1층,홈플러스 익스프레스 청주 용암점,구분없음,36.6104675,127.5037113
충청북도,청주시,흥덕구,봉명동 189-1번지,(주)지에스리테일 청주봉명점,구분없음,36.6419356,127.4611592
충청북도,청주시,서원구,개신동 616번지,홈플러스(주)익스프레스 청주개신점,구분없음,36.6212254,127.4469458
경기도,시흥시,정왕2동,2319번지 3호 101호,롯데마켓 999 시흥정왕역점,,37.351079,126.729007
경상남도,양산시,북부동,228번지 8호,(주)서원유통 탑마트 양산북부점,대형마트,35.3495451,129.0424270
경상남도,양산시,삼호동,861번지 웅상신도시푸르지오 116(주상가)동 101호,홈플러스(주) 익스프레스 삼호점,전문점,35.4056665,129.1727592
경상남도,양산시,북정동,903번지 3호,(주)서원유통 탑마트 양산북정점,대형마트,35.3573983,129.0415362
경상남도,양산시,덕계동,732번지,(주)메가마트 덕계점,구분없음,35.3738472,129.1513125
부산광역시,해운대구,반여1동,1199번지 21호,(주)이마트에브리데이 부산반여점,구분없음,35.2025923,129.1184699
부산광역시,해운대구,재송1동,"1200번지 더샵센텀파크1차아파트 상가5동 201, 203호",GS수퍼 해운대센텀점,대형마트,35.1782703,129.1220004
서울특별시,마포구,연남동,573번지 코오롱아파트,홈플러스익스프레스 연남점,복합쇼핑몰,37.5645044,126.9204332
충청북도,충주시,용산동,1639번지,지에스더프레시(충주용산점),그 밖의 대규모점포,36.9612395,127.9400395
전라남도,고흥군,고흥읍,남계리 231번지 1호,(주)이마트에브리데이 고흥점,그 밖의 대규모점포,34.6162869,127.2916800
경기도,광주시,삼동,"443번지 외 3필지(440,441,442-1)",TOP PRICE WHOLESALE,대형마트,37.4110331,127.1954220
경기도,의왕시,오전동,892 의왕서해그랑블(블루스퀘어),(주)이마트 의왕점,대형마트,37.3503562,126.9735569
서울특별시,성북구,길음1동,1284번지 삼성래미안3차아파트,GS슈퍼마켓 길음뉴타운점,그 밖의 대규모점포,37.6075476,127.0179395
서울특별시,성북구,길음1동,1280번지 6호,GS수퍼마켓 길음점,그 밖의 대규모점포,37.6117972,127.0161541
대구광역시,북구,구암동,652번지 1호,홈플러스(주)익스프레스 구암2점,그 밖의 대규모점포,35.9312425,128.5567950
충청북도,청주시,서원구,산남동 492번지,(주)농협유통 하나로마트 산남점,구분없음,36.6120618,127.4724120
충청북도,청주시,상당구,탑동 34-8번지,(주)이마트에브리데이 탑동점,구분없음,36.6318666,127.5007758
충청북도,청주시,서원구,분평동 1387번지 1층,(주)농협유통 하나로마트 분평점,구분없음,36.6080878,127.4879980
충청북도,청주시,서원구,모충동 128-1번지,(주)이마트에브리데이 모충동점,구분없음,36.6220563,127.4850824
서울특별시,양천구,신정7동,324번지 10호 굿모닝탑 103~108호,홈플러스(주)익스프레스 신정3점,구분없음,37.5152299,126.8591259
경기도,성남시,분당구,이매동 131번지 2호 명건빌딩 101~103호,홈플러스(주)익스프레스 이매점,복합쇼핑몰,37.4051581,127.1217235
경기도,부천시,원미구,중2동 1110번지 위브더스테이트아파트 1층,홈플러스(주)익스프레스중동점,구분없음,37.4990988,126.7778577
경기도,부천시,원미구,중1동 1145번지 2호,홈플러스(주)익스프레스부천중동2점,복합쇼핑몰,37.5013106,126.7708204
경기도,부천시,원미구,도당동 131번지 1호,홈플러스(주)익스프레스도당점,구분없음,37.5199866,126.7940341
경기도,부천시,원미구,상1동 401번지 1호,홈플러스(주)익스프레스부천상동점,구분없음,37.4913176,126.7528734
경기도,부천시,원미구,중4동 1034번지 4호,홈플러스(주)익스프레스부천중동4점,구분없음,37.5050082,126.7653828
서울특별시,강서구,화곡동,970번지 2호,홈플러스익스프레스 화곡2점,그 밖의 대규모점포,37.5474724,126.8494996
부산광역시,해운대구,재송1동,1200번지 더샵센텀파크1차아파트 상가7동 101호,홈플러스 익스프레스 부산센텀점,구분없음,35.1782703,129.1220004
부산광역시,해운대구,좌3동,1270번지 2호 건우빌딩 1층,홈플러스 익스프레스 좌동점,구분없음,35.1734464,129.1676206
부산광역시,해운대구,좌2동,1485번지 5호,홈플러스 익스프레스 좌동2점,구분없음,35.1684917,129.1786507
부산광역시,해운대구,좌2동,1443번지 3호,홈플러스 익스프레스 부산좌산점,구분없음,35.1692993,129.1832457
충청남도,당진시,읍내동,250번지,(주)지에스리테일 당진점,복합쇼핑몰,36.8970195,126.6340295
부산광역시,사하구,괴정1동,1016번지 1호,괴정시장 종합상가,그 밖의 대규모점포,35.099655,128.989365
강원특별자치도,원주시,단계동,1123번지 원주시티쇼핑몰,에이케이플라자(주) 원주점,쇼핑센터,37.3457109,127.9275785
충청북도,청주시,청원구,율량동 883번지,롯데쇼핑(주)롯데슈퍼율량점,구분없음,36.6693228,127.4884187
서울특별시,송파구,석촌동,235번지 17호,롯데쇼핑(주)롯데슈퍼석촌점,구분없음,37.5023634,127.0989137
서울특별시,송파구,송파2동,"121번지 한양2차아파트 1층 6,7호호",롯데쇼핑(주)롯데슈퍼송파점,구분없음,37.502317,127.116765
서울특별시,양천구,목5동,903번지 목동3단지아파트 관리동상가 105호,롯데슈퍼 목동2점,구분없음,37.5343613,126.8729411
서울특별시,송파구,오금동,615번지,농협하나로마트방이역점,구분없음,37.5101642,127.1276757
경상북도,문경시,점촌동,272번지 36호,(주)지에스리테일 문경점,그 밖의 대규모점포,36.5943457,128.1999248
부산광역시,동구,좌천1동,688번지 1호,홈플러스 익스프레스 좌천점,구분없음,35.130962,129.048708
부산광역시,사하구,다대1동,1548번지 18호,홈플러스(주) 익스프레스 다대포점,대형마트,35.0530056,128.9615541
경기도,고양시,일산서구,일산3동 1060번지 뉴시티프라자 1층,홈플러스 익스프레스 후곡2점,구분없음,37.6788513,126.7644641
경기도,고양시,덕양구,성사1동 501번지 2호 명지캐럿 101호,홈플러스 익스프레스 고양성사점,구분없음,37.6585050,126.8388481
경기도,부천시,원미구,중2동 1107번지 위브더스테이트아파트,롯데슈퍼 중동점,그 밖의 대규모점포,37.5010551,126.7779572
경기도,부천시,소사구,"소사본3동 197번지 2,4,5호",롯데슈퍼 소사점,구분없음,37.480074,126.799925
경기도,안성시,영동,410번지 외4필지,(주)지에스리테일 안성점,그 밖의 대규모점포,37.0061212,127.2743025
서울특별시,송파구,풍납동,163번지,홈플러스(주)익스프레스 풍납점,구분없음,37.5334343,127.1182161
서울특별시,송파구,풍납2동,400번지 5호 101호,롯데쇼핑(주)롯데슈퍼풍납점,구분없음,37.5282474,127.1170358
부산광역시,서구,서대신동2가,3번지 1호,홈플러스(주)익스프레스 서대신점,복합쇼핑몰,35.1122454,129.0164698
경상남도,거제시,상동동,34번지,홈플러스(주)익스프레스 거제상동점,구분없음,34.8643612,128.6401692
경상남도,거제시,고현동,988번지 32호,홈플러스(주)익스프레스 거제고현점,구분없음,34.8961817,128.6287820
경기도,고양시,일산서구,일산3동 1080번지 모아프라자 104호,홈플러스(주) 익스프레스 후곡점,구분없음,37.6774888,126.7691255
서울특별시,광진구,구의3동,212번지 2호,홈플러스익스프레스 구의2점,구분없음,37.5407137,127.0941124
서울특별시,강서구,방화1동,187번지 1호,롯데쇼핑(주)롯데슈퍼 방화점,그 밖의 대규모점포,37.570366,126.817026
서울특별시,강서구,내발산동,719번지 6호,롯데쇼핑(주)롯데슈퍼 우장산점,그 밖의 대규모점포,37.5506818,126.8358056
경기도,포천시,영북면,운천리 345번지 6호,(주)이마트에브리데이 영북점,구분없음,38.0906998,127.2752768
서울특별시,동작구,대방동,341번지 2호,(주)홈플러스 대방점,그 밖의 대규모점포,37.5120005,126.9259445
경기도,수원시,영통구,"이의동 1332 광교C1 호반베르디움, Summit Place광교",롯데쇼핑(주) 롯데마트 광교점,대형마트,37.2906758,127.0504755
경기도,안양시,동안구,"호계동 1039번지 1039, 1039-1, 1053-1",롯데쇼핑(주)롯데백화점 평촌점,쇼핑센터,37.3902376,126.9504777
서울특별시,노원구,공릉동,323번지 35호,홈플러스(주)익스프레스 공릉점,구분없음,37.6285335,127.0711080
경기도,고양시,일산동구,중산동 1669번지 3호,롯데쇼핑(주) 롯데슈퍼일산점,구분없음,37.6822106,126.7783252
서울특별시,도봉구,창동,628번지 20호,(주)이마트에브리데이 창동점,구분없음,37.6446690,127.0351757
경상남도,거제시,장승포동,342번지,(주)서원유통 탑마트 장승포점,구분없음,34.8710902,128.7303438
전북특별자치도,군산시,나운동,155번지 세경아파트상가 지하 1층,이마트에브리데이 나운동점,그 밖의 대규모점포,35.9608189,126.7016665
강원특별자치도,춘천시,후평2동,692번지 6호,GS수퍼마켓 춘천후평점,그 밖의 대규모점포,37.8810167,127.7462533
부산광역시,북구,만덕1동,"216번지 7호 그린코아상가 1,2,3",홈플러스(주) 익스프레스 부산만덕점,그 밖의 대규모점포,35.213514,129.036402
서울특별시,용산구,한남동,631번지 5호 허준빌딩,롯데슈퍼 한남점(가맹점),구분없음,37.5325795,127.0056784
서울특별시,은평구,갈현2동,527번지 13호,홈플러스 익스프레스 갈현점,그 밖의 대규모점포,37.6150427,126.9100111
서울특별시,마포구,구수동,61번지,롯데슈퍼 마포점,복합쇼핑몰,37.5459573,126.9326725
대구광역시,달성군,현풍읍,원교리 113번지,(주)서원유통 탑마트 현풍점,대형마트,35.6920942,128.4451222
대전광역시,서구,괴정동,91번지 6호,홈플러스(주) 익스프레스 괴정점,대형마트,36.3342707,127.3816736
경기도,고양시,일산서구,탄현동 139번지 32호,홈플러스(주)익스프레스 탄현점,구분없음,37.6979365,126.7654095
경기도,고양시,일산서구,탄현동 1576번지 5호,홈플러스(주) 익스프레스 탄현2점,구분없음,37.6905254,126.7631223
부산광역시,사하구,장림1동,312번지,(주)서원유통 탑마트 장림점,그 밖의 대규모점포,35.0807388,128.9764760
부산광역시,사하구,감천1동,577번지,(주)서원유통 탑마트 감천점,그 밖의 대규모점포,35.0921028,128.9958676
광주광역시,광산구,신가동,1012번지 우미이노스빌 상가동,롯데쇼핑(주) 롯데슈퍼 신가점,그 밖의 대규모점포,35.1842220,126.8358442
부산광역시,해운대구,우1동,1407번지 해운대두산위브제니스,제니스 스퀘어,그 밖의 대규모점포,35.1566334,129.1450681
서울특별시,광진구,구의2동,49번지 4호,롯데 FRESH 아차산점,구분없음,37.5527158,127.0919682
서울특별시,성동구,금호동1가,481번지 5호,홈플러스(주) 익스프레스 금호점,구분없음,37.5546755,127.0209889
충청남도,천안시,동남구,원성동 126번지 3호,(주)지에스리테일 천안점,그 밖의 대규모점포,36.8054318,127.1577383
충청남도,천안시,동남구,신부동 84번지 1호,롯데쇼핑(주)롯데슈퍼 신부점,복합쇼핑몰,36.8152893,127.1585740
경기도,의정부시,민락동,849번지,이마트 의정부점,대형마트,37.7431637,127.1023459
경기도,의정부시,신곡동,560번지,롯데슈퍼 신곡점,복합쇼핑몰,37.7402249,127.0560477
경상남도,김해시,진영읍,진영리 1612-1,홈플러스 익스프레스 김해진영점,구분없음,35.3083267,128.7306218
서울특별시,은평구,역촌동,17번지 1호,롯데쇼핑(주) 롯데슈퍼 역촌점,그 밖의 대규모점포,37.6061222,126.9224702
부산광역시,서구,서대신동2가,213번지 7호,(주)서원유통 탑마트 서대신점,그 밖의 대규모점포,35.1111882,129.0135027
부산광역시,서구,남부민1동,685번지,(주)서원유통 탑마트 남부민점,그 밖의 대규모점포,35.0926393,129.0244370
서울특별시,도봉구,창1동,651번지 36호,롯데프레쉬 창동점,구분없음,37.6467251,127.0355494
부산광역시,해운대구,반여1동,1406번지 1호,홈플러스(주) 부산반여점,대형마트,35.1965177,129.1157094
서울특별시,도봉구,쌍문2동,19번지,롯데슈퍼 쌍문점,구분없음,37.6592018,127.0353611
서울특별시,도봉구,방학3동,271번지 2호,롯데슈퍼 방학점,구분없음,37.6608963,127.0266906
부산광역시,사하구,다대1동,1624번지 다대롯데캐슬몰운대아파트 제주상가동 지하1층호,(주)지에스리테일 다대점,그 밖의 대규모점포,35.0566514,128.9656430
경상남도,양산시,중부동,685번지 2호,(주)모다이노칩 양산점,전문점,35.3389181,129.0279689
부산광역시,남구,문현3동,205번지 2호,(주)메가마트 문현점,그 밖의 대규모점포,35.1375621,129.0726385
경기도,부천시,원미구,역곡동 33번지 5호,홈플러스(주)익스프레스 부천역곡점,복합쇼핑몰,37.4869981,126.8054488
부산광역시,북구,만덕3동,774번지 7호,(주)지에스리테일 만덕점,그 밖의 대규모점포,35.2107543,129.0255958
부산광역시,북구,덕천1동,370번지,(주)메가마트 덕천점,구분없음,35.2141870,129.0224357
부산광역시,북구,구포동,654번지 11호,(주) 지에스리테일 구포점,그 밖의 대규모점포,35.2055884,129.0038547
인천광역시,부평구,부개동,210번지 송신빌딩,홈플러스 익스프레스 부개역점,그 밖의 대규모점포,37.4890051,126.7396721
충청남도,공주시,옥룡동,338번지 1호,(주)지에스리테일 공주점,그 밖의 대규모점포,36.4555769,127.1343134
서울특별시,광진구,중곡2동,157번지 1호,홈플러스(주)익스프레스 중곡점,구분없음,37.5576316,127.0800453
전북특별자치도,임실군,관촌면,관촌리 497번지,오수관촌농협관촌지점하나로마트,그 밖의 대규모점포,35.6744265,127.2705264
서울특별시,성동구,금호동3가,1331번지,홈플러스(주) 익프스레스 금호2점,구분없음,37.5499725,127.0164481
서울특별시,성북구,하월곡동,230번지 동일하이빌뉴시티아파트,이마트 하월곡점,대형마트,37.6050598,127.0310039
광주광역시,광산구,장덕동,1678번지,롯데쇼핑(주)롯데아울렛 수완점,쇼핑센터,35.1891968,126.8193677
경기도,성남시,분당구,이매동 123번지 이매촌아파트 상가동 비01호,(주)이마트에브리데이 이매동점,구분없음,37.3923994,127.1269432
서울특별시,성동구,왕십리2동,966번지 11호,홈플러스(주) 익스프레스 왕십리점,구분없음,37.5629181,127.0321213
경상북도,포항시,북구,우현동 115번지 2호,(주)서원유통 탑마트 포항우현점,구분없음,36.0504633,129.3594458
부산광역시,기장군,기장읍,서부리 76번지 1호,주식회사 서원유통 탑마트 기장서부점,대형마트,35.2456672,129.2100073
부산광역시,기장군,기장읍,청강리 297번지,주식회사 서원유통 탑마트 기장점,대형마트,35.2370880,129.2172545
경기도,김포시,북변동,824번지,홈플러스(주)익스프레스 북변점,구분없음,37.6216384,126.7203090
서울특별시,서대문구,홍제동,469번지 인왕산 한신휴플러스,롯데슈퍼 홍제2점,구분없음,37.5852286,126.9473673
경기도,김포시,사우동,237번지 2호 외 2필지,(주)지에스리테일 GS수퍼 김포사우점,구분없음,37.6192868,126.7174297
서울특별시,은평구,신사1동,20번지 7호,홈플러스(주)익스프레스 신사점,그 밖의 대규모점포,37.5984713,126.9113265
경기도,안양시,만안구,안양8동 559번지 2호,홈플러스(주)익스프레스 안양점,구분없음,37.3827008,126.9290186
서울특별시,동작구,사당동,"105번지 신동아상가 제1층 101~105, 110호",(주)이마트에브리데이 사당동점,그 밖의 대규모점포,37.4896372,126.9759646
광주광역시,북구,두암동,985번지 1호,롯데쇼핑(주)롯데슈퍼두암점,구분없음,35.1624984,126.9349422
인천광역시,남구,학익2동,663번지 1호,홈플러스 익스프레스 인천학익점,그 밖의 대규모점포,37.4389203,126.6751784
인천광역시,남구,주안8동,1523번지 7호,홈플러스익스프레스 인천주안2점,복합쇼핑몰,37.4479082,126.6861637
서울특별시,송파구,가락동,88번지 2호,(주)이마트에브리데이 가락동점,구분없음,37.4957098,127.1185036
경기도,용인시,처인구,김량장동 13번지,롯데슈퍼 용인점,구분없음,37.2306636,127.2104965
대전광역시,대덕구,법동,191번지 1호 보람아파트 상가동 지층 30호,(주)이마트에브리데이 법동점,구분없음,36.3690528,127.4310902
경기도,김포시,감정동,676번지,(주)지에스리테일 GS수퍼 김포감정점,구분없음,37.6260589,126.6998740
서울특별시,중랑구,면목7동,650번지 카멜리아 쇼핑센타 1층,(주)이마트에브리데이 면목동점,그 밖의 대규모점포,37.5795530,127.0863140
인천광역시,서구,청라동,159번지 1호 롯데마트,롯데쇼핑 (주) 롯데마트 청라점,대형마트,37.5309167,126.6469679
충청남도,아산시,모종동,555번지 9호,주식회사엠지엘,복합쇼핑몰,36.7899237,127.0227026
서울특별시,도봉구,창2동,628번지 20호,(주)에브리데이리테일 창동점,구분없음,37.6446690,127.0351757
경기도,군포시,산본동,1155번지 1호 가야아파트 종합상가,홈플러스(주)익스프레스 군포오금점,구분없음,37.3515081,126.9242610
서울특별시,노원구,공릉2동,89번지 1호 대덕프라자 지층 101~102호,(주)이마트에브리데이 공릉동점,구분없음,37.6205653,127.0832680
서울특별시,노원구,월계3동,18번지 그랑빌아파트주상가 지층동 101호,(주)지에스리테일 GS슈퍼 노원월계점,구분없음,37.6178054,127.0685797
경기도,안양시,만안구,석수3동 787번지 3호,홈플러스(주)익스프레스 안양석수점,복합쇼핑몰,37.386649,126.932325
서울특별시,동대문구,장안동,580번지,노브랜드 동대문 장안점,대형마트,37.5662790,127.0622143
강원특별자치도,원주시,단계동,1123번지,롯데쇼핑(주)롯데마트 원주점,대형마트,37.3457109,127.9275785
경기도,하남시,신장동,427번지 53호,(주)지에스리테일 하남점,구분없음,37.5402888,127.2078853
충청남도,아산시,둔포면,신항리 17번지 3호,퍼스트빌리지 아울렛,쇼핑센터,36.8967460,127.0307396
서울특별시,종로구,신문로1가,24번지 고려빌딩 1층,홈플러스(주)익스프레스 광화문점,복합쇼핑몰,37.5704982,126.9747578
서울특별시,은평구,불광1동,239번지 9호,홈플러스(주)익스프레스 불광점,그 밖의 대규모점포,37.6179720,126.9327978
서울특별시,마포구,도화동,353번지,홈플러스익스프레스 도화점,그 밖의 대규모점포,37.5377843,126.9517973
경기도,수원시,권선구,금곡동 1116번지 홈플러스,홈플러스(주) 서수원점,대형마트,37.2743450,126.9553045
전북특별자치도,임실군,임실읍,이도리,임실축협하나로마트,그 밖의 대규모점포,35.618013,127.280298
대구광역시,수성구,황금동,366번지 캐슬골드파크 2단지,롯데 프리미엄 푸드마켓 황금점,구분없음,35.8416113,128.6337874
충청북도,진천군,진천읍,교성리 206번지 1호,(주)지에스리테일 진천점,그 밖의 대규모점포,36.8537459,127.4436819
대구광역시,수성구,중동,333번지 7호,롯데쇼핑(주)롯데슈퍼 수성점,구분없음,35.8455543,128.6119485
전북특별자치도,임실군,강진면,갈담리 279번지,임실농협 강진하나로마트,그 밖의 대규모점포,35.5298714,127.1630800
전북특별자치도,임실군,오수면,오수리 328번지,오수관촌농협 오수하나로마트,그 밖의 대규모점포,35.5376453,127.3285632
전북특별자치도,임실군,임실읍,이도리 233번지 3호,임실농협 임실하나로마트,그 밖의 대규모점포,35.6144317,127.2830643
서울특별시,강북구,미아동,1351번지,(주)이마트에브리데이 미아동점,구분없음,37.6227405,127.0270191
서울특별시,송파구,거여2동,27번지 5호 B101호,홈플러스(주)익스프레스 거여점,구분없음,37.4928413,127.1446622
경기도,오산시,오산동,877번지 21호,롯데쇼핑(주)롯데슈퍼 오산점,구분없음,37.1482908,127.0686462
부산광역시,중구,남포동6가,1번지,(주)농협유통 하나로마트 자갈치점,복합쇼핑몰,35.0973083,129.0276365
충청남도,금산군,금산읍,신대리 677번지 1호,금산수삼시장(주),그 밖의 대규모점포,36.0997247,127.4998570
서울특별시,영등포구,대림3동,784번지,롯데슈퍼 대림점,구분없음,37.5033119,126.8958571
경상남도,진주시,평거동,204번지 1호,(주)지에스리테일 진주평거점,구분없음,35.1730105,128.0608661
경기도,의정부시,의정부2동,168번지 54호 외 7필지,(주)신세계 의정부점,복합쇼핑몰,37.7401844,127.0454534
경상남도,김해시,어방동,499 대우유토피아아파트상가 B102호,홈플러스 익스프레스 김해어방점,구분없음,35.2432877,128.9013347
강원특별자치도,평창군,진부면,하진부리 206번지 9호,롯데쇼핑(주)롯데슈퍼평창진부점,전문점,37.6524606,128.5170866
경기도,용인시,처인구,김량장동 254번지 1호,(주)지에스리테일 용인점,구분없음,37.2359539,127.2028517
경기도,수원시,영통구,매탄동 1352번지,홈플러스(주)익스프레스 매탄점,구분없음,37.2618297,127.0414073
경기도,수원시,팔달구,화서동 212번지,홈플러스(주)익스프레스 화서점,구분없음,37.2813831,126.9964723
경기도,파주시,문발동,104번지 1호 외,롯데프리미엄아울렛파주점,복합쇼핑몰,37.7216913,126.7045417
서울특별시,관악구,은천동,937번지 6호 동영빌딩 1층,(주)이마트에브리데이 봉천동점,구분없음,37.4864847,126.9418041
경상북도,청도군,청도읍,고수8리 817번지 1호,(주)서원유통 탐마트 청도점,그 밖의 대규모점포,35.650666,128.743767
서울특별시,관악구,중앙동,463번지 4호 메카플러스 지하1층,홈플러스 익스프레스 봉천점,구분없음,37.4867214,126.9474877
전라남도,목포시,연산동,346번지,유한회사 롯데프레쉬연산가맹점,그 밖의 대규모점포,34.8121656,126.3848606
경상남도,함양군,함양읍,교산리 167번지 2호,롯데쇼핑(주)롯데슈퍼함양점,복합쇼핑몰,35.5213429,127.7309058
경기도,부천시,오정구,오정동 543번지 1호,홈플러스(주)익스프레스오정점,구분없음,37.5295482,126.7865701
경기도,부천시,원미구,중동 771번지,홈플러스(주)익스프레스중동3점,구분없음,37.4927256,126.7665675
경기도,광명시,일직동,163번지 3호,코스트코 홀세일 광명점,대형마트,37.4207191,126.8864559
경상북도,포항시,남구,구룡포읍 구룡포리 963번지 1호 외 1필지,구룡포농협 하나로마트,그 밖의 대규모점포,35.9902891,129.5544245
경상북도,포항시,북구,죽도동 580번지 4호,포항농협 하나로마트 동부점,그 밖의 대규모점포,36.0343518,129.3694560
경상북도,포항시,북구,죽도동 20번지 113호 외 2필지,(주)서원유통 탑마트 포항죽도점,구분없음,36.0334658,129.3687985
대구광역시,동구,방촌동,907번지 7호,(주)이마트에브리데이 방촌동점,쇼핑센터,35.8818802,128.6650701
서울특별시,강동구,길동,384번지 1호,롯데쇼핑㈜롯데슈퍼길동점,구분없음,37.5385286,127.1363996
서울특별시,강동구,길동,391번지 2호,홈플러스(주)익스프레스 길동점,구분없음,37.5385522,127.1406200
서울특별시,강동구,성내1동,451번지,(주)농협유통 하나로마트 성내점,구분없음,37.5287986,127.1203201
경상북도,포항시,북구,기계면 현내리 473번지 1호,서포항농협 하나로마트 기동점,그 밖의 대규모점포,36.0696053,129.2097368
경상북도,포항시,북구,청하면 미남리 385번지 2호,신포항농협 하나로마트,그 밖의 대규모점포,36.1974769,129.3389573
경기도,부천시,원미구,약대동 122번지,(주)지에스리테일부천약대점,구분없음,37.5136160,126.7716220
서울특별시,강서구,화곡3동,1051번지 27호,롯데쇼핑(주)롯데슈퍼화곡3동점,그 밖의 대규모점포,37.5428620,126.8385710
서울특별시,광진구,중곡4동,93번지 2호,홈플러스익스프레스 중곡2점,구분없음,37.5549114,127.0890929
서울특별시,강서구,화곡1동,343번지 52호,롯데쇼핑(주)롯데슈퍼화곡점,그 밖의 대규모점포,37.5323257,126.8460967
인천광역시,남구,"용현1,4동",92번지 17호,롯데쇼핑(주)롯데슈퍼 인하대점,그 밖의 대규모점포,37.4503552,126.6610293
서울특별시,동작구,대방동,335번지 17호,(주)이마트에브리데이 대방동점,복합쇼핑몰,37.4997764,126.9300068
경기도,포천시,일동면,기산리 82번지 35호,롯데쇼핑(주) 롯데슈퍼 포천일동점,그 밖의 대규모점포,37.9518411,127.3113714
서울특별시,동작구,사당동,147번지 29호 이수자이,(주)이마트에브리데이 이수점,복합쇼핑몰,37.4861382,126.9818110
서울특별시,동작구,상도동,527번지,(주)이마트에브리데이 상도동점,그 밖의 대규모점포,37.5060030,126.9438317
서울특별시,강서구,방화2동,533번지 9호,롯데쇼핑(주)롯데슈퍼개화산점,그 밖의 대규모점포,37.5716934,126.8076439
서울특별시,광진구,화양동,10번지 1호,(주)지에스리테일GS수퍼 광진화양점,구분없음,37.5435080,127.0699118
서울특별시,영등포구,신길3동,259번지 4호,홈플러스(주) 익스프레스 신길3점,구분없음,37.5063577,126.9095682
서울특별시,영등포구,신길동,101번지 7호,홈플러스(주) 익스프레스 신길2점,구분없음,37.5142347,126.9185445
경상북도,포항시,북구,죽도동 641번지 1호 외 8필지,롯데쇼핑(주)롯데슈퍼 포항점,복합쇼핑몰,36.0213455,129.3549523
대구광역시,북구,복현2동,539번지 123호,롯데쇼핑(주)롯데슈퍼 복현점,그 밖의 대규모점포,35.9048139,128.6182730
경상남도,창원시,의창구,팔용동 164-13,(주)서원유통 탑마트 뉴창원점,복합쇼핑몰,35.2575270,128.6094744
경상남도,창원시,성산구,남양동 24번지 피오르빌아파트상가 지하1층,홈플러스익스프레스 창원남양점,구분없음,35.2095950,128.7017486
