시도,구분,주소,연간_임대료(원),면적(㎡),지목
전라남도,매도-맞춤형,전라남도 해남군 마산면 산막리 114,"15,170,000","1,048",전
전라남도,매도-맞춤형,전라남도 해남군 마산면 산막리 119,"22,930,000","1,583",전
전라남도,임대-수탁,전라남도 해남군 마산면 용전리 130-42,"201,000","1,324",답
전라남도,매도-수탁,전라남도 해남군 마산면 화내리 907,"58,900,000","1,943.70",답
전라남도,매도-수탁,전라남도 해남군 마산면 화내리 907-1,"9,780,000",322.7,답
전라남도,매도-수탁,전라남도 해남군 마산면 화내리 951,"32,630,000","1,077.90",답
전라남도,매도-수탁,전라남도 해남군 문내면 석교리 276,"20,364,000","1,683",전
전라남도,매도-수탁,전라남도 해남군 문내면 석교리 275,"19,844,000","1,640",전
전라남도,임대-수탁,전라남도 해남군 북평면 서홍리 336-9,"1,300,000","1,761",답
전라남도,임대-수탁,전라남도 해남군 북평면 서홍리 336-8,"1,600,000","2,132",답
전라남도,임대-수탁,전라남도 해남군 북평면 서홍리 337-1,"2,500,000","3,216",답
전라남도,임대-수탁,전라남도 해남군 북평면 와룡리 169,"79,000",522,전
전라남도,임대-수탁,전라남도 해남군 북평면 와룡리 168-1,"122,000",806,전
전라남도,임대-수탁,전라남도 해남군 산이면 송천리 145,"370,000","1,230",전
전라남도,임대-수탁,전라남도 해남군 산이면 송천리 142,"670,000","2,241",전
전라남도,임대-수탁,전라남도 해남군 송지면 어란리 78-1,"250,000","1,971",답
전라남도,임대-수탁,전라남도 해남군 송지면 어란리 597,"130,000","1,074",전
전라남도,임대-수탁,전라남도 해남군 옥천면 송산리 1061,"1,000,000","3,082.30",답
전라남도,임대-수탁,전라남도 해남군 옥천면 송산리 1060,"1,000,000","3,090.90",답
전라남도,임대-수탁,전라남도 해남군 옥천면 송산리 1088,"1,000,000","2,980.60",답
전라남도,임대-수탁,전라남도 해남군 옥천면 용동리 100-1,"183,000","2,028",답
전라남도,임대-수탁,전라남도 해남군 현산면 고현리 234-1,"100,000",823,전
전라남도,임대-수탁,전라남도 해남군 현산면 고현리 234-4,"25,000",208,전
전라남도,임대-수탁,전라남도 해남군 현산면 만안리 652-3,"5,000,000","3,020",답
전라남도,임대-수탁,전라남도 해남군 현산면 만안리 652-2,"5,000,000","2,966",답
전라남도,임대-수탁,전라남도 해남군 화산면 연정리 906,"4,350,000","1,566",답
전라남도,임대-수탁,전라남도 해남군 화산면 월호리 1203,"6,550,000","2,359.90",답
전라남도,매도-맞춤형,전라남도 해남군 화산면 율동리 789-8,"21,500,000","1,420",답
전라남도,임대-수탁,전라남도 해남군 화원면 구림리 133-4,"184,000","1,213",전
전라남도,임대-수탁,전라남도 해남군 화원면 매월리 660-1,"438,000","2,408",전
전라남도,임대-공공임대용,전라남도 해남군 화원면 영호리 707,"330,000","2,364",전
전라남도,매도-맞춤형,전라남도 해남군 화원면 화봉리 18-1,"19,000,000","1,266",전
전라남도,매도-맞춤형,전라남도 해남군 화원면 화봉리 19,"21,000,000","1,425",전
전라남도,임대-수탁,전라남도 해남군 화원면 후산리 1022,"450,000","2,555",답
전라남도,임대-수탁,전라남도 해남군 황산면 관춘리 914,"80,000,000","4,516.60",답
전라남도,임대-수탁,전라남도 해남군 황산면 관춘리 980-4,"40,000,000","2,626.40",답
전라남도,임대-수탁,전라남도 해남군 황산면 송호리 757,"100,000","1,193",전
전라남도,임대-수탁,전라남도 해남군 황산면 송호리 419-1,"116,000",853,전
전라남도,임대-수탁,전라남도 해남군 황산면 송호리 418-1,"116,000","1,481",전
전라남도,임대-수탁,전라남도 해남군 황산면 원호리 874,"259,000","1,425",답
전라남도,임대-수탁,전라남도 화순군 능주면 만인리 37-1,"500,000","1,567",답
전라남도,임대-수탁,전라남도 화순군 능주면 원지리 56-3,"400,000","1,330",답
전라남도,임대-수탁,전라남도 화순군 청풍면 세청리 911-8,"210,000","2,095",답
전라남도,임대-수탁,전라남도 화순군 화순읍 연양리 308,"620,000","2,040",전
전라남도,임대-수탁,전라남도 화순군 화순읍 연양리 313,"580,000","1,858",전
경상북도,임대-수탁,경상북도 경산시 남산면 우검리 204,"500,000","1,458",답
경상북도,임대-수탁,경상북도 경산시 와촌면 신한리 51,"890,000","2,946",답
경상북도,임대-수탁,경상북도 경산시 자인면 읍천리 577,"181,000",599,과수원
경상북도,임대-수탁,경상북도 경산시 자인면 읍천리 576-1,"326,000","1,078",과수원
경상북도,임대-수탁,경상북도 경산시 진량읍 북리 616-3,"107,000",354,답
경상북도,임대-수탁,경상북도 경산시 진량읍 북리 616-4,"715,000","2,364",답
경상북도,임대-수탁,경상북도 경산시 하양읍 교리 359,"468,000","1,547",전
경상북도,임대-공공임대용,경상북도 경주시 건천읍 방내리 971-8,"135,000","1,117",답
경상북도,임대-수탁,경상북도 경주시 건천읍 신평리 1606-20,"550,000","2,017",답
경상북도,임대-수탁,경상북도 경주시 건천읍 신평리 1496-4,"550,000","2,003",답
경상북도,임대-수탁,경상북도 경주시 건천읍 용명리 2202-1,"500,000","1,898",답
경상북도,임대-수탁,경상북도 경주시 내남면 명계리 528-2,"55,000",574,답
경상북도,임대-수탁,경상북도 경주시 내남면 명계리 528-3,"245,000","2,512",답
경상북도,임대-수탁,경상북도 경주시 내남면 안심리 42,"200,000","1,716",답
경상북도,임대-수탁,경상북도 경주시 내남면 화곡리 585,"100,000","1,365",답
경상북도,임대-수탁,경상북도 경주시 산내면 외칠리 1001-11,"350,000","2,987",답
경상북도,임대-수탁,경상북도 경주시 서면 도계리 943-2,"4,000,000","6,954",과수원
경상북도,임대-수탁,경상북도 경주시 서면 도계리 309-1,"200,000","1,431",답
경상북도,임대-수탁,경상북도 경주시 서면 도계리 942,"690,000","2,425",전
경상북도,임대-수탁,경상북도 경주시 서면 도계리 902,"310,000","1,084",전
경상북도,임대-수탁,경상북도 경주시 서면 운대리 488,"500,000",716,전
경상북도,임대-수탁,경상북도 경주시 안강읍 양월리 1086-2,"1,000,000","2,966",답
경상북도,임대-수탁,경상북도 경주시 외동읍 석계리 1066-2,"200,000","1,514",답
경상북도,임대-수탁,경상북도 경주시 외동읍 석계리 1184-1,"300,000","2,592",답
경상북도,임대-수탁,경상북도 경주시 외동읍 석계리 1066-1,"600,000","4,638",답
경상북도,임대-수탁,경상북도 경주시 외동읍 석계리 1184-3,"200,000","1,640",답
경상북도,임대-수탁,경상북도 경주시 외동읍 신계리 315,"370,000","3,078",답
경상북도,임대-수탁,경상북도 경주시 외동읍 연안리 85-6,"420,000","2,033",답
경상북도,임대-공공임대용,경상북도 경주시 외동읍 입실리 1069-15,"129,000","1,098",답
경상북도,임대-수탁,경상북도 경주시 천북면 동산리 214,"200,000","2,463",답
경상북도,임대-수탁,경상북도 고령군 개진면 양전리 311-1,"650,000","2,549",전
경상북도,임대-수탁,경상북도 고령군 개진면 양전리 321-4,"120,000",483,답
경상북도,임대-수탁,경상북도 고령군 개진면 양전리 594,"430,000","1,676",전
경상북도,임대-수탁,경상북도 고령군 개진면 오사리 27,"660,000","1,000",전
경상북도,임대-수탁,경상북도 고령군 개진면 오사리 27-1,"670,000","1,000",전
경상북도,임대-수탁,경상북도 고령군 개진면 오사리 27-2,"670,000","1,000",전
경상북도,임대-수탁,경상북도 구미시 도개면 월림리 533-3,"700,000","2,359",답
경상북도,매도-맞춤형,경상북도 구미시 선산읍 죽장리 704,"73,500,000","1,470",과수원
경상북도,매도-맞춤형,경상북도 구미시 선산읍 죽장리 926,"141,400,000","2,828",과수원
경상북도,임대-수탁,경상북도 군위군 우보면 모산리 1155,"300,000",440,과수원
경상북도,임대-수탁,경상북도 군위군 우보면 모산리 1151,"1,700,000","2,522",과수원
경상북도,임대-수탁,경상북도 군위군 우보면 모산리 1156,"120,000",178,과수원
경상북도,임대-수탁,경상북도 군위군 우보면 모산리 1151-1,"90,000",133,과수원
경상북도,임대-수탁,경상북도 군위군 우보면 미성리 1109-40,"790,000","1,171",과수원
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 396,"50,000",198,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 607-12,"10,000",54,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 607-3,"360,000","1,468",전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 393,"70,000",304,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 426-3,"80,000",337,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 607-1,"60,000",238,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 514-2,"340,000","1,365",전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 607-12,"10,000",54,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 607-3,"360,000","1,468",전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 393,"70,000",304,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 426-3,"80,000",337,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 607-1,"60,000",238,전
경상북도,임대-수탁,경상북도 군위군 우보면 선곡리 392,"50,000",215,전
경상북도,임대-수탁,경상북도 군위군 우보면 이화리 215,"550,000","2,241",전
경상북도,임대-수탁,경상북도 군위군 우보면 이화리 222,"20,000",119,전
경상북도,임대-수탁,경상북도 군위군 우보면 이화리 214,"170,000",688,전
경상북도,임대-수탁,경상북도 군위군 의흥면 읍내리 77,"190,000","1,091",답
경상북도,임대-수탁,경상북도 군위군 의흥면 읍내리 160,"120,000",658,답
경상북도,임대-수탁,경상북도 군위군 의흥면 읍내리 162,"190,000","1,129",답
경상북도,임대-수탁,경상북도 군위군 효령면 마시리 259-1,"350,000","1,858",전
경상북도,임대-수탁,경상북도 김천시 감문면 태촌리 266,"600,000","2,007",답
경상북도,임대-수탁,경상북도 김천시 감문면 태촌리 269-1,"55,000",185,답
경상북도,임대-수탁,경상북도 김천시 감문면 태촌리 268,"375,000","1,253",답
경상북도,임대-수탁,경상북도 김천시 감문면 태촌리 267,"170,000",569,답
경상북도,임대-공공임대용,경상북도 김천시 남면 초곡리 982-1,"165,600","1,104",답
경상북도,임대-공공임대용,경상북도 김천시 덕곡동 155-2,"211,800","1,412",답
경상북도,임대-공공임대용,경상북도 김천시 아포읍 봉산리 140-2,"288,150","1,921",답
경상북도,임대-공공임대용,경상북도 김천시 아포읍 제석리 1375,"448,200","2,988",답
경상북도,임대-공공임대용,경상북도 김천시 아포읍 제석리 557-2,"302,400","2,016",답
경상북도,임대-경영회생,경상북도 김천시 아포읍 제석리 104-1,"78,120",651,과수원
경상북도,임대-공공임대용,경상북도 김천시 아포읍 제석리 972-1,"183,000","1,220",답
경상북도,임대-공공임대용,경상북도 김천시 아포읍 제석리 972-2,"186,000","1,240",답
경상북도,임대-경영회생,경상북도 김천시 아포읍 제석리 106,"219,360","1,828",과수원
경상북도,임대-경영회생,경상북도 김천시 아포읍 제석리 1150,"258,240","2,152",과수원
경상북도,임대-공공임대용,경상북도 김천시 아포읍 제석리 972-3,"215,700","1,438",답
경상북도,임대-공공임대용,경상북도 김천시 조마면 신왕리 588,"477,000","3,180",답
경상북도,임대-공공임대용,경상북도 김천시 지례면 울곡리 371,"464,960","2,906",전
경상북도,임대-공공임대용,경상북도 김천시 지례면 울곡리 343-1,"413,760","2,586",답
경상북도,임대-수탁,경상북도 문경시 가은읍 상괴리 910,"1,000,000","1,535.50",답
경상북도,임대-수탁,경상북도 문경시 가은읍 하괴리 397,"1,000,000","3,534",전
경상북도,임대-수탁,경상북도 문경시 산북면 흑송리 75,"1,000,000","1,812",전
경상북도,임대-수탁,경상북도 문경시 산북면 흑송리 76,"1,000,000","1,392",전
경상북도,임대-수탁,경상북도 문경시 산북면 흑송리 54-3,"1,000,000","1,601",답
경상북도,임대-수탁,경상북도 문경시 창동 28-1,"90,000",387,답
경상북도,임대-수탁,경상북도 문경시 창동 46-3,"20,000",69,전
경상북도,임대-수탁,경상북도 문경시 창동 46-4,"250,000",757,전
경상북도,임대-수탁,경상북도 문경시 창동 46-1,"130,000",555,전
경상북도,임대-수탁,경상북도 문경시 창동 46-3,"20,000",69,전
경상북도,임대-수탁,경상북도 문경시 창동 46-4,"250,000",757,전
경상북도,임대-수탁,경상북도 문경시 창동 26-2,"140,000",952,답
경상북도,임대-수탁,경상북도 봉화군 명호면 고감리 725,"250,000","1,215",답
경상북도,임대-수탁,경상북도 봉화군 명호면 고감리 822,"260,000","2,122",전
경상북도,임대-수탁,경상북도 봉화군 명호면 고감리 820,"90,000",727,전
경상북도,임대-수탁,경상북도 봉화군 명호면 고계리 293-1,"150,000","1,765",전
경상북도,임대-수탁,경상북도 봉화군 명호면 도천리 977,"2,100,000","7,150",전
경상북도,임대-수탁,경상북도 봉화군 명호면 도천리 777-1,"300,000","1,002.40",전
경상북도,임대-수탁,경상북도 봉화군 명호면 도천리 1464-6,"500,000","1,336",답
경상북도,임대-수탁,경상북도 봉화군 명호면 양곡리 338-1,"60,000",334,답
경상북도,임대-공공임대용,경상북도 봉화군 명호면 양곡리 1121-4,"224,000","2,137.60",답
경상북도,임대-공공임대용,경상북도 봉화군 명호면 양곡리 1096-11,"198,000","1,927.20",답
경상북도,임대-공공임대용,경상북도 봉화군 명호면 양곡리 1096-10,"87,000",846.1,답
경상북도,임대-수탁,경상북도 봉화군 명호면 양곡리 338-2,"60,000",368,답
경상북도,임대-수탁,경상북도 봉화군 명호면 풍호리 760,"2,000,000","5,932",답
경상북도,임대-공공임대용,경상북도 봉화군 물야면 개단리 1474-1,"255,000","1,896",답
경상북도,임대-공공임대용,경상북도 봉화군 물야면 두문리 67-3,"511,000","2,989",답
경상북도,임대-수탁,경상북도 봉화군 물야면 오전리 200-1,"260,000","5,200",답
경상북도,임대-공공임대용,경상북도 봉화군 법전면 소천리 659-8,"242,000","1,417.30",답
경상북도,임대-수탁,경상북도 봉화군 법전면 소천리 168,"400,000","1,417",답
경상북도,임대-수탁,경상북도 봉화군 법전면 풍정리 383-1,"700,000","3,785",답
경상북도,임대-수탁,경상북도 봉화군 법전면 풍정리 373,"500,000","2,248",답
경상북도,임대-수탁,경상북도 봉화군 봉성면 외삼리 295,"500,000","1,864",전
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 40,"1,500,000","4,321",답
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 45,"300,000",787,답
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 41,"1,500,000","3,795",답
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 43,"1,500,000","6,767",답
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 39,"1,500,000","5,835",답
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 43,"1,500,000","6,767",답
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 39,"1,500,000","5,835",답
경상북도,임대-수탁,경상북도 봉화군 봉성면 창평리 176,"400,000","1,556",답
경상북도,임대-수탁,경상북도 봉화군 봉화읍 도촌리 306-29,"800,000","2,089",답
경상북도,임대-수탁,경상북도 봉화군 봉화읍 문단리 27-4,"100,000",76,답
경상북도,임대-수탁,경상북도 봉화군 봉화읍 문단리 247-1,"300,000","1,273",답
경상북도,임대-수탁,경상북도 봉화군 봉화읍 유곡리 231,"550,000","2,076",전
경상북도,임대-공공임대용,경상북도 봉화군 상운면 가곡리 748-1,"247,000","2,404",답
경상북도,임대-수탁,경상북도 봉화군 상운면 가곡리 718-2,"2,000,000","3,197",답
경상북도,임대-수탁,경상북도 봉화군 상운면 구천리 897,"500,000","1,369",답
경상북도,임대-수탁,경상북도 봉화군 상운면 구천리 892,"500,000","1,058",답
경상북도,임대-수탁,경상북도 봉화군 상운면 구천리 891,"1,000,000","5,104",답
경상북도,임대-공공임대용,경상북도 봉화군 상운면 문촌리 370-3,"111,000",828.7,답
경상북도,임대-공공임대용,경상북도 봉화군 상운면 문촌리 370-4,"146,000","1,082.40",답
경상북도,매도-수탁,경상북도 봉화군 상운면 설매리 237,"53,400,000","1,763",전
경상북도,임대-수탁,경상북도 봉화군 상운면 하눌리 376-1,"600,000","2,040",전
경상북도,임대-수탁,경상북도 봉화군 상운면 하눌리 375,"350,000","1,235",전
경상북도,임대-수탁,경상북도 봉화군 석포면 승부리 165,"450,000","1,739",전
경상북도,매도-수탁,경상북도 봉화군 소천면 고선리 426-1,"230,000,000","7,874",전
경상북도,임대-수탁,경상북도 봉화군 소천면 분천리 256-3,"1,600,000","6,627.70",답
경상북도,임대-수탁,경상북도 봉화군 소천면 분천리 557-1,"500,000","1,678",답
경상북도,임대-수탁,경상북도 봉화군 소천면 분천리 1799,"1,200,000","4,562",답
경상북도,매도-수탁,경상북도 봉화군 소천면 임기리 764,"11,770,000",354,전
경상북도,매도-수탁,경상북도 봉화군 소천면 임기리 778-1,"106,480,000","3,201",전
경상북도,매도-수탁,경상북도 봉화군 소천면 임기리 1208,"43,920,000","1,815",전
경상북도,매도-수탁,경상북도 봉화군 소천면 임기리 782,"128,920,000","3,874",전
경상북도,매도-수탁,경상북도 봉화군 소천면 임기리 762,"109,120,000","3,279",전
경상북도,매도-수탁,경상북도 봉화군 소천면 임기리 1180-3,"8,540,000",403,전
경상북도,매도-수탁,경상북도 봉화군 재산면 현동리 284,"48,440,000","1,779",답
경상북도,매도-수탁,경상북도 봉화군 재산면 현동리 283,"42,300,000","1,554",전
경상북도,임대-수탁,경상북도 봉화군 춘양면 도심리 796-6,"500,000","3,159.60",답
경상북도,매도-수탁,경상북도 봉화군 춘양면 도심리 392-3,"8,400,000",172,과수원
경상북도,임대-수탁,경상북도 봉화군 춘양면 도심리 1007-12,"100,000",888.4,답
경상북도,매도-수탁,경상북도 봉화군 춘양면 도심리 392-7,"12,000,000",240,과수원
경상북도,임대-수탁,경상북도 봉화군 춘양면 도심리 796-5,"200,000","1,414.90",답
경상북도,임대-수탁,경상북도 봉화군 춘양면 도심리 1007-11,"200,000","1,622.40",답
경상북도,매도-수탁,경상북도 봉화군 춘양면 도심리 392-6,"288,000,000","5,946",과수원
경상북도,임대-공공임대용,경상북도 봉화군 춘양면 서동리 463-3,"249,000","1,845.90",답
경상북도,임대-수탁,경상북도 봉화군 춘양면 학산리 219,"100,000","1,002",전
경상북도,임대-수탁,경상북도 상주시 공검면 역곡리 128,"800,000","2,905",답
경상북도,임대-수탁,경상북도 상주시 공성면 도곡리 388-1,"770,000","4,526",과수원
경상북도,임대-수탁,경상북도 상주시 공성면 도곡리 386,"230,000","1,359",과수원
경상북도,임대-수탁,경상북도 상주시 공성면 용안리 867-3,"110,000","2,115.20",답
경상북도,임대-공공임대용,경상북도 상주시 공성면 장동리 621-1,"240,000","1,057",답
경상북도,임대-수탁,경상북도 상주시 공성면 효곡리 429,"200,000","2,774",답
경상북도,임대-수탁,경상북도 상주시 낙동면 물량리 1507-2,"100,000","1,275.10",과수원
경상북도,임대-수탁,경상북도 상주시 낙동면 수정리 131,"120,000","2,043",답
경상북도,임대-수탁,경상북도 상주시 낙동면 수정리 130,"80,000",999,답
경상북도,임대-수탁,경상북도 상주시 내서면 고곡리 195,"2,200,000","4,410",전
경상북도,임대-수탁,경상북도 상주시 내서면 고곡리 196,"600,000","1,203",전
경상북도,임대-수탁,경상북도 상주시 만산동 194-1,"380,000","3,745",답
경상북도,임대-수탁,경상북도 상주시 만산동 193,"320,000","3,088",답
경상북도,매도-경영회생,경상북도 상주시 모동면 금천리 504-2,"5,472,000",228,과수원
경상북도,매도-경영회생,경상북도 상주시 모동면 금천리 504-1,"83,784,000","3,491",과수원
경상북도,임대-수탁,경상북도 상주시 모동면 신천리 562-1,"3,100,000",909,과수원
경상북도,임대-수탁,경상북도 상주시 모동면 신천리 561-2,"6,900,000","2,026",과수원
경상북도,임대-수탁,경상북도 상주시 모동면 신천리 563-1,"2,310,000","1,597",과수원
경상북도,임대-수탁,경상북도 상주시 모동면 신천리 562-2,"1,690,000","1,174",과수원
경상북도,임대-수탁,경상북도 상주시 모동면 신천리 560-2,"2,000,000","2,050",과수원
경상북도,임대-수탁,경상북도 상주시 모서면 가막리 161-1,"200,000","3,570",답
경상북도,임대-수탁,경상북도 상주시 모서면 도안리 654-1,"640,000",846,과수원
경상북도,임대-수탁,경상북도 상주시 모서면 도안리 655,"1,000,000","1,362",과수원
경상북도,임대-수탁,경상북도 상주시 모서면 도안리 651-1,"1,400,000","1,868",과수원
경상북도,임대-수탁,경상북도 상주시 모서면 정산리 787,"230,000",904,답
경상북도,임대-수탁,경상북도 상주시 모서면 정산리 788,"370,000","1,426",답
경상북도,임대-수탁,경상북도 상주시 모서면 정산리 776,"140,000",807,답
경상북도,임대-수탁,경상북도 상주시 모서면 정산리 777,"860,000","4,919",답
경상북도,임대-수탁,경상북도 상주시 외남면 송지리 709-2,"180,000","2,654.40",답
경상북도,임대-공공임대용,경상북도 상주시 외서면 예의리 483-2,"355,000","1,567.40",답
경상북도,임대-공공임대용,경상북도 상주시 외서면 예의리 483-3,"333,000","1,468.60",답
경상북도,임대-수탁,경상북도 상주시 외서면 우산리 346-2,"2,000,000","3,506.90",답
경상북도,임대-수탁,경상북도 상주시 은척면 봉상리 549-1,"90,000","1,564",답
경상북도,임대-수탁,경상북도 상주시 은척면 봉상리 440,"250,000","4,829",답
경상북도,임대-수탁,경상북도 상주시 은척면 봉상리 516,"40,000",767,답
경상북도,임대-수탁,경상북도 상주시 은척면 봉상리 552,"70,000","1,160",답
경상북도,임대-수탁,경상북도 상주시 이안면 구미리 274,"300,000","1,481",답
경상북도,임대-수탁,경상북도 상주시 이안면 문창리 331,"540,000","2,845",답
경상북도,임대-수탁,경상북도 상주시 이안면 문창리 461,"170,000",912,답
경상북도,임대-수탁,경상북도 상주시 이안면 문창리 463,"210,000","1,104",답
경상북도,임대-수탁,경상북도 상주시 이안면 문창리 448,"40,000",714,답
경상북도,임대-수탁,경상북도 상주시 이안면 문창리 463,"210,000","1,104",답
경상북도,임대-수탁,경상북도 상주시 이안면 문창리 448,"40,000",714,답
경상북도,임대-수탁,경상북도 상주시 이안면 문창리 462,"460,000","2,410",답
경상북도,임대-수탁,경상북도 상주시 중덕동 823,"1,200,000","3,614",답
경상북도,임대-수탁,경상북도 상주시 지천동 332-3,"100,000","1,899",답
경상북도,임대-수탁,경상북도 상주시 지천동 332-11,"170,000","3,288",답
경상북도,임대-수탁,경상북도 상주시 지천동 333-1,"30,000",628,답
경상북도,임대-수탁,경상북도 상주시 청리면 청상리 655,"150,000","1,068",과수원
경상북도,임대-수탁,경상북도 상주시 청리면 청상리 753,"5,000,000","1,722",과수원
경상북도,임대-수탁,경상북도 상주시 청리면 청상리 651,"350,000","2,516",과수원
경상북도,임대-수탁,경상북도 상주시 함창읍 태봉리 650-7,"250,000","4,993.70",답
경상북도,임대-공공임대용,경상북도 상주시 화남면 평온리 1050-13,"341,000","1,502.10",답
경상북도,임대-수탁,경상북도 상주시 화동면 반곡리 1047,"210,000","3,806.10",답
경상북도,임대-수탁,경상북도 상주시 화동면 반곡리 1042-7,"70,000","1,298.20",답
경상북도,임대-수탁,경상북도 상주시 화동면 신촌리 611,"300,000","2,862",답
경상북도,임대-공공임대용,경상북도 상주시 화동면 어산리 503,"398,000","2,488",전
경상북도,임대-수탁,경상북도 상주시 화동면 이소리 237-1,"5,000",19,전
경상북도,임대-수탁,경상북도 상주시 화동면 이소리 237,"95,000","1,869",전
경상북도,임대-수탁,경상북도 상주시 화동면 이소리 202-1,"130,000","2,312.70",답
경상북도,임대-수탁,경상북도 상주시 화동면 이소리 237-2,"10,000",218,전
경상북도,임대-수탁,경상북도 상주시 화북면 운흥리 372,"160,000","1,438",답
경상북도,임대-수탁,경상북도 상주시 화북면 운흥리 101,"130,000","1,074",전
경상북도,임대-수탁,경상북도 성주군 벽진면 외기리 865,"700,000","2,381",답
경상북도,임대-수탁,경상북도 안동시 길안면 배방리 37,"100,000","2,142",전
경상북도,임대-수탁,경상북도 안동시 길안면 천지리 847,"440,000","1,944",과수원
경상북도,임대-수탁,경상북도 안동시 길안면 천지리 848,"560,000","2,519",과수원
경상북도,매도-수탁,경상북도 안동시 남선면 도로리 634,"7,500,000",245,전
경상북도,매도-수탁,경상북도 안동시 남선면 도로리 641,"55,000,000","1,815",전
경상북도,매도-수탁,경상북도 안동시 남선면 도로리 633,"82,000,000","2,436",전
경상북도,임대-수탁,경상북도 안동시 남선면 원림리 704,"400,000","1,412",전
경상북도,임대-수탁,경상북도 안동시 남후면 광음리 973,"800,000","3,563",과수원
경상북도,임대-수탁,경상북도 안동시 녹전면 죽송리 561,"300,000","1,987",답
경상북도,임대-수탁,경상북도 안동시 녹전면 죽송리 607,"500,000","3,269",답
경상북도,임대-수탁,경상북도 안동시 도산면 동부리 826,"1,200,000","4,274",답
경상북도,임대-수탁,경상북도 안동시 도산면 선양리 421,"240,000","2,311",전
경상북도,임대-수탁,경상북도 안동시 도산면 선양리 425,"70,000",704,전
경상북도,임대-수탁,경상북도 안동시 도산면 선양리 424,"390,000","3,788",전
경상북도,임대-수탁,경상북도 안동시 도산면 온혜리 287-2,"20,000",89,전
경상북도,임대-수탁,경상북도 안동시 도산면 온혜리 288-3,"130,000",762,전
경상북도,임대-수탁,경상북도 안동시 도산면 온혜리 285,"40,000",214,전
경상북도,임대-수탁,경상북도 안동시 도산면 온혜리 284,"10,000",54,전
경상북도,임대-수탁,경상북도 안동시 도산면 태자리 1115-1,"90,000","1,226",전
경상북도,임대-수탁,경상북도 안동시 도산면 태자리 1114-1,"130,000","1,739",전
경상북도,임대-수탁,경상북도 안동시 도산면 태자리 1115,"310,000","4,091",전
경상북도,임대-수탁,경상북도 안동시 도산면 태자리 1114,"170,000","2,234",전
경상북도,임대-수탁,경상북도 안동시 북후면 신전리 203-1,"900,000","3,035",전
경상북도,매도-경영회생,경상북도 안동시 서후면 이개리 733,"24,150,000","1,150",답
경상북도,매도-경영회생,경상북도 안동시 서후면 이개리 732-1,"22,760,000","1,084",답
경상북도,임대-수탁,경상북도 안동시 서후면 이송천리 679,"700,000","2,678",전
경상북도,임대-수탁,경상북도 안동시 예안면 인계리 509,"100,000","1,326",전
경상북도,임대-수탁,경상북도 안동시 예안면 천전리 239,"700,000","5,309",전
경상북도,매도-수탁,경상북도 안동시 와룡면 가구리 572-3,"18,500,000",245,전
경상북도,매도-수탁,경상북도 안동시 와룡면 가구리 573,"120,000,000","1,587",전
경상북도,임대-수탁,경상북도 안동시 와룡면 지내리 810,"200,000","3,008",답
경상북도,매도-수탁,경상북도 안동시 임하면 임하리 1160-1,"19,000,000","1,247",답
경상북도,임대-수탁,경상북도 안동시 풍산읍 수곡리 257,"500,000","3,240",답
경상북도,매도-경영회생,경상북도 안동시 풍산읍 죽전리 356,"7,570,000",631,전
경상북도,매도-경영회생,경상북도 안동시 풍산읍 죽전리 357,"16,060,000","1,339",전
경상북도,임대-수탁,경상북도 안동시 풍천면 도양리 338,"1,000,000","2,625",답
경상북도,임대-수탁,경상북도 영덕군 강구면 소월리 233,"500,000","4,440",답
경상북도,임대-수탁,경상북도 영덕군 병곡면 아곡리 343,"400,000","2,266",답
경상북도,임대-수탁,경상북도 영덕군 영덕읍 대탄리 341,"60,000","1,101",전
경상북도,임대-경영회생,경상북도 영덕군 지품면 신안리 208,"320,000","2,542",과수원
경상북도,매도-수탁,경상북도 영양군 석보면 지경리 649,"23,210,000",699,답
경상북도,매도-수탁,경상북도 영양군 석보면 지경리 642,"54,450,000","1,634",답
경상북도,임대-수탁,경상북도 영양군 수비면 계리 191,"2,000,000","3,253",전
경상북도,매도-수탁,경상북도 영양군 수비면 수하리 364,"32,000,000",995,전
경상북도,매도-수탁,경상북도 영양군 수비면 신원리 519,"90,000,000","2,140",전
경상북도,매도-수탁,경상북도 영양군 수비면 오기리 653-1,"25,000,000","1,391",답
