시도,구분,주소,연간_임대료(원),면적(㎡),지목
충청북도,임대-수탁,충청북도 충주시 수안보면 중산리 327-2,"218,000","1,567",전
충청북도,임대-수탁,충청북도 충주시 수안보면 중산리 175,"500,000","2,112",전
충청북도,임대-수탁,충청북도 충주시 수안보면 중산리 334,"100,000",727,전
충청북도,임대-수탁,충청북도 충주시 수안보면 중산리 326-1,"168,000","1,210",전
충청북도,임대-수탁,충청북도 충주시 수안보면 중산리 327-2,"218,000","1,567",전
충청북도,임대-수탁,충청북도 충주시 수안보면 중산리 175,"500,000","2,112",전
충청북도,임대-수탁,충청북도 충주시 수안보면 중산리 329-1,"147,000","1,058",전
충청북도,임대-수탁,충청북도 충주시 수안보면 화천리 442,"470,000","4,701",과수원
충청북도,임대-수탁,충청북도 충주시 신니면 광월리 727-4,"210,000","2,427",전
충청북도,임대-수탁,충청북도 충주시 신니면 광월리 726-1,"90,000",955,전
충청북도,임대-공공임대용,충청북도 충주시 신니면 마수리 691,"1,341,000","4,471.60",답
충청북도,임대-공공임대용,충청북도 충주시 신니면 마수리 692,"893,000","2,978.40",답
충청북도,임대-공공임대용,충청북도 충주시 신니면 마수리 692,"893,000","2,978.40",답
충청북도,임대-공공임대용,충청북도 충주시 신니면 마수리 690,"1,316,000","4,388.30",답
충청북도,임대-수탁,충청북도 충주시 신니면 문숭리 915,"300,000","2,644",전
충청북도,임대-수탁,충청북도 충주시 신니면 문숭리 920,"100,000",840,전
충청북도,임대-맞춤형,충청북도 충주시 신니면 용원리 113,"680,000","3,587",답
충청북도,임대-맞춤형,충청북도 충주시 신니면 용원리 108-2,"340,000","1,788",답
충청북도,임대-수탁,충청북도 충주시 신니면 화석리 381-6,"140,000","2,749",전
충청북도,임대-수탁,충청북도 충주시 안림동 52-54,"30,000","1,025",전
충청북도,임대-수탁,충청북도 충주시 안림동 186,"500,000","2,704",전
충청북도,임대-수탁,충청북도 충주시 안림동 66,"300,000","2,340",과수원
충청북도,임대-수탁,충청북도 충주시 안림동 186,"500,000","2,704",전
충청북도,임대-수탁,충청북도 충주시 안림동 66,"300,000","2,340",과수원
충청북도,임대-수탁,충청북도 충주시 안림동 175,"500,000","3,200",전
충청북도,임대-수탁,충청북도 충주시 앙성면 돈산리 308-1,"300,000","1,699",전
충청북도,임대-수탁,충청북도 충주시 앙성면 돈산리 37,"200,000","1,891",전
충청북도,임대-수탁,충청북도 충주시 앙성면 돈산리 105-6,"720,000","2,215",과수원
충청북도,임대-수탁,충청북도 충주시 앙성면 본평리 52,"800,000","3,950",전
충청북도,임대-수탁,충청북도 충주시 앙성면 본평리 31-2,"134,000","1,342",전
충청북도,임대-수탁,충청북도 충주시 앙성면 본평리 98,"177,000","1,772",전
충청북도,임대-수탁,충청북도 충주시 앙성면 본평리 35,"59,000",582,전
충청북도,임대-수탁,충청북도 충주시 앙성면 영죽리 27-5,"800,000","2,753",전
충청북도,임대-수탁,충청북도 충주시 앙성면 용포리 399,"580,000","1,333",과수원
충청북도,임대-수탁,충청북도 충주시 앙성면 용포리 396,"1,690,000","3,877",과수원
충청북도,임대-수탁,충청북도 충주시 앙성면 용포리 407,"730,000","1,675",과수원
충청북도,임대-수탁,충청북도 충주시 앙성면 용포리 391,"600,000","3,369",과수원
충청북도,임대-수탁,충청북도 충주시 앙성면 중전리 513,"210,000","1,273",전
충청북도,임대-수탁,충청북도 충주시 앙성면 중전리 514,"70,000",374,전
충청북도,임대-수탁,충청북도 충주시 앙성면 중전리 511,"320,000","1,909",전
충청북도,임대-수탁,충청북도 충주시 앙성면 지당리 576,"100,000",995,전
충청북도,임대-수탁,충청북도 충주시 엄정면 신만리 612,"300,000","1,996",답
충청북도,임대-수탁,충청북도 충주시 용산동 1836,"30,000",674,전
충청북도,임대-수탁,충청북도 충주시 용산동 1825,"230,000","5,742",전
충청북도,임대-수탁,충청북도 충주시 용산동 1834,"90,000","2,152",전
충청북도,임대-수탁,충청북도 충주시 용산동 1824,"10,000",188,전
충청북도,매도-경영회생,충청북도 충주시 주덕읍 사락리 399-1,"120,744,000","9,288",과수원
충청북도,매도-경영회생,충청북도 충주시 주덕읍 사락리 387-1,"465,108,000","33,222",과수원
충청북도,임대-수탁,충청북도 충주시 주덕읍 삼청리 881-1,"410,000","1,226",과수원
충청북도,임대-수탁,충청북도 충주시 주덕읍 삼청리 882,"320,000",932,과수원
충청북도,임대-수탁,충청북도 충주시 주덕읍 삼청리 883-1,"670,000","1,993",과수원
충청북도,임대-수탁,충청북도 흥덕구 강내면 산단리 1-5,"3,000,000","3,161",전
충청북도,임대-수탁,충청북도 흥덕구 강내면 산단리 1-2,"2,000,000","2,043",전
충청남도,매도-수탁,충청남도 계룡시 엄사면 도곡리 227,"700,000,000","5,940",답
충청남도,임대-수탁,충청남도 공주시 계룡면 중장리 552,"1,400,000","3,104",답
충청남도,임대-수탁,충청남도 공주시 동현동 374,"453,000","1,600",답
충청남도,임대-수탁,충청남도 공주시 동현동 389,"210,000",744,답
충청남도,임대-수탁,충청남도 공주시 동현동 375,"137,000",486,답
충청남도,임대-수탁,충청남도 공주시 사곡면 유룡리 556,"200,000","1,216",전
충청남도,임대-수탁,충청남도 공주시 송선동 406,"1,000,000","2,502",답
충청남도,임대-공공임대용,충청남도 공주시 우성면 보흥리 573-4,"620,200","3,101",답
충청남도,임대-공공임대용,충청남도 공주시 우성면 보흥리 573-3,"598,400","2,992",답
충청남도,임대-공공임대용,충청남도 공주시 우성면 보흥리 573-2,"185,400",927,답
충청남도,임대-수탁,충청남도 공주시 의당면 청룡리 122-5,"2,000,000","2,995",답
충청남도,임대-경영회생,충청남도 공주시 이인면 달산리 39-3,"83,000",615,전
충청남도,매도-경영회생,충청남도 공주시 이인면 주봉리 345,"37,560,000","1,565",답
충청남도,매도-경영회생,충청남도 공주시 이인면 초봉리 469-2,"17,753,000",433,전
충청남도,임대-수탁,충청남도 공주시 정안면 대산리 73,"1,400,000","1,904",답
충청남도,임대-수탁,충청남도 공주시 탄천면 광명리 268-1,"120,000","1,164",답
충청남도,임대-수탁,충청남도 공주시 탄천면 광명리 278,"380,000","3,669",답
충청남도,임대-수탁,충청남도 공주시 탄천면 국동리 83,"300,000","2,192",답
충청남도,임대-수탁,충청남도 공주시 탄천면 남산리 501,"1,440,000","5,273",답
충청남도,임대-수탁,충청남도 공주시 탄천면 분강리 40-2,"800,000","1,236",전
충청남도,임대-수탁,충청남도 금산군 군북면 내부리 24,"500,000","1,150",전
충청남도,임대-수탁,충청남도 금산군 군북면 보광리 253,"300,000","1,683",전
충청남도,임대-수탁,충청남도 금산군 군북면 호티리 157,"250,000",793,전
충청남도,임대-경영회생,충청남도 금산군 금성면 대암리 609,"124,950",833,전
충청남도,임대-경영회생,충청남도 금산군 금성면 대암리 606,"201,300","1,342",전
충청남도,임대-경영회생,충청남도 금산군 금성면 대암리 489,"306,900","2,046",전
충청남도,임대-수탁,충청남도 금산군 금성면 도곡리 365,"300,000","1,759",전
충청남도,임대-수탁,충청남도 금산군 금성면 마수리 228,"200,000","1,696",전
충청남도,임대-경영회생,충청남도 금산군 금성면 하신리 367,"250,680","2,089",답
충청남도,임대-경영회생,충청남도 금산군 금성면 하신리 626-1,"116,160",968,전
충청남도,임대-경영회생,충청남도 금산군 금성면 하신리 626-1,"116,160",968,전
충청남도,임대-경영회생,충청남도 금산군 금성면 하신리 380,"367,500","2,450",전
충청남도,임대-수탁,충청남도 금산군 남이면 석동리 124-7,"200,000","1,814",전
충청남도,임대-수탁,충청남도 금산군 남이면 역평리 329-1,"200,000",813,답
충청남도,임대-수탁,충청남도 금산군 남이면 역평리 328,"150,000",582,답
충청남도,임대-수탁,충청남도 금산군 남일면 덕천리 540-2,"450,000","1,587",전
충청남도,임대-수탁,충청남도 금산군 복수면 수영리 151-1,"393,000","1,495",전
충청남도,임대-수탁,충청남도 금산군 복수면 수영리 151-2,"32,000",124,전
충청남도,임대-수탁,충청남도 금산군 복수면 수영리 170,"375,000","1,425",전
충청남도,임대-수탁,충청남도 금산군 부리면 선원리 7-1,"255,000","3,101",전
충청남도,임대-수탁,충청남도 금산군 부리면 선원리 6,"155,000","1,864",전
충청남도,임대-수탁,충청남도 금산군 부리면 선원리 8,"160,000","1,970",전
충청남도,임대-경영회생,충청남도 금산군 부리면 어재리 343,"162,150","1,081",전
충청남도,임대-경영회생,충청남도 금산군 부리면 어재리 341,"181,740","1,211.60",전
충청남도,임대-경영회생,충청남도 금산군 부리면 예미리 428-11,"204,960","1,708",전
충청남도,임대-수탁,충청남도 금산군 제원면 용화리 550-1,"600,000","2,032",답
충청남도,임대-수탁,충청남도 금산군 진산면 두지리 219-1,"80,000",357,전
충청남도,임대-수탁,충청남도 금산군 진산면 두지리 219-2,"457,000","2,043",전
충청남도,임대-수탁,충청남도 금산군 진산면 두지리 320-1,"313,000","1,398",전
충청남도,임대-수탁,충청남도 금산군 추부면 성당리 423-1,"300,000","1,316",답
충청남도,임대-수탁,충청남도 금산군 추부면 성당리 214-4,"500,000","3,689",전
충청남도,임대-공공임대용,충청남도 논산시 광석면 사월리 520-4,"2,495,470","9,710",답
충청남도,임대-수탁,충청남도 논산시 상월면 상도리 22-39,"500,000","3,837",답
충청남도,임대-수탁,충청남도 논산시 상월면 신충리 141-1,"500,000","1,370",답
충청남도,임대-수탁,충청남도 논산시 성동면 우곤리 380-1,"1,440,000","2,885",답
충청남도,매도-맞춤형,충청남도 논산시 성동면 화정리 58-5,"121,020,000","4,707",답
충청남도,임대-수탁,충청남도 논산시 양촌면 모촌리 390-26,"1,500,000","3,114",답
충청남도,매도-수탁,충청남도 논산시 연무읍 마전리 991-2,"90,000,000","2,975",답
충청남도,매도-수탁,충청남도 논산시 연무읍 마전리 1141-6,"119,000,000","4,020",답
충청남도,매도-수탁,충청남도 논산시 연무읍 마전리 991,"110,000,000","3,700",답
충청남도,매도-수탁,충청남도 논산시 연무읍 봉동리 1010-2,"13,000,000",988,답
충청남도,임대-수탁,충청남도 논산시 연무읍 안심리 393,"872,000","3,600",답
충청남도,임대-수탁,충청남도 논산시 연산면 백석리 186-2,"141,000",461,답
충청남도,임대-수탁,충청남도 논산시 연산면 백석리 185-45,"229,000",752,답
충청남도,임대-수탁,충청남도 논산시 연산면 백석리 185-33,"1,050,000","3,448",답
충청남도,매도-수탁,충청남도 논산시 은진면 용산리 552-2,"91,927,000","3,792",전
충청남도,매도-수탁,충청남도 논산시 은진면 용산리 577,"64,751,000","2,671",답
충청남도,매도-수탁,충청남도 논산시 은진면 용산리 587,"51,854,000","2,139",전
충청남도,매도-수탁,충청남도 논산시 지산동 356-2,"126,000,000","2,080",답
충청남도,임대-수탁,충청남도 논산시 지산동 290-8,"475,000","2,195",답
충청남도,임대-수탁,충청남도 논산시 채운면 화산리 515-5,"520,000","1,025",답
충청남도,임대-수탁,충청남도 논산시 채운면 화산리 515-4,"670,000","1,322",답
충청남도,임대-수탁,충청남도 당진시 면천면 성하리 429-6,"1,000,000","2,556.10",답
충청남도,임대-수탁,충청남도 당진시 송산면 금암리 23,"300,000","2,026",답
충청남도,임대-수탁,충청남도 당진시 송악읍 가교리 117,"680,000","2,969",답
충청남도,임대-수탁,충청남도 당진시 송악읍 방계리 146-3,"400,000","1,494",답
충청남도,임대-수탁,충청남도 당진시 송악읍 복운리 234-2,"80,000",335,답
충청남도,임대-수탁,충청남도 당진시 송악읍 복운리 234,"370,000","1,532",답
충청남도,임대-수탁,충청남도 당진시 송악읍 영천리 140-5,"320,000","1,980",답
충청남도,임대-수탁,충청남도 당진시 송악읍 영천리 227,"200,000","2,221",답
충청남도,임대-수탁,충청남도 당진시 우강면 송산리 79-10,"1,000,000","3,640",답
충청남도,임대-수탁,충청남도 당진시 원당동 31,"104,000",608,답
충청남도,임대-수탁,충청남도 당진시 원당동 30,"247,000","1,517",답
충청남도,임대-수탁,충청남도 당진시 원당동 33-2,"99,000",638,답
충청남도,임대-수탁,충청남도 보령시 궁촌동 180-2,"450,000","1,994",답
충청남도,임대-수탁,충청남도 보령시 남포면 봉덕리 461-2,"150,000",843,답
충청남도,임대-수탁,충청남도 보령시 남포면 봉덕리 459,"150,000",797,답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 70-2,"428,000","1,424",답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 69,"260,000","1,200",답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 70-4,"419,000","1,392",답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 73-10,"340,000","1,172",답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 70-3,"542,000","1,803",답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 69,"260,000","1,200",답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 70-4,"419,000","1,392",답
충청남도,임대-수탁,충청남도 보령시 남포면 소송리 70-1,"391,000","1,299",답
충청남도,임대-수탁,충청남도 보령시 남포면 월전리 805-5,"1,300,000","5,056.80",답
충청남도,임대-수탁,충청남도 보령시 천북면 신덕리 531-9,"184,000","2,533",전
충청남도,임대-수탁,충청남도 보령시 천북면 신덕리 505-1,"116,000","1,593",전
충청남도,임대-수탁,충청남도 보령시 청라면 내현리 48,"302,500","1,782",답
충청남도,임대-수탁,충청남도 보령시 청라면 내현리 508-1,"457,500","1,830",답
충청남도,매도-수탁,충청남도 보령시 청라면 장산리 32-3,"59,075,000","2,363",답
충청남도,임대-수탁,충청남도 보령시 청소면 장곡리 543,"200,000","1,550",답
충청남도,임대-수탁,충청남도 부여군 구룡면 금사리 54-11,"2,000",78,답
충청남도,임대-수탁,충청남도 부여군 구룡면 금사리 54-10,"252,000","1,043",답
충청남도,임대-수탁,충청남도 부여군 구룡면 금사리 53-14,"1,800,000","3,720",답
충청남도,임대-수탁,충청남도 부여군 세도면 장산리 259,"354,000","1,180",답
충청남도,임대-수탁,충청남도 부여군 세도면 청송리 379-2,"20,000",132,답
충청남도,임대-수탁,충청남도 부여군 세도면 청포리 668,"380,000","3,210",답
충청남도,매도-맞춤형,충청남도 부여군 양화면 상촌리 233-4,"25,440,000",702,답
충청남도,매도-맞춤형,충청남도 부여군 양화면 상촌리 233-5,"145,560,000","4,006",답
충청남도,임대-수탁,충청남도 부여군 외산면 만수리 38,"500,000",859,과수원
충청남도,임대-수탁,충청남도 부여군 외산면 만수리 30-4,"1,000,000","1,542.90",과수원
충청남도,임대-수탁,충청남도 부여군 외산면 반교리 8-2,"350,000","1,008",답
충청남도,임대-수탁,충청남도 부여군 외산면 반교리 14,"300,000","1,038",답
충청남도,임대-수탁,충청남도 부여군 외산면 반교리 24,"400,000","1,805",답
충청남도,임대-수탁,충청남도 부여군 외산면 수신리 399-4,"1,020,000","3,110.60",답
충청남도,임대-수탁,충청남도 부여군 외산면 수신리 399-3,"1,000,000","3,000.50",답
충청남도,임대-수탁,충청남도 부여군 외산면 화성리 17,"954,000","3,536",답
충청남도,임대-수탁,충청남도 부여군 외산면 화성리 19,"46,000",162,답
충청남도,임대-수탁,충청남도 부여군 은산면 은산리 8-3,"781,000","1,326",전
충청남도,임대-수탁,충청남도 부여군 은산면 은산리 8-5,"219,000",371,전
충청남도,임대-수탁,충청남도 부여군 은산면 장벌리 113-1,"415,000","2,625",답
충청남도,임대-수탁,충청남도 부여군 은산면 장벌리 113-3,"210,000","1,322",답
충청남도,임대-수탁,충청남도 부여군 은산면 장벌리 123,"175,000","1,104",답
충청남도,임대-수탁,충청남도 부여군 임천면 비정리 184-3,"140,000","1,746",답
충청남도,임대-수탁,충청남도 부여군 임천면 비정리 184-2,"160,000","1,867",답
충청남도,임대-수탁,충청남도 부여군 홍산면 상천리 547-1,"350,000","1,419",답
충청남도,임대-수탁,충청남도 부여군 홍산면 상천리 547-2,"460,000","1,783",답
충청남도,임대-수탁,충청남도 서산시 고북면 남정리 831,"490,000","4,231",답
충청남도,임대-수탁,충청남도 서산시 고북면 신상리 1230,"300,000","1,395",답
충청남도,임대-수탁,충청남도 서산시 대산읍 운산리 404-2,"110,000","1,194.20",답
충청남도,임대-수탁,충청남도 서산시 부석면 대두리 736-3,"2,250,000","5,946",답
충청남도,임대-수탁,충청남도 서산시 음암면 부장리 154-1,"140,000","2,291",답
충청남도,임대-수탁,충청남도 서산시 인지면 성리 528-2,"750,000","3,788",답
충청남도,임대-수탁,충청남도 서산시 인지면 애정리 221-1,"100,000",884.1,답
충청남도,임대-수탁,충청남도 서산시 인지면 애정리 220-2,"400,000","3,426.70",답
충청남도,매도-맞춤형,충청남도 서산시 팔봉면 어송리 1700-8,"39,000,000","1,410",답
충청남도,임대-수탁,충청남도 서천군 기산면 가공리 377-2,"82,000",304,답
충청남도,임대-수탁,충청남도 서천군 기산면 가공리 377-1,"340,000","1,283",답
충청남도,임대-수탁,충청남도 서천군 기산면 가공리 374,"220,000",833,답
충청남도,임대-수탁,충청남도 서천군 기산면 가공리 374,"220,000",833,답
충청남도,임대-수탁,충청남도 서천군 기산면 가공리 375,"25,000",93,답
충청남도,매도-맞춤형,충청남도 서천군 기산면 화산리 274-1,"149,380,000","4,703",답
충청남도,임대-수탁,충청남도 서천군 마산면 벽오리 166,"200,000","1,712",답
충청남도,매도-맞춤형,충청남도 서천군 마서면 옥산리 813-3,"107,590,000","3,557",답
충청남도,매도-맞춤형,충청남도 서천군 마서면 죽산리 171-1,"103,780,000","3,431",답
충청남도,임대-수탁,충청남도 서천군 문산면 문장리 194,"200,000",780,답
충청남도,매도-맞춤형,충청남도 서천군 문산면 은곡리 368-10,"90,000,000","3,278",답
충청남도,임대-수탁,충청남도 서천군 비인면 구복리 329-1,"2,000,000","2,130.30",답
충청남도,임대-수탁,충청남도 서천군 비인면 구복리 329-2,"2,000,000","1,693.90",답
충청남도,임대-수탁,충청남도 서천군 비인면 남당리 321,"230,000","1,332",답
충청남도,임대-수탁,충청남도 서천군 비인면 성내리 405,"130,000",869,답
충청남도,임대-수탁,충청남도 서천군 비인면 성내리 406,"220,000","1,405",답
충청남도,임대-수탁,충청남도 서천군 비인면 성내리 402,"250,000","1,653",답
충청남도,매도-맞춤형,충청남도 서천군 비인면 성북리 583,"66,550,000","2,000",답
충청남도,매도-맞춤형,충청남도 서천군 비인면 성북리 580-2,"65,550,000","1,970",답
충청남도,매도-맞춤형,충청남도 서천군 비인면 성북리 574,"56,900,000","1,710",답
충청남도,매도-맞춤형,충청남도 서천군 서면 주항리 472-1,"25,000,000","2,067.70",답
충청남도,임대-수탁,충청남도 서천군 서천읍 삼산리 927,"4,950,000","5,858.10",답
충청남도,임대-수탁,충청남도 서천군 서천읍 신송리 906,"3,800,000","3,863.50",답
충청남도,임대-수탁,충청남도 서천군 장항읍 옥산리 193,"22,000",506,답
충청남도,임대-수탁,충청남도 서천군 장항읍 옥산리 234-9,"20,000",159,답
충청남도,임대-수탁,충청남도 서천군 장항읍 옥산리 234-10,"290,000","1,881",답
충청남도,임대-수탁,충청남도 서천군 장항읍 옥산리 191,"78,000","1,792",답
충청남도,임대-수탁,충청남도 서천군 종천면 장구리 655-1,"300,000","1,481",답
충청남도,임대-수탁,충청남도 서천군 종천면 종천리 181-2,"94,000",466,전
충청남도,임대-수탁,충청남도 서천군 종천면 종천리 183,"156,000",763,전
충청남도,임대-수탁,충청남도 서천군 종천면 화산리 195,"950,000","1,759",답
충청남도,임대-수탁,충청남도 서천군 판교면 문곡리 280-2,"800,000","2,801.30",답
충청남도,임대-수탁,충청남도 서천군 판교면 복대리 306,"470,000","1,167",답
충청남도,임대-수탁,충청남도 서천군 판교면 복대리 297,"880,000","2,169",답
충청남도,임대-수탁,충청남도 서천군 판교면 복대리 235-1,"610,000","1,514",답
충청남도,임대-수탁,충청남도 서천군 판교면 복대리 298,"320,000",787,답
충청남도,임대-수탁,충청남도 서천군 판교면 심동리 501,"800,000","4,949",답
충청남도,임대-수탁,충청남도 서천군 판교면 현암리 401-1,"1,843,000","6,386",답
충청남도,임대-수탁,충청남도 서천군 판교면 현암리 101-4,"97,000",337,답
충청남도,임대-수탁,충청남도 서천군 판교면 현암리 98-2,"60,000",198,답
충청남도,임대-수탁,충청남도 서천군 한산면 호암리 181-2,"1,300,000","2,936",답
충청남도,매도-맞춤형,충청남도 서천군 화양면 활동리 117-11,"93,920,000","3,268.30",답
충청남도,임대-수탁,충청남도 아산시 선장면 대흥리 314-7,"516,000","2,048",답
충청남도,임대-수탁,충청남도 아산시 선장면 대흥리 314-4,"504,000","2,000",답
충청남도,매도-경영회생,충청남도 아산시 신창면 읍내리 29,"184,998,000","2,803",답
충청남도,매도-경영회생,충청남도 아산시 염치읍 대동리 213,"1,398,870,000","12,717",답
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-14,"1,700,000","3,757",전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 671-115,"50,000",111,전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-13,"5,800,000","12,876",과수원
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-25,"280,000",623,전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 76-19,"480,000","1,053",전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 76-1,"260,000",589,전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-24,"610,000","1,377",전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-12,"1,350,000","3,005",전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 671-115,"50,000",111,전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-13,"5,800,000","12,876",과수원
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-25,"280,000",623,전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 76-19,"480,000","1,053",전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 76-1,"260,000",589,전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 623-24,"610,000","1,377",전
충청남도,임대-수탁,충청남도 예산군 고덕면 상궁리 75-3,"700,000","1,520",전
충청남도,임대-수탁,충청남도 예산군 광시면 관음리 194-1,"520,000","1,810",답
충청남도,임대-수탁,충청남도 예산군 광시면 관음리 194-3,"820,000","2,855",답
충청남도,임대-수탁,충청남도 예산군 광시면 관음리 195-2,"710,000","2,510",답
충청남도,임대-수탁,충청남도 예산군 광시면 광시리 560,"300,000",506,전
충청남도,임대-수탁,충청남도 예산군 광시면 광시리 561,"2,300,000","3,897",전
충청남도,임대-수탁,충청남도 예산군 광시면 광시리 55-2,"4,100,000","7,169",전
충청남도,임대-수탁,충청남도 예산군 광시면 광시리 565-1,"500,000",866,전
충청남도,임대-수탁,충청남도 예산군 광시면 운산리 133-1,"800,000","1,438",전
충청남도,임대-수탁,충청남도 청양군 정산면 서정리 517,"220,000","1,445",전
충청남도,임대-수탁,충청남도 청양군 정산면 서정리 518-2,"160,000",975,전
충청남도,임대-수탁,충청남도 청양군 청양읍 정좌리 369-1,"150,000","1,517",답
충청남도,임대-수탁,충청남도 태안군 근흥면 안기리 121,"100,000","2,277",답
충청남도,임대-수탁,충청남도 태안군 남면 신장리 222,"330,000","1,140",답
충청남도,임대-수탁,충청남도 태안군 남면 신장리 219,"170,000",496,답
충청남도,임대-수탁,충청남도 태안군 소원면 소근리 650-5,"450,000","1,927.20",답
충청남도,임대-공공임대용,충청남도 태안군 소원면 파도리 543-194,"449,600","2,044",답
충청남도,임대-공공임대용,충청남도 태안군 소원면 파도리 543-196,"737,400","3,352",답
충청남도,임대-수탁,충청남도 태안군 안면읍 승언리 1578-1,"200,000",557.1,답
충청남도,임대-수탁,충청남도 태안군 안면읍 승언리 1579-1,"500,000","1,381.40",답
충청남도,임대-수탁,충청남도 태안군 안면읍 중장리 2218-5,"440,000","1,488.80",답
충청남도,임대-수탁,충청남도 태안군 안면읍 중장리 2218-4,"1,000,000","3,433.40",답
충청남도,임대-수탁,충청남도 태안군 안면읍 창기리 1445-9,"750,000","2,351",답
충청남도,임대-수탁,충청남도 태안군 원북면 반계리 870,"100,000","1,458",답
충청남도,임대-수탁,충청남도 태안군 원북면 양산리 213-1,"1,000,000","4,131",답
충청남도,임대-수탁,충청남도 태안군 원북면 양산리 205-1,"250,000","1,017",답
충청남도,임대-경영회생,충청남도 홍성군 갈산면 취생리 511,"516,060","2,883",답
충청남도,임대-경영회생,충청남도 홍성군 갈산면 취생리 320-2,"457,530","2,556",답
충청남도,임대-경영회생,충청남도 홍성군 갈산면 취생리 457,"269,220","1,504",답
충청남도,임대-경영회생,충청남도 홍성군 갈산면 취생리 338-1,"108,150",721,전
충청남도,임대-수탁,충청남도 홍성군 광천읍 월림리 590,"320,000","1,521",답
충청남도,임대-수탁,충청남도 홍성군 구항면 오봉리 638-2,"200,000","1,099",답
충청남도,임대-수탁,충청남도 홍성군 구항면 오봉리 638-3,"100,000",554,답
충청남도,임대-수탁,충청남도 홍성군 금마면 부평리 346,"150,000","1,091",답
충청남도,임대-공공임대용,충청남도 홍성군 금마면 월암리 879-4,"240,000","1,413.50",답
충청남도,임대-경영회생,충청남도 홍성군 금마면 화양리 563-3,"497,270","2,400",답
충청남도,임대-수탁,충청남도 홍성군 장곡면 행정리 733,"800,000","7,068",전
충청남도,임대-수탁,충청남도 홍성군 홍북읍 봉신리 266-30,"300,000","3,093",전
전라남도,임대-수탁,전라남도 강진군 강진읍 덕남리 750,"800,000","1,983",답
전라남도,임대-공공임대용,전라남도 강진군 군동면 덕천리 1186-2,"300,400","1,502",답
전라남도,임대-수탁,전라남도 강진군 군동면 석교리 594-1,"1,075,000","3,950",답
전라남도,임대-수탁,전라남도 강진군 군동면 장산리 503-12,"159,000","1,587",답
전라남도,임대-수탁,전라남도 강진군 도암면 용흥리 613,"120,000","1,180",답
전라남도,임대-수탁,전라남도 강진군 도암면 항촌리 841,"359,000","1,484",답
전라남도,임대-수탁,전라남도 강진군 도암면 항촌리 844,"215,000",892,답
전라남도,임대-수탁,전라남도 강진군 마량면 수인리 517-17,"300,000","1,986",답
전라남도,임대-수탁,전라남도 강진군 병영면 하고리 697-3,"1,000,000","3,002",답
전라남도,임대-수탁,전라남도 강진군 성전면 금당리 869-3,"422,000","1,688",답
전라남도,임대-수탁,전라남도 강진군 성전면 금당리 869-4,"278,000","1,114",답
전라남도,임대-수탁,전라남도 강진군 성전면 금당리 624-12,"128,000","1,280",답
전라남도,임대-수탁,전라남도 강진군 성전면 금당리 624-13,"100,000",991,답
전라남도,임대-수탁,전라남도 강진군 성전면 금당리 869-6,"196,000","1,951",답
전라남도,임대-수탁,전라남도 강진군 성전면 금당리 869-5,"226,000","2,259",답
전라남도,임대-수탁,전라남도 강진군 성전면 금당리 647,"100,000",995,답
전라남도,임대-수탁,전라남도 강진군 작천면 삼열리 280-3,"660,000","2,375",답
전라남도,임대-수탁,전라남도 강진군 칠량면 단월리 743-3,"772,000","2,970",답
전라남도,임대-수탁,전라남도 강진군 칠량면 단월리 1090-7,"833,000","3,205.50",답
전라남도,임대-수탁,전라남도 고흥군 과역면 과역리 1465,"700,000","2,378",답
전라남도,매도-맞춤형,전라남도 고흥군 남양면 신흥리 1079-4,"53,360,000","2,520",답
전라남도,매도-맞춤형,전라남도 고흥군 남양면 신흥리 1079-5,"49,900,000","2,357",답
전라남도,임대-수탁,전라남도 고흥군 남양면 장담리 731,"100,000",995,답
전라남도,임대-수탁,전라남도 고흥군 남양면 장담리 1821-1,"200,000","2,982",답
전라남도,임대-수탁,전라남도 고흥군 대서면 남정리 2107-15,"1,000,000","3,480",답
전라남도,임대-수탁,전라남도 고흥군 대서면 송강리 148-2,"150,000","1,000",답
전라남도,임대-수탁,전라남도 고흥군 대서면 송강리 148-1,"450,000","2,828",답
전라남도,임대-공공임대용,전라남도 고흥군 대서면 화산리 54,"273,000","1,709",답
