School_Name,School_Type,County,City,Town,Address,Latitude,Longitude
한국생명과학고등학교,고등학교,경상북도,안동시,옥동,1230,36.55044902,128.6877646
성희여자고등학교,고등학교,경상북도,안동시,정하동,산102-1,36.55153109,128.7291442
강경상업고등학교,고등학교,충청남도,논산시,강경읍,남교리 1,36.16142445,127.023298
거제고등학교,고등학교,경상남도,거제시,아주동,295-8,34.86108759,128.6884261
거제공업고등학교,고등학교,경상남도,거제시,고현동,920-2,34.88210511,128.614194
부산소프트웨어마이스터고등학교,고등학교,부산광역시,강서구,봉림동,15,35.18926099,128.9039687
대구여자고등학교,고등학교,대구광역시,수성구,범어동,240-4,35.856509,128.6298641
인천만수고등학교,고등학교,인천광역시,남동구,만수동,605-5,37.447099,126.7422697
무거고등학교,고등학교,울산광역시,남구,무거동,1000,35.53627893,129.2507423
우신고등학교,고등학교,서울특별시,구로구,궁동,230,37.49490231,126.8263536
주천고등학교,고등학교,강원특별자치도,영월군,주천면,주천리 1430 번지,37.27355179,128.2650794
광주자동화설비공업고등학교,고등학교,광주광역시,광산구,우산동,1084,35.15002094,126.8140921
부산디지털고등학교,고등학교,부산광역시,중구,영주동,446-2,35.10885429,129.0324467
김화공업고등학교,고등학교,강원특별자치도,철원군,서면,와수리 589-5 번지,38.24340756,127.434946
문현고등학교,고등학교,울산광역시,동구,방어동,1008,35.48239565,129.4091804
춘천여자고등학교,고등학교,강원특별자치도,춘천시,동면,만천리 산133-15,37.88848989,127.7635403
상명대학교사범대학부속여자고등학교,고등학교,서울특별시,종로구,홍지동,7-1,37.60410891,126.9551595
양산제일고등학교,고등학교,경상남도,양산시,교동,273,35.34459992,129.023799
영양여자고등학교,고등학교,경상북도,영양군,영양읍,동부리 5,36.66188808,129.1297626
성복고등학교,고등학교,경기도,용인시,수지구,성복동 782,37.32336344,127.061123
부산센텀여자고등학교,고등학교,부산광역시,해운대구,우동,1025-127,35.16591884,129.1443578
김천생명과학고등학교,고등학교,경상북도,김천시,교동,581,36.13632669,128.102178
양구고등학교,고등학교,강원특별자치도,양구군,양구읍,186-3 번지,38.10101742,127.9908281
포천고등학교,고등학교,경기도,포천시,신읍동,345,37.89142616,127.1923465
포항중앙고등학교,고등학교,경상북도,포항시,북구,우현동 437-2,36.06507791,129.3496382
시흥고등학교,고등학교,경기도,시흥시,하상동,384,37.38959641,126.8140881
부산자동차고등학교,고등학교,부산광역시,사하구,장림동,878,35.07556112,128.9643074
늘푸른고등학교,고등학교,경기도,성남시,분당구,정자동 6-3,37.37332701,127.1053275
미사고등학교,고등학교,경기도,하남시,망월동,933,37.57050336,127.193301
계성여자고등학교,고등학교,부산광역시,연제구,거제동,643-162,35.18297547,129.0678658
약산고등학교,고등학교,전라남도,완도군,약산면,장용리 850,34.39213844,126.8996588
대전대신고등학교,고등학교,대전광역시,서구,복수동,283-63,36.30895881,127.3800492
이리고등학교,고등학교,전북특별자치도,익산시,남중동,277,35.94925081,126.9557741
인천영흥고등학교,고등학교,인천광역시,옹진군,영흥면,내리 496-95,37.265211,126.4794201
남양주고등학교,고등학교,경기도,남양주시,화도읍,월산리 99-4,37.65247358,127.3344687
문학정보고등학교,고등학교,인천광역시,미추홀구,문학동,394-4,37.43549148,126.6866821
신장고등학교,고등학교,경기도,하남시,신장동,369,37.543828,127.2096778
고양고등학교,고등학교,경기도,고양시,덕양구,삼송동 45-2,37.6542399,126.8908686
청명고등학교,고등학교,경기도,수원시,영통구,영통동 956-1,37.26089042,127.0773249
전남예술고등학교,고등학교,전라남도,무안군,삼향읍,유교리 1055-8,34.84699033,126.4316104
경민고등학교,고등학교,경기도,의정부시,가능동,562-6,37.74612458,127.0251316
지평선고등학교,고등학교,전북특별자치도,김제시,성덕면,묘라리 99-1,35.82821233,126.8312524
양평전자과학고등학교,고등학교,경기도,양평군,양서면,국수리 330-12,37.51009186,127.4009331
화순고등학교,고등학교,전라남도,화순군,화순읍,삼천리 752-3,35.05376082,126.9835194
광주전자공업고등학교,고등학교,광주광역시,광산구,월계동,864-2,35.20485605,126.8407682
대연고등학교,고등학교,부산광역시,남구,대연동,670-4,35.12879874,129.1019811
분당영덕여자고등학교,고등학교,경기도,성남시,분당구,야탑동 455,37.40529859,127.1394071
전남외국어고등학교,고등학교,전라남도,나주시,용산동,51-1,34.99437053,126.7227378
영동고등학교,고등학교,충청북도,영동군,영동읍,계산리 72-7,36.16949301,127.7884058
한강미디어고등학교,고등학교,서울특별시,영등포구,양평동4가,315-1,37.53929145,126.8972599
칠성고등학교,고등학교,대구광역시,북구,칠성동2가,168-13,35.88060728,128.5912615
유성고등학교,고등학교,대전광역시,유성구,구암동,613-9,36.34921738,127.334775
진천상업고등학교,고등학교,충청북도,진천군,진천읍,신정리 662-1,36.84776396,127.443637
효원고등학교,고등학교,경기도,수원시,영통구,매탄동 1154,37.25941827,127.0390512
광주석산고등학교,고등학교,광주광역시,남구,백운동,432-2,35.13849282,126.908795
인천하늘고등학교,고등학교,인천광역시,중구,운서동,3074,37.49546571,126.5070803
경주정보고등학교,고등학교,경상북도,경주시,충효동,549-6,35.84182328,129.176299969
공동체비전고등학교,고등학교,충청남도,서천군,서천읍,태월리 75-1,36.10022398,126.712868
가림고등학교,고등학교,인천광역시,서구,가좌동,30-92,37.49261929,126.6812015
성의여자고등학교,고등학교,경상북도,김천시,평화동,406-6,36.11961289,128.1133186
포은고등학교,고등학교,경상북도,영천시,금호읍,대미리 930-23,35.93987039,128.8782801
삼성생활예술고등학교,고등학교,경상북도,경주시,내남면,이조리 585,35.75247154,129.1993527
남강고등학교,고등학교,서울특별시,관악구,신림동,627-1,37.47137567,126.9249091
진도실업고등학교,고등학교,전라남도,진도군,진도읍,교동리 596-1,34.48303174,126.2600368
청송고등학교,고등학교,경상북도,청송군,청송읍,금곡리 815-3,36.43000334,129.0576987
덕영고등학교,고등학교,경기도,용인시,처인구,고림동 737-1,37.24160007,127.216194
의정부고등학교,고등학교,경기도,의정부시,가능동,359-3,37.75491575,127.0312746
안산디자인문화고등학교,고등학교,경기도,안산시,상록구,본오동 798,37.29692001,126.8713099
영주제일고등학교,고등학교,경상북도,영주시,가흥동,488,36.83292511,128.6091428
부광여자고등학교,고등학교,인천광역시,부평구,부개동,19-6,37.5026085,126.7355759
광양백운고등학교,고등학교,전라남도,광양시,중동,1448,34.94677513,127.6911143
문일고등학교,고등학교,서울특별시,금천구,시흥동,559-1,37.44891526,126.8987207
인천중앙여자상업고등학교,고등학교,인천광역시,중구,도원동,12-77,37.46541654,126.6418096
오류고등학교,고등학교,서울특별시,구로구,궁동,110-1,37.50035507,126.827683
양서고등학교,고등학교,경기도,양평군,양서면,용담리 221-1,37.54806766,127.3279564
광주동성고등학교,고등학교,광주광역시,남구,진월동,406,35.11548253,126.8935344
상주고등학교,고등학교,경상북도,상주시,신봉동,258,36.40249516,128.1596458
지평고등학교,고등학교,경기도,양평군,지평면,지평리 553,37.47447401,127.6345589
광성고등학교,고등학교,인천광역시,중구,도원동,12-73,37.46757337,126.639585
광주서석고등학교,고등학교,광주광역시,서구,화정동,525,35.14925067,126.881315
벌교여자고등학교,고등학교,전라남도,보성군,벌교읍,장좌리 606,34.83509041,127.3411374
대지고등학교,고등학교,경기도,용인시,수지구,죽전동 1333,37.32477894,127.1225516
울산공업고등학교,고등학교,울산광역시,남구,신정동,167-8,35.54182925,129.3159739
대구동부고등학교,고등학교,대구광역시,동구,각산동,199,35.87429023,128.7190722
밀성제일고등학교,고등학교,경상남도,밀양시,내이동,590-1,35.50218318,128.750145
광명고등학교,고등학교,경기도,광명시,철산동,234,37.47857117,126.8659896
대전여자고등학교,고등학교,대전광역시,동구,대동,16-2,36.33001268,127.4463707
중일고등학교,고등학교,대전광역시,유성구,관평동,671,36.42052491,127.3886965
부일전자디자인고등학교,고등학교,부산광역시,사하구,감천동,634-61,35.09073609,129.0025604
서울영상고등학교,고등학교,서울특별시,양천구,신정동,984,37.52330444,126.8602935
동해삼육고등학교,고등학교,강원특별자치도,동해시,천곡동,566-3 번지,37.522076,129.0997495
제일고등학교,고등학교,인천광역시,부평구,십정동,576-1,37.478222,126.7083763
광동고등학교,고등학교,경기도,남양주시,진접읍,장현리 603-5,37.71675577,127.1751688
한국펫고등학교,고등학교,경상북도,봉화군,봉화읍,내성리 461,36.88687651,128.734622
황지고등학교,고등학교,강원특별자치도,태백시,황지동,232 번지,37.16112037,128.9855688
부산영상예술고등학교,고등학교,부산광역시,영도구,신선동3가,71-1,35.08513613,129.0449175
대흥고등학교,고등학교,충청남도,예산군,대흥면,상중리 231,36.60548656,126.7916056
경상여자고등학교,고등학교,대구광역시,북구,침산동,810-1,35.90054196,128.5878439
영신고등학교,고등학교,대구광역시,동구,봉무동,524,35.92000422,128.646424
양구여자고등학교,고등학교,강원특별자치도,양구군,양구읍,정림리 230-1 번지,38.1009114,127.9808197
목감고등학교,고등학교,경기도,시흥시,조남동,387,37.37222339,126.8571834
정신여자고등학교,고등학교,서울특별시,송파구,잠실동,50-4,37.50945384,127.0738473
삼성여자고등학교,고등학교,부산광역시,사하구,감천동,598-1,35.09422497,128.9982328
서울문영여자고등학교,고등학교,서울특별시,관악구,봉천동,1695,37.47290457,126.9509181
김해임호고등학교,고등학교,경상남도,김해시,외동,715-2,35.23826864,128.8527201
방산고등학교,고등학교,서울특별시,송파구,방이동,220-5,37.508313,127.1204696
도담고등학교,고등학교,세종특별자치시,도담동,642,,36.51420716,127.2634446
독산고등학교,고등학교,서울특별시,금천구,독산동,907-34,37.47621872,126.910973
부일외국어고등학교,고등학교,부산광역시,사하구,감천동,634-61,35.09073609,129.0025604
삼성여자고등학교,고등학교,제주특별자치도,서귀포시,토평동,893,33.25435707,126.5835744
봉담고등학교,고등학교,경기도,화성시,봉담읍,동화리 570,37.21786869,126.953893
경주공업고등학교,고등학교,경상북도,경주시,사정동,70,35.83555575,129.2051046
충북여자고등학교,고등학교,충청북도,청주시,서원구,모충동 231,36.62538218,127.4841669
경기폴리텍고등학교,고등학교,경기도,군포시,산본동,1146-14,37.36019041,126.9243504
효청보건고등학교,고등학교,경상북도,경주시,외동읍,모화리 162,35.67205616,129.3408545
이일여자고등학교,고등학교,전북특별자치도,익산시,인화동1가,2-42,35.93458743,126.9489825
이화여자대학교사범대학부속이화금란고등학교,고등학교,서울특별시,서대문구,대신동,47,37.56638886,126.947303
고려대학교사범대학부속고등학교,고등학교,서울특별시,성북구,정릉동,660,37.60783857,127.0028302
태봉고등학교,고등학교,경상남도,창원시,마산합포구,진동면 태봉리 68,35.147794,128.5098136
인천해원고등학교,고등학교,인천광역시,서구,청라동,103-5,37.52816764,126.627586
전남대학교사범대학부설고등학교,고등학교,광주광역시,북구,용봉동,300,35.1729465,126.9011018
창문여자고등학교,고등학교,서울특별시,강북구,미아동,8-16,37.6134057,127.0357962
불곡고등학교,고등학교,경기도,성남시,분당구,구미동 91,37.34848033,127.1185237
덕적고등학교,고등학교,인천광역시,옹진군,덕적면,진리 136,37.22538058,126.1481953
웅상고등학교,고등학교,경상남도,양산시,평산동,290,35.37814867,129.1450388
의정부공업고등학교,고등학교,경기도,의정부시,가능동,652,37.74844623,127.0375432
전남에너지고등학교,고등학교,전라남도,영암군,신북면,이천리 280,34.88322061,126.690725
두호고등학교,고등학교,경상북도,포항시,북구,두호동 1106,36.06278961,129.373205
