Office_Name,Units_Num,County,City,Town,Address,Latitude,Longitude
강진군 농기계임대사업소 본소,145.0,전라남도,강진군,군동면,호계리 420,34.6442875,126.7897563
농기계임대사업소 칠량분점,78.0,전라남도,강진군,칠량면,장계리 463-2,34.5512028,126.8051451
농기계임대사업소 도암분점,92.0,전라남도,강진군,도암면,항촌리 431-1,34.5489671,126.7281835
농기계임대사업소 작천분점,98.0,전라남도,강진군,작천면,군자리 197-5,34.7093943,126.7669974
남산면사무소,24.0,강원특별자치도,춘천시,남산면,창촌리 67-3,37.7917582,127.6461783
평창군농기계임대센터 평창본소,524.0,강원특별자치도,평창군,평창읍,여만리 357-6,37.3779668,128.3957725
평창군농기계임대센터 용평분소,287.0,강원특별자치도,평창군,용평면,백옥포리 181-5,37.5864291,128.4064334
평창군농기계임대센터 진부분소,208.0,강원특별자치도,평창군,진부면,하진부리 351,37.6297687,128.5543916
평창군농기계임대센터 대관령분소,96.0,강원특별자치도,평창군,대관령면,용산리 1-74,37.6805114,128.6697583
농기계임대사업소,207.0,전라남도,영암군,덕진면,장선리 676-6,34.8266424,126.672309
농기계임대서부사업소,129.0,전라남도,영암군,삼호읍,망산리 878,34.7242862,126.5121406
농기계임대북부사업소,99.0,전라남도,영암군,시종면,만수리 750-1,34.8754561,126.6131145
서면사무소,41.0,강원특별자치도,춘천시,서면,금산리 925-2,37.8983594,127.6929401
사북면사무소,39.0,강원특별자치도,춘천시,사북면,신포리 413-3,38.0298993,127.6405351
북산면사무소,14.0,강원특별자치도,춘천시,북산면,오항리 398,37.9873251,127.8861903
농업기술센터,204.0,강원특별자치도,춘천시,신북읍,산천리 342-2,37.9492757,127.751008
양산시농기계임대사업소,136.0,경상남도,양산시,동면,석산리 392,35.3244546,129.0339939
경기도 광주시 농업기술센터,109.0,경기도,광주시,목현동,42-1번지,37.4320645,127.2343503
금산군농업기술센터 농기계임대사업소,247.0,충청남도,금산군,금성면,의총길 25,36.1259404,127.4960625
예산군 농기계임대사업장(농기계팀),311.0,충청남도,예산군,신암면,종경리 281-22,36.7425232,126.8137923
예산군 농기계임대사업장(동부농업지원팀),179.0,충청남도,예산군,신양면,녹문리 370-1,36.6057131,126.8546887
대전광역시농업기술센터,49.0,대전광역시,유성구,교촌동,568,36.3089478,127.3069404
농기계임대사업소(동부분소),50.0,경상북도,성주군,초전면,대장리 764,35.972521,128.2606619
완도군농업기계 임대사업장,93.0,전라남도,완도군,완도읍,청해진로 1263-82,34.3697896,126.7287206
농기계임대사업(본점),61.0,전라남도,함평군,학교면,월산리 1544-2,35.0530738,126.5409174
농기계임대사업(동부점),57.0,전라남도,함평군,해보면,문장리 647,35.184426,126.6065247
농기계임대사업(서부점),55.0,전라남도,함평군,손불면,대전리 190-3,35.1414982,126.4340879
횡성군농기계임대사업소 서부지소,68.0,강원특별자치도,횡성군,서원면,압곡리 271,37.4892392,127.8813574
횡성군농기계임대사업소 동부지소,121.0,강원특별자치도,횡성군,둔내면,자포곡리 463-75,37.5070912,128.2125882
횡성군농기계임대사업소,333.0,강원특별자치도,횡성군,공근면,학담리 786,37.5275191,127.9611328
홍성군 농업기술센터,363.0,충청남도,홍성군,홍성읍,옥암리 420-4,36.5922466,126.6449061
달성군농업기술센터,464.0,대구광역시,달성군,옥포읍,교항리 2521-7,35.7825059,128.4465828
안동시농업기술센터 농기계 임대사업소 (서부분소),192.0,경상북도,안동시,풍산읍,안교리 539-5,36.5809168,128.5611296
안동시농업기술센터 농기계 임대사업소 (북부분소),210.0,경상북도,안동시,와룡면,가야리 990,36.6536203,128.7703324
보성군농기계 임대사업소 남부지소,83.0,전라남도,보성군,조성면,우천리 169-1,34.8034048,127.2306445
정읍시 농기계임대사업소 본소,304.0,전북특별자치도,정읍시,정우면,우산리 661,35.6221089,126.8954112
마산 농기계임대사업소,39.0,경상남도,창원시,마산합포구,진북면 지산리 262-10,35.1151129,128.4614398
창원 농기계임대사업소,86.0,경상남도,창원시,의창구,동읍 봉곡리 176-1,35.3529933,128.6642332
진해 농기계임대사업소,12.0,경상남도,창원시,진해구,성내동 476-2,35.1121409,128.7533646
농기계임대사업소 본소,487.0,전북특별자치도,김제시,동서로,46,35.7927951,126.8775677
농기계임대사업소 동부분소,250.0,전북특별자치도,김제시,봉남면,대송리 708-2,35.7611801,126.96718
농기계임대사업소 산동분소,103.0,경상북도,청도군,금천면,동곡리 1076,35.6850651,128.8958142
농업기술센터,266.0,경상남도,거창군,거창읍,대평리 1359-19,35.6780195,127.9227599
북부권역 농기계임대사업소,113.0,경상남도,거창군,주상면,도평리 462-1,35.7566996,127.9168021
수승대권역 농기계임대사업소,121.0,경상남도,거창군,위천면,장기리 269-9,35.751459,127.8351681
동부권역 농기계임대사업소,125.0,경상남도,거창군,가조면,장기리 1569,35.715681,128.0001829
남부권역 농기계임대사업소,97.0,경상남도,거창군,신원면,과정리 967,35.56295,127.9255051
강화군농기계은행 본점,223.0,인천광역시,강화군,불은면,삼성리 1027-42,37.7036081,126.4353955
강화군농기계은행 교동분점,102.0,인천광역시,강화군,교동면,상용리 876-9,37.7758097,126.3054611
강화군농기계은행 삼산분점,81.0,인천광역시,강화군,삼산면,석모리 525-1,37.704881,126.3220727
홍천군 농업기술센터 본소,288.0,강원특별자치도,홍천군,홍천읍,홍천로 677,37.7091737,127.9105222
홍천군 농업기술센터 남부지소,113.0,강원특별자치도,홍천군,남면,시동로 50,37.6111548,127.7709277
홍천군 농업기술센터 동부지소,218.0,강원특별자치도,홍천군,서석면,구룡령로 2429,37.7184347,128.1774035
홍천군 농업기술센터 서부지소,109.0,강원특별자치도,홍천군,서면,감물악길 72,37.6962756,127.6647377
홍천군 농업기술센터 내면지소,94.0,강원특별자치도,홍천군,내면,구룡령로 5100,37.7600297,128.3853989
홍천군 농업기술센터 철정지소,111.0,강원특별자치도,홍천군,두촌면,북창길 24,37.8032451,127.9918924
장수 농기계 임대사업장,135.0,전북특별자치도,장수군,장수읍,개정리 621,35.6184733,127.5105921
연천군 농업기계 임대사업소(서부지소),142.0,경기도,연천군,미산면,아미리 763-8,38.0373173,126.9415849
천안시농업기술센터동남구임대사업장,287.0,충청남도,천안시,동남구,성남면 신사리 559-20,36.7451131,127.2249419
천안시농업기술센터서북구임대사업장,207.0,충청남도,천안시,서북구,성거읍 오목리 산 35-1,36.8982369,127.2081297
곡성군 농업기술센터 농기계 임대사업소,60.0,전라남도,곡성군,곡성읍,학정3길9,35.2834167,127.2886157
남양주시농업기계은행,152.0,경기도,남양주시,진건읍,사능리 92-1번지,37.6484558,127.1960039
화성시농기계임대사업소,416.0,경기도,화성시,팔탄면,매곡리 172-9번지,37.1143853,126.8796127
태백시 농기계임대사업소,97.0,강원특별자치도,태백시,황지동,288-5,37.2057373,128.9857133
진도군농기계임대사업소(본점),212.0,전라남도,진도군,군내면,가흥로 691,34.5117884,126.2964392
진도군농기계임대사업소(서부),231.0,전라남도,진도군,임회면,광석길 35,34.4268755,126.2316299
진도군농기계임대사업소(조도),63.0,전라남도,진도군,조도면,조도대로 512,34.3008381,126.0485281
안동시농업기술센터 농기계 임대사업소,241.0,경상북도,안동시,송천동,1319-68,36.5379834,128.8012423
횡성군농기계임대사업소 북부지소,76.0,강원특별자치도,횡성군,갑천면,매일리 627-7,37.5608445,128.1101399
횡성군농기계임대사업소 남부지소,85.0,강원특별자치도,횡성군,안흥면,안흥리 1088-1,37.4048006,128.1507399
해남군농업기술센터 서부농기계임대사업소,89.0,전라남도,해남군,문내면,용암리 889,34.6027425,126.3280944
해남군농업기술센터 남부농기계임대사업소,96.0,전라남도,해남군,현산면,월송리 207,34.4118998,126.5834799
해남군농업기술센터 북부농기계임대사업소,98.0,전라남도,해남군,산이면,금송리 847-2,34.6210836,126.4859247
함안군농업기술센터 가야권 농기계임대사업소,183.0,경상남도,함안군,가야읍,묘사리 910,35.2909761,128.3815139
함안군농업기술센터 삼칠권 농기계임대사업소,289.0,경상남도,함안군,칠서면,회산리 34-3,35.3179246,128.4990138
함안군농업기술센터 중부권 농기계임대사업소,48.0,경상남도,함안군,산인면,부봉리 469-1,35.3040035,128.4375869
장흥군농업기계임대사업소,224.0,전라남도,장흥군,장흥읍,행원리 982-5,34.6918915,126.9012472
남부농업기계임대사업소,117.0,전라남도,장흥군,관산읍,외동리 35,34.5298351,126.9534275
북부농업기계임대사업소,89.0,전라남도,장흥군,장동면,조양리 873-1,34.7668623,126.9777595
제천시 농업기술센터,378.0,충청북도,제천시,봉양읍,미당리 211-11,37.161911,128.1766998
농업기술센터,131.0,전라남도,신안군,압해읍,동서리 520,34.8607891,126.2988262
지도읍농기계임대센터,115.0,전라남도,신안군,지도읍,광정리 1040,35.0680257,126.2126371
증도면농기계임대센터,91.0,전라남도,신안군,증도면,증동리 1971-2,34.999175,126.1386997
임자면농기계임대센터,114.0,전라남도,신안군,임자면,진리 431-35,35.0846363,126.1095505
정읍시 농기계임대사업소 서남권,163.0,전북특별자치도,정읍시,소성면,보화리 455-2,35.5541666,126.7729585
군위군 농업기술센터,270.0,대구광역시,군위군,효령면,성리 111-2,36.181335,128.5923887
자은면농기계임대센터,125.0,전라남도,신안군,자은면,구영리 378-1,34.8833856,126.0477399
비금면농기계임대센터,112.0,전라남도,신안군,비금면,덕산리 145-43,34.7502967,125.9302544
도초면농기계임대센터,88.0,전라남도,신안군,도초면,수항리324-2,34.7025506,125.954845
하의면농기계임대센터,71.0,전라남도,신안군,하의면,웅곡리 250-2,34.6059227,126.0354316
신의면농기계임대센터,69.0,전라남도,신안군,신의면,상태동리 602-1,34.5899061,126.0952242
장산면농기계임대센터,96.0,전라남도,신안군,장산면,대리 99-1,34.6378798,126.1459707
안좌면농기계임대센터,115.0,전라남도,신안군,안좌면,대척리 685-1,34.7414078,126.1315797
팔금면농기계임대센터,73.0,전라남도,신안군,팔금면,읍리 417-1,34.7845923,126.1413963
암태면농기계임대센터,83.0,전라남도,신안군,암태면,단고리 968-4,34.8262248,126.1119426
본소,243.0,전북특별자치도,군산시,개정면,운회리 633-7,35.9610676,126.7814972
동부,151.0,전북특별자치도,군산시,임피면,읍내리 204-2,35.981701,126.8497147
서부,123.0,전북특별자치도,군산시,옥서면,옥봉리 1316-3,35.9232515,126.6433656
광양시 농업기계임대사업장 본소,404.0,전라남도,광양시,봉강면,지곡리 862-36,34.9875648,127.5766311
광양시 농업기계임대사업장 분소,81.0,전라남도,광양시,진상면,지원리 1528-1,35.0166648,127.7243384
영천시농기계임대사업소,525.0,경상북도,영천시,청통면,호당리 436,35.9933587,128.8889219
농업기술센터,269.0,전라남도,담양군,담양읍,천변리 396-2,35.3120145,126.9741852
남부지소,116.0,전라남도,담양군,창평면,삼천리 192-3,35.2332889,127.0237645
고창군 본소 농기계임대사업소,113.0,전북특별자치도,고창군,고창읍,읍내리 515-1,35.4284611,126.6985672
고창군 서부권 농기계임대사업소,116.0,전북특별자치도,고창군,해리면,하련리 104-4,35.4578684,126.539787
고창군 남부권 농기계임대사업소,107.0,전북특별자치도,고창군,대산면,성남리 635-1,35.3752716,126.5985324
고창군 북부권 농기계임대사업소,89.0,전북특별자치도,고창군,흥덕면,동사리 167-1,35.5233226,126.7084126
수원시 농업기술센터 농기계 임대사업소,28.0,경기도,수원시,권선구,오목천동 40,37.2500367,126.96332
의령농기계임대사업소,258.0,경상남도,의령군,의령읍,무전리 249-7,35.3233473,128.2813368
중부농기계임대사업소,112.0,경상남도,의령군,정곡면,백곡리 952,35.3441414,128.3610097
동부농기계임대사업소,128.0,경상남도,의령군,부림면,신반리 160-11,35.4638451,128.3216391
합천군 중부권 농기계대여은행,305.0,경상남도,합천군,용주면,고품리 910-302,35.5514239,128.1119303
원주시농업기계 임대사업소,127.0,강원특별자치도,원주시,흥업면,흥업리 1572-5,37.296313,127.9158325
원주시농업기계 임대사업소 동부분소,99.0,강원특별자치도,원주시,소초면,평장리 808,37.4182575,128.0046351
원주시농업기계 임대사업소 서부분소,113.0,강원특별자치도,원주시,문막읍,건등리 1718,37.3125062,127.8173323
원주시농업기계 임대사업소 남부분소,66.0,강원특별자치도,원주시,신림면,신림리 526,37.2312944,128.079913
보성군농기계 임대사업소 본점,95.0,전라남도,보성군,보성읍,옥평리 781,34.7624283,127.0913709
보성군농기계 임대사업소 벌교지소,87.0,전라남도,보성군,벌교읍,고읍리 1549-1,34.8654071,127.3231328
보성군농기계 임대사업소 북부지소,85.0,전라남도,보성군,복내면,유정리 796,34.8828656,127.1236375
안성시농기계임대사업소 본소,127.0,경기도,안성시,보개면,불현리 189-2번지,37.0236965,127.2873775
안성시농기계임대사업소 동부분소,166.0,경기도,안성시,죽산면,두현리 456-6번지,37.0807264,127.4020528
안성시농기계임대사업소 서부분소,152.0,경기도,안성시,양성면,덕봉리 88-35번지,37.0488354,127.1998418
안성시농기계임대사업소 남부분소,115.0,경기도,안성시,서운면,송산리 205-5번지,36.943708,127.2351201
여수시농기계임대사업소,134.0,전라남도,여수시,주삼동,812-2,34.7877147,127.6538022
농기계 임대사업소(본소),44.0,전북특별자치도,진안군,진안읍,반월리 1032-1,35.7615747,127.4376986
농기계 임대사업소(정천면),23.0,전북특별자치도,진안군,정천면,봉학리 321,35.8736391,127.4420648
농기계 임대사업소(마령면),21.0,전북특별자치도,진안군,마령면,평지리 1356,35.7358614,127.3684428
농기계 임대사업소(동향면),13.0,전북특별자치도,진안군,동향면,대량리 184-1,35.8353804,127.570847
농기계 임대사업소(부귀면),18.0,전북특별자치도,진안군,부귀면,거석리 879-2,35.8352431,127.3506173
평택시농업기술센터 본소 농기계임대사업소,378.0,경기도,평택시,오성면,숙성리 95-3,37.0146051,126.9811593
평택시농업기술센터 북부 농기계임대사업소,155.0,경기도,평택시,진위면,마산리 257,37.0963952,127.0804478
본소임대사업소,249.0,전라북도,순창군,유등면,건곡리 750-1,35.3795191,127.1635534
서부권임대사업소,142.0,전라북도,순창군,구림면,월정리 498-1,35.4342126,127.0433827
산서 농기계 임대사업장,113.0,전북특별자치도,장수군,산서면,신창리 991,35.5850976,127.3910784
번암 농기계 임대사업장,73.0,전북특별자치도,장수군,번암면,노단리 962-4,35.5379289,127.5463529
장계 농기계 임대사업장,124.0,전북특별자치도,장수군,장계면,금덕리 637,35.7406081,127.5862397
천천 농기계 임대사업장,71.0,전북특별자치도,장수군,천천면,봉덕리 687,35.7299104,127.5316052
계북 농기계 임대사업장,64.0,전북특별자치도,장수군,계남면,신전리 2099,35.6981002,127.5742824
계남 농기계 임대사업장,40.0,전북특별자치도,장수군,계북면,어전리 1239,35.7812684,127.6119757
농기계임대 화천본소,152.0,강원특별자치도,화천군,상서면,신풍리 795,38.1164394,127.6828031
농기계임대 간동분소,121.0,강원특별자치도,화천군,간동면,유촌리 1533-4,38.0527449,127.7908011
농기계임대 상서(부촌)분소,65.0,강원특별자치도,화천군,상서면,부촌리 1386,38.1795352,127.6653784
농기계임대 상서(장촌)분소,86.0,강원특별자치도,화천군,상서면,장촌리 869-3,38.140673,127.6550206
농기계임대 하남(원천)분소,67.0,강원특별자치도,화천군,하남면,원천리 999,38.055401,127.6681532
농기계임대 하남(용암)분소,66.0,강원특별자치도,화천군,하남면,용암리 1015-3,38.0889895,127.698258
농기계임대 사내(사내)분소,65.0,강원특별자치도,화천군,사내면,사창리 410-2,38.0730309,127.524659
농기계임대 사내(광덕)분소,37.0,강원특별자치도,화천군,사내면,광덕리 516-15,38.0761894,127.488759
전주시농업기계 임대사업소,70.0,전북특별자치도,전주시,덕진구,장동 452-32,35.8505725,127.0603945
농업기계임대센터본소,229.0,경상북도,청송군,청송읍,송생리 715,36.3909845,129.0775543
농업기계임대센터남부상담소,87.0,경상북도,청송군,안덕면,명당리 368,36.288211,128.9565365
농업기계임대센터진보상담소,115.0,경상북도,청송군,진보면,각산리 501-1,36.5336369,129.0532578
김해시농기계임대사업소,117.0,경상남도,김해시,전하동,900,35.2134186,128.8706742
김해시농기계임대사업소한림분소,165.0,경상남도,김해시,한림면,장방리 1403,35.3362802,128.7935392
김해시농기계임대사업소대동분소,65.0,경상남도,김해시,대동면,초정리 952-670,35.2353698,128.9936687
보은군농업기술센터 농기계임대사업소,603.0,충청북도,보은군,보은읍,강산리 55-1,36.504722,127.7153189
하동군 농업기술센터 임대사업소,274.0,경상남도,하동군,적량면,동산리 1694,35.0787353,127.7682437
