Center_Name,County,City,Address,Latitude,Longitude
남성카모터스,경기도,하남시,하남대로933번길 21(풍산동),37.5456952,127.1957751
(주)양군모터스,경기도,하남시,감초로52번길 18(감북동),37.5185273,127.1601474
믿음정비,경기도,하남시,서하남로95번길 50(감북동),37.5158589,127.1571631
현대블루핸즈 감일점,경기도,하남시,감일로 166(감일동),37.51412,127.1559811
JP모터스,경기도,하남시,"서하남로 110, 101호(감북동)",37.514255,127.1560219
한프로모터스,경기도,하남시,동남로424번길 50(감일동),37.5117332,127.144526
미도공업사,경기도,하남시,하남대로 254(상산곡동),37.4981955,127.2324256
코오롱오토모티브(주) 하남서비스,경기도,하남시,감일남로 24(감일동),37.5060399,127.1421856
주식회사 팀윈터스,경기도,하남시,감이동 474-9,37.5068088,127.1674816
오일서비스 하남점,경기도,하남시,덕풍동 512-9,37.5346164,127.2038388
보성오링,경기도,하남시,광암동 399-5,37.5287449,127.1725905
마일레 강동올림픽센터,경기도,하남시,감초로 56,37.5190048,127.1594262
카젠 감북점,경기도,하남시,감초로 71,37.5204657,127.1595789
카닥터모터스,경기도,하남시,검단산로 35-15,37.5203172,127.2251523
국제자동차공업사,경기도,하남시,검단남로 25,37.5171571,127.2236989
은혜 카센타,경기도,하남시,감초로 221,37.5319581,127.1684686
(주)엘브이위본 송파서비스센터,경기도,하남시,서하남로 36,37.5157838,127.1479953
존스오토,경기도,하남시,초이로92번길 16-6,37.5382234,127.1725539
라즈베리모터스,경기도,하남시,조정대로 45,37.5506852,127.1844759
프리미어모터스,경기도,하남시,감이남로 30,37.4928818,127.1593405
김태민,경기도,하남시,미사강변한강로 319,37.5622542,127.2000517
르노삼성자동차 지정정비코너 하남점,경기도,하남시,초이로 142,37.543231,127.1719558
디와이(DY)자동차,경기도,하남시,서하남로19번길 61,37.5195622,127.1451149
B-REIST MOTORS(브리스트모터스),경기도,하남시,감일남로52번길 21-6,37.504237,127.1457381
주식회사 아라바,경기도,하남시,덕풍북로6번길 116,37.5481337,127.2043882
오성모터스,경기도,하남시,초광로 47,37.5252049,127.1746421
오토라이프(Auto Life),경기도,하남시,신장동 258-11,37.5470172,127.2153566
티엠모터스,경기도,하남시,초광로 255,37.542647,127.1751929
오토샤인,경기도,하남시,미사동로40번길 45,37.5690561,127.2031102
트윈모터스,경기도,하남시,서하남로43번길 167,37.5205681,127.1543225
늘함께하는카센타,경기도,하남시,하남유니온로 23,37.5463507,127.2133498
올타이어X럭키공구박스,경기도,하남시,덕풍북로259번길 32,37.5472462,127.2107035
모터플라츠,경기도,하남시,검단산로 148,37.528304,127.2263086
에스비씨모터스,경기도,하남시,감북동 345-1,37.5196988,127.1590444
신흥공업사,경기도,하남시,초이로 77-36,37.5378191,127.1702124
주식회사 제넥스모터스,경기도,하남시,서하남로41번길 18,37.5173825,127.148966
MRO모터스,경기도,하남시,감초로 47-30,37.5195338,127.159026
카온모터스,경기도,하남시,창우동 426-19,37.5274192,127.2261154
나인모터스,경기도,하남시,창우동 301-6,37.5331123,127.2268914
조이모터스,경기도,하남시,서하남로41번길 18,37.5173825,127.148966
타이어테크,충청북도,증평군,증평읍 중앙로 253,36.7874479,127.5849968
삼원카모아,충청북도,증평군,증평읍 광장로 193-1,36.7820956,127.5931316
아성모터스,충청북도,증평군,증평읍 두름로1길 42-8,36.7871629,127.5906706
차사랑카 서비스,충청북도,증평군,증평읍 초중4길 4,36.776302,127.5696149
레전드모터스,충청북도,증평군,증평읍 진지내8길 2,36.7814121,127.5941013
역전자동차병원,충청북도,증평군,증평읍 역전로 80,36.7797859,127.5825545
한국타이어TBX증평점,충청북도,증평군,도안면 충청대로 2177,36.8053402,127.6138928
㈜신덕계공업사,경기도,양주시,평화로 1515-13,37.8252709,127.0503518
(주)광적공업사,경기도,양주시,광적면 광적로 314,37.8421117,126.9668679
(주)광진자동차종합정비센타,경기도,양주시,광적면 광적로 444,37.8527311,126.9607457
(주)양주자동차정비공업사,경기도,양주시,평화로 1617(회정동),37.8336463,127.0532974
