School_Name,School_Type,County,City,Town,Address,Latitude,Longitude
봉덕초등학교,초등학교,충청북도,청주시,흥덕구,봉명동 2553,36.65262737,127.4623839
입북초등학교,초등학교,경기도,수원시,권선구,입북동 230-3,37.29451623,126.9601632
석동초등학교,초등학교,경상남도,창원시,진해구,석동 634-1,35.15781268,128.7068682
어상천초등학교,초등학교,충청북도,단양군,어상천면,임현리 456-1,37.10292793,128.3580195
벽진초등학교,초등학교,경상북도,성주군,벽진면,수촌리 759-1,35.95145615,128.2164282
외서초등학교,초등학교,전라남도,순천시,외서면,월암리 161,34.91607164,127.2739432
풍양초등학교,초등학교,전라남도,고흥군,풍양면,야막리 506-2,34.5756492,127.2435938
학돌초등학교,초등학교,충청남도,서산시,읍내동,624-2,36.78512909,126.444561
여수진남초등학교,초등학교,전라남도,여수시,광무동,819,34.7525861,127.7268439
용성초등학교,초등학교,전북특별자치도,익산시,낭산면,구평리 598-1,36.05656593,126.999643
목동초등학교,초등학교,경기도,가평군,북면,이곡리 13-45,37.87934605,127.5481207
의신초등학교접도분교장,초등학교,전라남도,진도군,의신면,금갑리 898,34.3861786,126.2955945
서울혜화초등학교,초등학교,서울특별시,종로구,혜화동,13-1,37.58863443,127.0002536
대전변동초등학교,초등학교,대전광역시,서구,변동,36-3,36.32497415,127.3856136
서울연희초등학교,초등학교,서울특별시,서대문구,연희동,88-1,37.56904593,126.9341423
남선초등학교남창분교장,초등학교,강원특별자치도,정선군,남면,낙동리 220-3,37.324049,128.7138401
운산초등학교,초등학교,경기도,오산시,오산동,923-1,37.152617,127.077532
예원초등학교,초등학교,부산광역시,동래구,사직동,1018,35.19588224,129.0573916
조종초등학교,초등학교,경기도,가평군,조종면,현리 276,37.82151519,127.348932
부전초등학교,초등학교,부산광역시,부산진구,부전동,450-1,35.154952,129.0531113
상산초등학교,초등학교,경상북도,상주시,냉림동,206,36.42298409,128.1609933
내동초등학교,초등학교,경상남도,진주시,내동면,독산리 568-4,35.16512296,128.0676691
서울경일초등학교,초등학교,서울특별시,성동구,성수동1가,656-32,37.5409419,127.0466052
청대초등학교,초등학교,강원특별자치도,속초시,조양동,551-1 번지,38.19113174,128.5765618
한류초등학교,초등학교,경기도,고양시,일산동구,장항동 1779,37.66226794,126.7569581
서울세명초등학교,초등학교,서울특별시,강남구,세곡동,529,37.4688571,127.0910759
성덕초등학교,초등학교,전북특별자치도,김제시,성덕면,석동리 168-2,35.82015047,126.807215
광양마로초등학교,초등학교,전라남도,광양시,광양읍,용강리 924,34.96698215,127.6112872
서울묘곡초등학교,초등학교,서울특별시,강동구,고덕동,498,37.55871279,127.1530934
서울천일초등학교,초등학교,서울특별시,강동구,천호동,217-70,37.54436122,127.1334367
용천초등학교,초등학교,충청북도,음성군,금왕읍,무극리 50,36.99102149,127.5920467
장목초등학교,초등학교,경상남도,거제시,장목면,장목리 325-1,34.992416,128.6817415
대구서동초등학교,초등학교,대구광역시,달성군,다사읍,서재리 928,35.871805,128.4884318
대구도림초등학교,초등학교,대구광역시,달성군,다사읍,서재리 32,35.878105,128.4997991
횡계초등학교,초등학교,강원특별자치도,평창군,대관령면,횡계리 304-3,37.67651721,128.7118375
명지초등학교,초등학교,충청북도,제천시,명지동,46,37.11882822,128.2054568
송양초등학교,초등학교,강원특별자치도,강릉시,성산면,위촌리 589 번지,37.75885165,128.8477386
천북초등학교,초등학교,충청남도,보령시,천북면,하만리 246-5,36.481894,126.5316899859
송곡초등학교,초등학교,충청남도,아산시,염치읍,송곡리 51-2,36.80778508,127.0183468
연동초등학교,초등학교,부산광역시,연제구,연산동,799,35.18393246,129.0884679
신주초등학교,초등학교,경상남도,양산시,물금읍,범어리 2673-1,35.337232,129.0197874
진해남산초등학교,초등학교,경상남도,창원시,진해구,제황산동 28-13,35.14784036,128.6633177
다산초등학교,초등학교,경상북도,고령군,다산면,상곡리 122,35.82332214,128.4516765
유암초등학교,초등학교,경기도,포천시,가산면,감암리 503-1,37.868243,127.1922367
문암초등학교,초등학교,경상남도,함안군,산인면,모곡리 510,35.27205925,128.457535
천안두정초등학교,초등학교,충청남도,천안시,서북구,두정동 1626,36.83623391,127.1471658
단성초등학교,초등학교,경상남도,산청군,단성면,성내리 596-2,35.29738957,127.9558601
두왕초등학교,초등학교,울산광역시,남구,두왕동,749-1,35.51391445,129.2937934
인천아라초등학교,초등학교,인천광역시,서구,당하동,1272-6,37.584938,126.7033388
진영장등초등학교,초등학교,경상남도,김해시,진영읍,진영리 1706,35.31261423,128.7307199
쌍동초등학교,초등학교,경기도,광주시,초월읍,쌍동리 399,37.37728307,127.289608
경호초등학교,초등학교,전라남도,여수시,경호동,462-1,34.71697135,127.7279316
대전둔곡초등학교,초등학교,대전광역시,유성구,둔곡동,261-4,36.45317499,127.3646394
진해냉천초등학교,초등학교,경상남도,창원시,진해구,자은동 111,35.1564539,128.7183283
수원중촌초등학교,초등학교,경기도,수원시,권선구,금곡동 1094,37.27255378,126.9445494
김제북초등학교,초등학교,전북특별자치도,김제시,순동,195-8,35.81496393,126.9338485
성남양지초등학교,초등학교,경기도,성남시,수정구,양지동 386,37.45921737,127.1608837
대전문성초등학교,초등학교,대전광역시,중구,산성동,36-1,36.30867591,127.3908175
원일초등학교,초등학교,경기도,안산시,단원구,선부동 962,37.33279915,126.8041493
세지초등학교,초등학교,전라남도,나주시,세지면,오봉리 263,34.91939667,126.7474347
추자초등학교,초등학교,제주특별자치도,제주시,추자면,대서리 30-1,33.964317,126.2962962
서울덕암초등학교,초등학교,서울특별시,노원구,상계동,1274,37.6666212,127.0814598
안동용상초등학교,초등학교,경상북도,안동시,용상동,1176-1,36.55772365,128.7528722
시전초등학교,초등학교,전라남도,여수시,신기동,136,34.75674017,127.6714081
공주신월초등학교,초등학교,충청남도,공주시,신관동,1-32,36.47323734,127.1490393
비봉초등학교,초등학교,충청북도,청주시,청원구,오창읍 구룡리 395,36.71275728,127.413291
전주전라초등학교,초등학교,전북특별자치도,전주시,덕진구,인후동1가 575-1,35.83919242,127.152228
서울홍릉초등학교,초등학교,서울특별시,동대문구,청량리동,206-44,37.59068752,127.0477051
남원중앙초등학교,초등학교,전북특별자치도,남원시,도통동,374,35.41299312,127.3901121
전주풍남초등학교,초등학교,전북특별자치도,전주시,완산구,남노송동 544-1,35.82100253,127.1541845
광주매곡초등학교,초등학교,경기도,광주시,오포읍,양벌리 557-1,37.372324,127.248386
서울안암초등학교,초등학교,서울특별시,성북구,안암동2가,93,37.5871587,127.0220989
동계초등학교,초등학교,전북특별자치도,순창군,동계면,현포리 568,35.44079904,127.2400533
대동초등학교,초등학교,경상남도,김해시,대동면,초정리 173,35.24347296,128.980274
면온초등학교,초등학교,강원특별자치도,평창군,봉평면,면온리 683-1 번지,37.56526656,128.349804
삼양초등학교,초등학교,제주특별자치도,제주시,삼양이동,2181-28,33.52085913,126.5858906
인천안산초등학교,초등학교,인천광역시,계양구,계산동,914,37.54409319,126.7317526
동산초등학교,초등학교,경기도,부천시,오정구,오정동 727,37.53145027,126.7851807
청동초등학교,초등학교,충청남도,논산시,연산면,청동리 540,36.21213492,127.1972225
김포서초등학교,초등학교,경기도,김포시,북변동,687,37.6290236,126.7017278
상인초등학교,초등학교,경기도,부천시,원미구,상동 500-3,37.51280378,126.756348
