School_Name,School_Type,County,City,Town,Address,Latitude,Longitude
서재중학교,중학교,대구광역시,달성군,다사읍,서재리 302,35.873349,128.4995437
덕수중학교,중학교,서울특별시,중구,인현동2가,3,37.56557957,126.9969973
영춘중학교,중학교,충청북도,단양군,영춘면,상리 496-1,37.08374471,128.4844996
여남중학교,중학교,전라남도,여수시,남면,우학리 181,34.51226252,127.7679765
홍성여자중학교,중학교,충청남도,홍성군,홍성읍,소향리 30-1,36.6072488,126.6601233
보성회천중학교,중학교,전라남도,보성군,회천면,율포리 164,34.6770177,127.0852354
배영중학교,중학교,전북특별자치도,정읍시,흑암동,520,35.60126026,126.8116536
염광중학교,중학교,서울특별시,노원구,월계동,820,37.630217,127.0492646
일곡중학교,중학교,광주광역시,북구,일곡동,818-1,35.20969424,126.898401
제주서중학교,중학교,제주특별자치도,제주시,연동,2405,33.49477253,126.480886
