County,City,Town,Address,Theater_Name,Theater_Type,Latitude,Longitude
강원특별자치도,양양군,양양읍,남문리 210-36,양양작은영화관 2관,영화관,38.0744018,128.6245221
광주광역시,동구,불로동,1-21,CGV광주금남로 5관,영화관,35.1469089,126.9146692
대전광역시,중구,대흥동,205-1,메가박스중앙(주) 대전중앙로지점 5관,영화관,36.3276504,127.4241233
충청북도,음성군,맹동면,동성리 500,CGV 충북혁신 1관,영화관,36.90804,127.5405988
충청북도,음성군,맹동면,동성리 500번지,CGV 충북혁신 2관,영화관,36.90804,127.5405988
경상남도,창원시,마산합포구,월남동5가 4-1 경남은행,롯데시네마 프리미엄 경남대 3관,영화관,35.1807994,128.5597752
경상남도,양산시,물금읍,가촌리 1292 라피에스타,메가박스중앙(주) 양산증산지점 2관,영화관,35.3098713,129.0093999
전라남도,보성군,보성읍,원봉리 2-27,보성작은영화관 2관,영화관,34.7651327,127.0783471
경기도,가평군,가평읍,대곡리 148-3,1939시네마1관,영화관,37.8238028,127.5129559
전라북도,익산시,모현동1가,876,롯데시네마 익산모현관 제1관,영화관,35.9498924,126.9397116
서울특별시,강서구,등촌동,639-23 3~9층,CGV 등촌 2관,영화관,37.5578822,126.8560652
경기도,용인시,기흥구,청덕동 556번지 용인테크노밸리,메가박스 용인테크노밸리 1관,영화관,37.2914026,127.1480633
경기도,용인시,처인구,역북동 510,롯데시네마 용인역북 5관,영화관,37.2354738,127.1883041
경기도,성남시,수정구,신흥동 4124 신흥역 시네마타워,롯데컬처웍스(주) 롯데시네마 성남중앙 8관,영화관,37.4413144,127.1464464
경상남도,사천시,사천읍,수석리 339-3,롯데시네마사천 (제6관),영화관,35.0813139,128.0822735
경기도,하남시,학암동,660 스타필드시티 위례점,CGV스타필드시티위례3관,영화관,37.4800573,127.1484006
울산광역시,북구,진장동,120-9 CGV,CGV 울산진장 제6관,영화관,35.5758471,129.3559333
제주특별자치도,제주시,이호이동,257번지,제주 자동차 극장,자동차극장,33.4956233,126.4671517
충청북도,괴산군,칠성면,율원리 산 4-7 지원센터,자연드림 괴산극장 2관,영화관,36.7705828,127.8623711
제주특별자치도,제주시,삼양이동,1477-8,메가박스 제주삼화 2관,영화관,33.520527,126.5882031
인천광역시,중구,운서동,3088-3번지 영종예스타워복합상영관,메가박스 영종 1관,영화관,37.4922979,126.498775
강원특별자치도,인제군,인제읍,남북리 388 하늘내린센터,내린관,영화관,38.0607443,128.1652997
경기도,김포시,구래동,6882-4 두원타워,메가박스 중앙(주)김포한강신도시점 2관,영화관,37.6449184,126.6244595
광주광역시,서구,광천동,49-1 유스퀘어(광천터미널),CGV 광주터미널 11관,영화관,35.1603093,126.8801306
광주광역시,광산구,하남동,832 TERRACE56 PICNICMALL,CGV 광주하남 1관,영화관,35.1783186,126.8065154
경기도,용인시,기흥구,구갈동 234 힐스테이트 기흥,롯데시네마 용인기흥 6관,영화관,37.2739169,127.1183672
경기도,용인시,수지구,상현동 1116-4번지,CGV 광교상현 1관,영화관,37.2969288,127.0680994
대구광역시,동구,봉무동,1548,메가박스중앙(주) 대구이시아지점 1관,영화관,35.9207668,128.6357119
대전광역시,서구,둔산동,1279 6층,롯데시네마 대전센트럴관 1관,영화관,36.3518533,127.379419
울산광역시,울주군,범서읍,중리 225-1 범서온천지지워터피아,범서온천 자동차극장,자동차극장,35.625533,129.2216817
충청북도,옥천군,옥천읍,문정리 408-15,향수시네마 1관,영화관,36.3038891,127.5753115
서울특별시,종로구,신문로2가,1-181 복합문화공간 에무 3층,에무 시네마 2관,영화관,37.5720887,126.9690127
충청북도,충주시,연수동,1325,메가박스 충주연수 1관,영화관,36.9874916,127.9411519
대전광역시,서구,오동,181-1번지,별빛영화마을 대전자동차극장,자동차극장,36.2318441,127.3174305
경기도,안성시,석정동,139-1,CGV 안성 3관,영화관,37.0121692,127.2571905
경기도,하남시,망월동,1079-2 성산타워,메가박스 미사강변점 제3관,영화관,37.566409,127.1896451
서울특별시,서대문구,창천동,20-25 아트레온,CGV신촌아트레온 10관[CGV아트하우스],영화관,37.5565693,126.940232
서울특별시,노원구,상계동,727-1번지 조광빌딩 지하2층,더숲 아트시네마 제2관,영화관,37.6541617,127.0614627
인천광역시,부평구,부평동,159-15번지 부평일번가,CINE Q 부평 3관,영화관,37.4919962,126.7245167
인천광역시,서구,청라동,155-7 청라스퀘어세븐 350호,CGV 청라 6관,영화관,37.532296,126.6416614
전라북도,군산시,조촌동,450-21 롯데몰 군산점,롯데시네마 군산몰 4관,영화관,35.976449,126.7385869
전라북도,전주시,완산구,효자동3가 1531-2 M-SQUARE,CGV서전주 2관,영화관,35.8168191,127.1064548
광주광역시,광산구,우산동,1597-1,롯데시네마 광산 1관,영화관,35.1599993,126.8096399
경기도,포천시,소흘읍,무림리 41,포천자동차극장,자동차극장,37.776163,127.1391939
경기도,화성시,오산동,967-150,CGV동탄역 제5관,영화관,37.2019432,127.0973493
경상북도,영주시,영주동,497,롯데시네마 영주,영화관,36.8272303,128.6177208
서울특별시,광진구,자양동,9-4 몰오브케이,CGV 건대입구 제1관,영화관,37.5397932,127.0669454
충청남도,청양군,청양읍,읍내리 191-5 청양군문화체육센타,청양시네마 1관,영화관,36.4515139,126.8011576
경기도,시흥시,정왕동,1771-1 서영베니스스퀘어,CGV 배곧2관,영화관,37.366858,126.717824
충청남도,보령시,대천동,422-4번지,명보시네마 1관,영화관,36.3520815,126.5907521
부산광역시,기장군,정관읍,매학리 717-6,CGV 정관 9관,영화관,35.3214152,129.1783912
부산광역시,기장군,정관읍,매학리 717-6번지,CGV 정관 8관,영화관,35.3214152,129.1783912
서울특별시,중구,을지로6가,17-2 현대시티타워,CGV 동대문 제5관,영화관,37.5686422,127.0077487
경기도,파주시,금촌동,329-158,메가박스 파주금촌(6관),영화관,37.7649401,126.7747411
전라남도,여수시,웅천동,1720-1,메가박스 여수웅천점 3관,영화관,34.7491047,127.6789523
전라남도,여수시,웅천동,1720-1번지,메가박스 여수웅천점 8관,영화관,34.7491047,127.6789523
충청북도,청주시,청원구,오창읍 양청리 820-1번지,메가박스 오창 제3관,영화관,36.7122601,127.4285674
충청북도,청주시,청원구,오창읍 양청리 820-1,메가박스 오창 제1관,영화관,36.7122601,127.4285674
경상북도,구미시,봉곡동,36,씨네Q 구미봉곡점 3관,영화관,36.1382803,128.3152046
부산광역시,기장군,정관읍,매학리 777-1번지,메가박스 정관 1관,영화관,35.3194338,129.1783542
인천광역시,서구,청라동,165-12 지젤엠청라 4층,메가박스 청라점 4관,영화관,37.5336949,126.6557155
전라남도,나주시,빛가람동,203-3번지 티씨씨타워 4층,CGV 나주점 1관,영화관,35.0239047,126.7930166
충청남도,홍성군,홍성읍,고암리 1042,CGV 홍성 (제6관),영화관,36.6010812,126.6762899
충청남도,홍성군,홍성읍,고암리 1042 리산인플렉스 6층,CGV 홍성(제5관),영화관,36.6010812,126.6762899
충청남도,홍성군,홍북읍,신경리 555번지,(주)홍성메가 2관,영화관,36.6593795,126.6789816
서울특별시,강서구,마곡동,797-1 퀸즈파크나인,메가박스중앙(주) 마곡지점 5관,영화관,37.5593148,126.8352273
경기도,광주시,역동,16-1,CGV경기광주점 1관,영화관,37.407587,127.2584596
충청남도,태안군,태안읍,동문리 8-2,태안 작은영화관 2관,영화관,36.7550589,126.3110283
경기도,성남시,수정구,창곡동 23-4 위례한화오벨리스크센트럴스퀘어 지하1층,롯데컬처웍스(주) 롯데시네마위례 6관,영화관,37.472478,127.140793
경상북도,경주시,신평동,"150-10 외 9필지, 2~4층",씨네큐 경주보문점 6관,영화관,35.8394215,129.2912173
경기도,고양시,덕양구,동산동 370,메가박스중앙(주) 고양스타필드지점 4관,영화관,37.6471016,126.8947736
서울특별시,노원구,상계동,727-1번지 지하1층,더숲 아트시네마 제1관,영화관,37.6541617,127.0614627
경상북도,포항시,남구,오천읍 원리 1134,주식회사 유명남포항 1관,영화관,35.9745058,129.4034278
경상남도,사천시,실안동,1062번지,메가박스삼천포점 3관,영화관,34.9492768,128.0377966
서울특별시,용산구,한강로3가,40-961,씨지브이 용산아이파크몰 제13관,영화관,37.5316113,126.9653154
강원특별자치도,강릉시,구정면,어단리 478-132,(주)강릉자동차극장,자동차극장,37.6938438,128.896228
강원특별자치도,원주시,무실동,1857-10 9층,롯데시네마 원주무실점 8관,영화관,37.3348592,127.930149
경기도,시흥시,정왕동,2514-1번지 M-플러스 7-8F,메가박스 시흥배곧 6관,영화관,37.3696578,126.7305327
경기도,시흥시,정왕동,2514-1번지 M플러스 7-8F,메가박스 시흥배곧 5관,영화관,37.3696578,126.7305327
경기도,시흥시,정왕동,2514-1번지 7-8F,메가박스 시흥배곧 1관,영화관,37.3696578,126.7305327
강원특별자치도,원주시,반곡동,1903-2,메가박스 원주혁신점 8관,영화관,37.3279777,127.9862081
인천광역시,연수구,송도동,176-5 송도트리플스트리트,메가박스중앙(주) 송도지점 제7관,영화관,37.3786553,126.6628423
서울특별시,강북구,번동,449-1,(주)써니트수유 롯데시네마 수유,영화관,37.6356926,127.0238275
경기도,남양주시,별내동,936-4,메가박스 별내점 제6관,영화관,37.6558,127.1266427
전라남도,고흥군,고흥읍,호형리 952-9,고흥 작은영화관(제2관),영화관,34.6148509,127.296749
전라남도,광양시,금호동,624-12,CGV 광양 4상영관,영화관,34.9353683,127.7220897
강원특별자치도,정선군,정선읍,봉양리 144-9,아리아리 정선시네마 2관,영화관,37.3786212,128.6641417
충청남도,예산군,예산읍,대회리 233-4,예산시네마,영화관,36.6761449,126.8478771
강원특별자치도,춘천시,온의동,587-8 ~9 (2필지),메가박스 남춘천3관,영화관,37.8665246,127.7200407
강원특별자치도,춘천시,온의동,587-8 587-9(2필지),메가박스 남춘천 2관,영화관,37.8665246,127.7200407
강원특별자치도,춘천시,온의동,587-8 587-9 (2필지),메가박스 남춘천 1관,영화관,37.8665246,127.7200407
강원특별자치도,춘천시,온의동,587-8 ~9(2필지),메가박스 남춘천 4관,영화관,37.8665246,127.7200407
부산광역시,사하구,하단동,526-6번지,CGV하단아트몰링 4관,영화관,35.1066959,128.9663798
부산광역시,사하구,하단동,526-6,CGV하단아트몰링 2관,영화관,35.1066959,128.9663798
경기도,평택시,비전동,1090-2,CGV 평택소사 6관,영화관,37.0004724,127.1115024
광주광역시,북구,생용동,90,광주자동차극장-씨네드림,자동차극장,35.2238536,126.9006077
경상북도,포항시,북구,덕산동 113-12번지,인디플러스 포항,영화관,36.0409491,129.3673294
광주광역시,동구,충장로4가,29-2,CGV 광주충장로 5관,영화관,35.1487762,126.9130789
광주광역시,동구,충장로4가,29-2번지,CGV 광주충장로,영화관,35.1487762,126.9130789
경상남도,김해시,대청동,302-5,씨지브이 김해장유 제1관~제6관,영화관,35.1919384,128.8020045
서울특별시,도봉구,창동,715-14번지,메가박스 창동 3관,영화관,37.6546068,127.0387849
서울특별시,도봉구,창동,715-14,메가박스 창동 1관,영화관,37.6546068,127.0387849
전라남도,광양시,광양읍,덕례리 702,CGV 광양엘에프스퀘어 1관,영화관,34.9618704,127.5653953
충청남도,부여군,부여읍,동남리 617,스타박스 2관,영화관,36.276456,126.9137347
경기도,파주시,야당동,483-3번지 에스비프라자 4층,메가박스 파주운정점 제7관,영화관,37.7057946,126.7587386
서울특별시,송파구,문정동,618 파크하비오,메가박스 송파파크하비오점(6관),영화관,37.4806169,127.1236753
경기도,파주시,목동동,"927 3,4층",롯데시네마 파주운정관 제1관,영화관,37.7295278,126.7367686
인천광역시,서구,연희동,378 인천아시아드주경기장,롯데시네마 인천아시아드 1관,영화관,37.546549,126.6639613
경상남도,양산시,물금읍,가촌리 1269-13,롯데시네마 양산물금관(1관),영화관,35.3180165,129.0018986
대구광역시,동구,신천동,1506,메가박스중앙 (주)대구 신세계지점 2관,영화관,35.8778615,128.6289904
서울특별시,은평구,진관동,63,롯데시네마 은평 8관,영화관,37.6374843,126.9180367
충청북도,청주시,상당구,용암동 1703,롯데시네마 청주용암 제2관,영화관,36.6070313,127.5030746
대구광역시,달서구,월성동,1846,CGV 대구월성 4관,영화관,35.8246183,128.5269727
충청남도,천안시,동남구,문화동 99-1,천안인생극장,영화관,36.8071093,127.1521053
강원특별자치도,철원군,갈말읍,신철원리 646 철원문화원,철원 작은영화관 삼부연,영화관,38.1452737,127.3128504
경상북도,경산시,하양읍,금락리 607번지 4층,메가박스 경산하양 5관,영화관,35.9136647,128.823289
경상북도,경산시,하양읍,금락리 607번지 2층,메가박스 경산하양 1관,영화관,35.9136647,128.823289
경상북도,김천시,율곡동,1123번지,CGV 김천율곡 5관,영화관,36.1148779,128.183447
전라북도,임실군,성수면,도인리 689,4D 영상관,영화관,35.6327981,127.3012723
충청북도,영동군,영동읍,계산리 679-4,영동레인보우영화관 1관,영화관,36.173029,127.7774676
경기도,화성시,향남읍,하길리 1470-2,롯데시네마 향남(제1관),영화관,37.1152036,126.9123695
강원특별자치도,원주시,반곡동,1903-3,메가박스 원주혁신점 1관,영화관,37.3277639,127.9865968
경상남도,진주시,충무공동,35,롯데시네마 진주혁신 제4관,영화관,35.1801162,128.1399333
경기도,하남시,신장동,616,메가박스중앙(주) 하남스타필드지점 4관,영화관,37.5454832,127.2237108
경기도,고양시,일산동구,백석동 1237 일산 요진 와이시티,메가박스중앙(주)백석벨라시타지점 101호,영화관,37.6424632,126.7927528
경기도,의정부시,민락동,"804-6 해동타워 8,9층",롯데시네마 의정부민락 7관,영화관,37.744239,127.0965143
부산광역시,중구,남포동5가,18-1,메가박스 부산극장4관,영화관,35.0986327,129.0287519
강원특별자치도,화천군,상서면,"산양리 737 DMZ시네마, 다목적체육관",화천읍관(산천어시네마),영화관,38.2099215,127.6625494
경상남도,합천군,합천읍,합천리 512 합천시네마,합천시네마 1관,영화관,35.5676023,128.1576563
전라남도,여수시,소호동,928번지,여수자동차극장,자동차극장,34.7304607,127.6428403
경기도,파주시,탄현면,법흥리 1652-26번지,헤이리 시네마,영화관,37.7916052,126.6977281
충청남도,천안시,동남구,문화동 101-2,인디플러스 천안,영화관,36.8082823,127.1520655
대전광역시,서구,탄방동,744 세이탄방점,CGV 대전탄방 2관,영화관,36.3471796,127.3888548
경기도,의정부시,민락동,메가타워 메가박스 5~8층,메가박스 의정부 민락점 3관,영화관,37.745748,127.095728
경기도,군포시,산본동,1145-6 10층,롯데시네마 산본피트인(제1관),영화관,37.3578093,126.930686
경기도,남양주시,별내동,936-4 6층,메가박스 별내점 제4관,영화관,37.6558,127.1266427
부산광역시,해운대구,우동,1467,소극장(CINEMA 2),영화관,35.171212,129.127145
서울특별시,종로구,신문로2가,1-181,에무 시네마 1관,영화관,37.5720887,126.9690127
경상남도,남해군,남해읍,차산리 760 문화체육센터 1층,보물섬시네마,영화관,34.8450838,127.8995559
서울특별시,중랑구,상봉동,501,CGV상봉7관,영화관,37.5974441,127.0922516
전라남도,고흥군,고흥읍,호형리 산 13-7,고흥 작은영화관,영화관,34.6149122,127.296898
전라북도,전주시,완산구,고사동 355-1,CGV 전주고사 3관,영화관,35.8203124,127.1421165
인천광역시,남동구,논현동,747-1번지,메가박스 인천논현7관,영화관,37.3974275,126.7273757
인천광역시,남동구,논현동,747-1번지 6층,메가박스 인천논현8관,영화관,37.3974275,126.7273757
충청북도,진천군,진천읍,읍내리 652번지,메가박스 진천점 1관,영화관,36.8599302,127.4395002
서울특별시,영등포구,영등포동4가,442,CGV 영등포 12관(IMAX),영화관,37.5170973,126.9033464
충청남도,서산시,동문동,193-1번지,롯데시네마 서산관 (7관),영화관,36.7788675,126.4656869
대구광역시,달서구,상인동,241,롯데시네마 상인 제2관,영화관,35.8164691,128.5391401
강원특별자치도,평창군,용평면,장평리 374-2 해피웨딩홀,HAPPY700 평창시네마 1관,영화관,37.588901,128.4163223
강원특별자치도,평창군,용평면,장평리 374-2,HAPPY700 평창시네마 2관,영화관,37.588901,128.4163223
경상북도,고령군,대가야읍,지산리 471-1,대가야시네마 2관,영화관,35.7189224,128.2609146
세종특별자치시,종촌동,673,,CGV 세종3관,영화관,36.5025935,127.2475571
경상남도,창원시,마산합포구,동성동 268 지하1층,씨네아트 리좀,영화관,35.2060801,128.5757657
충청남도,서천군,장항읍,신창리 137-1,서천군 기벌포영화관,영화관,36.0131361,126.6941814
서울특별시,강남구,삼성동,159,코엑스 소상영관 B,영화관,37.5125278,127.0588432
부산광역시,해운대구,우동,539-10 라뮤에뜨 2층,CGV 해운대 6관,영화관,35.162989,129.1584974
서울특별시,강서구,등촌동,"73-1 4,5,6층",롯데시네마 가양 1관,영화관,37.5616187,126.8532543
전라남도,장흥군,장흥읍,건산리 318-2,정남진시네마 2관,영화관,34.6756812,126.9080372
경상북도,문경시,모전동,859-2,메가박스중앙(주) 문경 제1관,영화관,36.5873171,128.1902844
울산광역시,울주군,상북면,등억알프스리 515-2,알프스시네마 1관,영화관,35.5563185,129.0676552
인천광역시,서구,당하동,1098-5 홀리랜드,메가박스 검단점 COMFORT 2관,영화관,37.5879548,126.67538
인천광역시,서구,당하동,1098-5번지 홀리랜드,메가박스 검단점 COMFORT 1관,영화관,37.5879548,126.67538
경상남도,사천시,사천읍,수석리 331-7,롯데시네마사천(제3관),영화관,35.0809389,128.081875
경상남도,사천시,사천읍,수석리 331,롯데시네마사천 (제2관),영화관,35.0809232,128.0823941
경기도,수원시,영통구,이의동 1338,롯데시네마 광교 제1관,영화관,37.2862347,127.0558753
경기도,성남시,분당구,백현동 541,CGV판교 TEMPUR CINEMA,영화관,37.3927738,127.1120506
강원특별자치도,영월군,영월읍,영흥리 990-2,영월시네마 1관,영화관,37.1844987,128.4704676
충청남도,서산시,동문동,1029-1,CGV서산 7관,영화관,36.7785892,126.4564747
경상남도,거창군,거창읍,중앙리 90-2,롯데시네마 거창 1관,영화관,35.6874142,127.9131768
서울특별시,강동구,천호동,42,CGV 천호 5관,영화관,37.5457197,127.142281
서울특별시,강서구,화곡동,"1073-10 메가박스(주) 화곡점 401,501호",메가박스 화곡 3관,영화관,37.5406056,126.8375628
대전광역시,유성구,봉명동,1016-7,메가박스중앙(주)대전유성지점 5관,영화관,36.3523801,127.3446181
전라남도,여수시,웅천동,1720-3,CGV여수웅천(제7관),영화관,34.7487485,127.6787759
전라남도,여수시,웅천동,1699-501,CGV여수웅천(제1관),영화관,34.746502,127.671619
인천광역시,강화군,강화읍,국화리 239,강화작은영화관,영화관,37.7452107,126.4746102
제주특별자치도,제주시,아라일동,2574,메가박스 제주아라 6관,영화관,33.4838561,126.5358615
대구광역시,중구,수동,1-6,독립영화전용관 오오극장,영화관,35.8707448,128.5894156
충청남도,천안시,서북구,불당동 1289,CGV천안펜타포트(3관),영화관,36.798284,127.101363
부산광역시,기장군,기장읍,당사리 64,롯데시네마 동부산 제1관,영화관,35.1922582,129.2128161
경기도,구리시,인창동,419-7 6~8층 롯데시네마 구리아울렛,롯데시네마 구리아울렛 5관,영화관,37.6118729,127.1405367
경기도,남양주시,별내동,936-4 황산빌딩 7층,메가박스 별내점(제2관),영화관,37.6558,127.1266427
경기도,평택시,평택동,185-104,CGV평택 4관,영화관,36.9916031,127.0838543
충청남도,당진시,읍내동,1532,CGV당진점,영화관,36.9019476,126.6303472
경기도,광명시,일직동,500,롯데시네마 광명아울렛 7관,영화관,37.4241728,126.8834649
경기도,수원시,권선구,서둔동 296-77 롯데몰,롯데시네마 수원관 제6관,영화관,37.2642637,126.9973654
경기도,수원시,권선구,서둔동 296-77,롯데시네마 수원관 제8관,영화관,37.2642637,126.9973654
경기도,김포시,운양동,1296-9 8층~9층,CGV김포운양 4관,영화관,37.6548576,126.6840464
서울특별시,송파구,신천동,29,롯데시네마 월드타워(제5관),영화관,37.5131119,127.1034576
서울특별시,강남구,신사동,532-1 지하2층,픽처하우스,영화관,37.5230117,127.0220363
서울특별시,마포구,동교동,159-8,CGV홍대 3관,영화관,37.556433,126.9227638
전라북도,완주군,봉동읍,둔산리 881,완주 휴(休) 시네마 2관,영화관,35.9624486,127.1286694
경기도,포천시,소흘읍,직동리 321-1,광릉수목원 자동차 극장,자동차극장,37.7805211,127.1646243
인천광역시,미추홀구,주안동,141-8번지 10~11층,CGV 남주안점 4관,영화관,37.4634943,126.6807547
인천광역시,미추홀구,주안동,141-8 12~13층,CGV 남주안점 5관,영화관,37.4634943,126.6807547
인천광역시,미추홀구,주안동,141-8번지 12~13층,CGV 남주안점 6관,영화관,37.4634943,126.6807547
전라북도,전주시,완산구,효자동1가 434,CGV전주효자1관(3층),영화관,35.8070222,127.1158636
부산광역시,중구,중앙동7가,43-2,롯데시네마 광복 제8관,영화관,35.0970827,129.0364332
전라남도,순천시,해룡면,신대리 2139,CGV순천신대 3관,영화관,34.9259846,127.5524031
경기도,성남시,분당구,서현동 256,CGV 서현점 1관,영화관,37.3873781,127.1224371
경기도,파주시,문산읍,당동리 892,씨제이 씨지브이 주식회사 (문산점 1관),영화관,37.8666601,126.7841183
경기도,성남시,분당구,서현동 262-2,메가박스중앙(주) 분당지점 3관,영화관,37.3855506,127.1223185
전라북도,고창군,고창읍,읍내리 457,동리시네마 제1관,영화관,35.4316749,126.7025578
경기도,용인시,기흥구,보라동 31,한국민속촌 자동차극장 2관,자동차극장,37.2593583,127.1231522
울산광역시,남구,삼산동,1569-1 업스퀘어(7층 골드클래스관),CGV울산삼산 제11관,영화관,35.5419627,129.3388287
전라북도,무주군,무주읍,당산리 1199-3,제2관 태권관,영화관,36.0025763,127.6624621
경상남도,김해시,부원동,901 아이스퀘어몰,롯데시네마 김해부원 제7관,영화관,35.2259292,128.8840162
충청북도,청주시,흥덕구,복대동 288-14 3층,CGV 청주지웰시티 1관,영화관,36.6425776,127.429202
전라남도,구례군,용방면,죽정리 931 B동,자연드림 시네마 1관,영화관,35.2735544,127.4129742
강원특별자치도,홍천군,홍천읍,연봉리 388-2,홍천시네마 1관,영화관,37.6781802,127.8729879
울산광역시,중구,성남동,256-24,롯데시네마 울산성남 제1관,영화관,35.5531653,129.3205118
경기도,김포시,걸포동,1574-3번지,CGV 김포한강 1관,영화관,37.6322184,126.7072535
인천광역시,동구,송현동,92-7,인천미림극장 주식회사,영화관,37.4755119,126.6343302
전라북도,정읍시,수성동,525-1,CGV 2관,영화관,35.5698998,126.8495504
대구광역시,중구,남일동,65-1,CGV대구아카데미제4관,영화관,35.8699358,128.5942424
대구광역시,중구,남일동,65-1 아카데미극장,CGV대구아카데미제3관,영화관,35.8699358,128.5942424
충청남도,아산시,모종동,555-5,롯데시네마 아산터미널1관,영화관,36.7847464,127.0158251
전라북도,익산시,영등동,149-1,씨지브이익산 제1관,영화관,35.9580736,126.9737638
제주특별자치도,제주시,아라일동,2574 메가타워,메가박스 제주아라 1관,영화관,33.4838561,126.5358615
경기도,수원시,팔달구,팔달로3가 85-4,(주)다연(메가박스 수원남문점) 4관,영화관,37.2760732,127.0163519
경기도,수원시,팔달구,팔달로3가 84-5,(주)다연(메가박스 수원남문점) 1관,영화관,37.2762909,127.0159086
광주광역시,동구,황금동,12-2번지,롯데시네마 충장로 5관,영화관,35.148102,126.9146537
서울특별시,구로구,신도림동,692 디큐브시티 제타워동 7~8층 일부,롯데컬처웍스(주)롯데시네마 제1관,영화관,37.5086046,126.888931
대구광역시,북구,구암동,769-1번지 태을빌딩 6층,롯데시네마 프리미엄 칠곡 3관,영화관,35.9421787,128.5639002
대구광역시,북구,구암동,769-1번지 태을빌딩 8층,롯데시네마 프리미엄 칠곡 4관,영화관,35.9421787,128.5639002
전라북도,김제시,검산동,산 62-1 청소년수련관 1층,지평선시네마 제2관,영화관,35.8146638,126.9009773
전라북도,김제시,검산동,산 62-1 청소년 수련관 1층,지평선시네마 제1관,영화관,35.8146638,126.9009773
경기도,안성시,공도읍,양기리 306,롯데시네마 안성관,영화관,37.0078166,127.1995906
경상남도,김해시,신문동,1414,롯데시네마 김해아울렛 제4관,영화관,35.1850622,128.8290116
경기도,남양주시,화도읍,마석우리 255-24,롯데시네마 마석 1관,영화관,37.650356,127.3094274
서울특별시,서대문구,창천동,20-25,CGV신촌아트레온 5관,영화관,37.5565693,126.940232
제주특별자치도,제주시,이도이동,1776-3,씨지브이 제주 4관,영화관,33.5000872,126.5273202
부산광역시,북구,덕천동,398-2,메가박스 덕천 9관,영화관,35.2111787,129.0075266
울산광역시,남구,삼산동,1569-1 업스퀘어 6층,CGV울산삼산 제4관,영화관,35.5419627,129.3388287
울산광역시,남구,삼산동,1569-1 업스퀘어 8층,CGV울산삼산 제8관,영화관,35.5419627,129.3388287
서울특별시,노원구,중계동,509-2 홈플러스,CGV 중계 제5관,영화관,37.639929,127.0686141
서울특별시,금천구,가산동,60-8 현대시티아울렛 가산점,롯데시네마 가산디지털(제3관),영화관,37.4775962,126.8890743
서울특별시,중구,충정로1가,68번지,청춘극장,영화관,37.5671139,126.9687005
전라남도,목포시,죽동,23,목포극장1926 GS관,영화관,34.7905702,126.3838021
경상남도,진주시,대안동,13-13번지,메가박스 진주(태양의 제국)제5관,영화관,35.1938619,128.0836627
충청북도,충주시,성서동,383번지,메가박스씨앤씨점(11관),영화관,36.9705149,127.9331434
서울특별시,동작구,사당동,147-53번지 골든시네마타워 12층,아트나인 9관,영화관,37.4847671,126.9815275
경기도,안산시,단원구,고잔동 541-1번지 동서코아 지하209호,명화극장,영화관,37.3171566,126.838979
대구광역시,중구,동성로2가,88-22,CGV대구한일 2관,영화관,35.8704611,128.5953729
경기도,고양시,일산동구,백석동 1242 고양종합터미날 5층,CGV고양백석 1관,영화관,37.6432565,126.7897258
경상남도,창원시,진해구,석동 543-3,롯데시네마 진해 제5관,영화관,35.1588076,128.6974143
충청북도,청주시,흥덕구,비하동 332-1,롯데시네마 서청주 제3관,영화관,36.6446565,127.4213918
대구광역시,서구,내당동,463-62 M플라자,롯데시네마광장관 6관,영화관,35.8557087,128.5506969
인천광역시,연수구,동춘동,926 스퀘어원 4층,CGV 인천연수 5관,영화관,37.4059842,126.6837019
서울특별시,영등포구,여의도동,23,CGV여의도 3관(VeatBox관),영화관,37.5249915,126.9253126
서울특별시,영등포구,여의도동,23 IFC,CGV여의도 7관(TEMPUR CINEMA관),영화관,37.5249915,126.9253126
충청남도,보령시,대천동,324-4,씨지브이 보령 2관,영화관,36.3496005,126.5928546
서울특별시,마포구,서교동,490 메세나폴리스 2층,롯데시네마 합정 제2관,영화관,37.5509421,126.9137874
서울특별시,광진구,자양동,227-7 더샵스타시티,롯데시네마 건대입구관 (제1관),영화관,37.5378082,127.0726426
경기도,양주시,광사동,651-6번지,롯데시네마 양주고읍 제3관,영화관,37.7956956,127.0789305
경기도,의정부시,의정부동,168-54 신세계백화점 10층,CGV 의정부 제5관,영화관,37.7371915,127.0463911
경기도,파주시,탄현면,낙하리 265-10,자유로 자동차 극장 2관,자동차극장,37.8339968,126.7352936
경기도,안양시,동안구,호계동 1039,롯데시네마 평촌(제7관),영화관,37.3902376,126.9504777
강원특별자치도,강릉시,임당동,119-3,강릉독립예술극장 신영,영화관,37.7547458,128.8966792
서울특별시,강북구,수유동,168-12,CGV  수유 2관,영화관,37.6423931,127.0298677
광주광역시,광산구,장덕동,1678,롯데시네마 수완 1관,영화관,35.1891968,126.8193677
경기도,양주시,광사동,"651-1 9층 1,2,3호 10층 1,2,3,4호",메가박스 양주 3관,영화관,37.7962081,127.0801258
대전광역시,동구,용전동,68-2 대전복합터미널 동관 3~4층,CGV대전터미널 6관,영화관,36.3515014,127.4375375
서울특별시,강서구,방화동,886 스카이파크,롯데시네마 김포공항 (4관),영화관,37.565064,126.8030045
대구광역시,수성구,대흥동,504 B2F,CGV대구스타디움제3관,영화관,35.8295332,128.6866949
대구광역시,중구,계산동2가,200,CGV대구현대 제5관,영화관,35.8667667,128.5906226
