County,City,Town,Address,Theater_Name,Theater_Type,Latitude,Longitude
광주광역시,서구,치평동,1218-1,CGV광주상무 제10관,영화관,35.1542945,126.8510105
대구광역시,동구,봉무동,1545 이시아폴리스라이프스타일센터,씨네Q 대구이시아 1관,영화관,35.9215564,128.6373451
경기도,부천시,원미구,중동 1141-2 8층~14층,롯데시네마 부천 제3관,영화관,37.5028525,126.7731903
경기도,부천시,원미구,상동 529-2 뮤지엄만화규장각 내 1층,만화영화상영관,영화관,37.5120355,126.74659
세종특별자치시,조치원읍,교리,24-1 4층~6층,(주)버킷스튜디오 메가박스 세종 2관,영화관,36.603063,127.2981249
경기도,양주시,광적면,광석리 132번지,양주문예회관,영화관,37.8132485,126.9712425
전라북도,전주시,완산구,고사동 429-5,전주디지털독립영화관,영화관,35.8183912,127.1425449
경기도,남양주시,진접읍,금곡리 1081-2 래일스타 10층,롯데컬처웍스(주)롯데시네마진접,영화관,37.7120291,127.1866491
서울특별시,광진구,화양동,1번지 건국대학교 예술문화대학 지하1층,KU시네마테크,영화관,37.5425462,127.0737364
경기도,화성시,반송동,96 메타폴리스 A동,CGV동탄 3관(Private Box 융합관),영화관,37.2049405,127.0688768
인천광역시,남동구,논현동,646-2 4층,CGV 인천논현4관,영화관,37.4022533,126.7086185
경기도,고양시,일산서구,대화동 2602 레이킨스 몰 3층,메가박스중앙(주)킨텍스지점 7관,영화관,37.6679353,126.7515109
서울특별시,동대문구,전농동,"591-53 청량리민자역사 8층,9층",롯데시네마청량리 제5관,영화관,37.5809947,127.0470245
경기도,화성시,반송동,93-2,메가박스 동탄 8관,영화관,37.2045495,127.0727949
대구광역시,동구,율하동,1117,롯데시네마 율하관(제6관),영화관,35.8683955,128.6933644
경상남도,통영시,무전동,986 롯데시네마 줌아울렛관 3층,롯데시네마 통영 (2관),영화관,34.8591694,128.4302917
경상남도,통영시,무전동,986 롯데시네마 줌아울랫관 3층,롯데시네마 통영 (5관),영화관,34.8591694,128.4302917
경기도,안산시,단원구,고잔동 717-2,롯데시네마 안산고잔관 제6관,영화관,37.3087842,126.8289245
광주광역시,동구,서석동,47-1,광주독립영화관(G시네마),영화관,35.1469161,126.9222634
경상북도,포항시,북구,흥해읍 용전리 719-1번지,포항자동차극장2관,자동차극장,36.1203881,129.3311414
경상남도,양산시,중부동,685-6,메가박스 양산점 5관,영화관,35.3382758,129.0269396
서울특별시,영등포구,영등포동4가,442 타임스퀘어 4층,CGV 영등포 제2관[4D],영화관,37.5170973,126.9033464
경기도,용인시,기흥구,상갈동 100번지,루블루시네마 4관,영화관,37.2694196,127.1058603
경상북도,안동시,용상동,1426-1번지,CGV 안동 5관,영화관,36.5611336,128.7493672
서울특별시,중랑구,상봉동,130-3 상봉뉴월드시네마 4층,메가박스중앙(주) 상봉지점 1관,영화관,37.5932384,127.0746975
강원특별자치도,동해시,천곡동,863,롯데시네마동해관2관,영화관,37.5221585,129.1153027
강원특별자치도,강릉시,옥천동,189 7층,(주) CGV 강릉지점 6관,영화관,37.7556737,128.8986932
경기도,용인시,처인구,김량장동 301-3번지 시네마일번가 5~8층,CGV 용인 1관,영화관,37.235082,127.2059644
서울특별시,광진구,군자동,477-12번지,메가박스 군자9,영화관,37.5557951,127.0783511
서울특별시,양천구,목동,917-6 행복한세상백화점 7층,메가박스중앙(주) 목동지점 3관,영화관,37.5293781,126.8760503
서울특별시,송파구,문정동,516 가든파이브라이프영관 10층,CGV 송파 6관,영화관,37.4791682,127.1242625
서울특별시,송파구,문정동,516 가든파이브라이프영관10층,CGV 송파 4관,영화관,37.4791682,127.1242625
대전광역시,동구,가오동,557,CGV대전가오 제4관,영화관,36.3069376,127.45802
전라남도,여수시,광무동,42번지,여수 시민회관,영화관,34.7475164,127.7276843
부산광역시,해운대구,우동,1495,CGV 센텀시티 CDC B관,영화관,35.1689629,129.1295857
부산광역시,해운대구,우동,1495 신세계백화점 8층,CGV센텀시티 4DX관,영화관,35.1689629,129.1295857
서울특별시,관악구,신림동,1641-2 14층,롯데시네마 신림 제3관,영화관,37.4838521,126.9301841
제주특별자치도,제주시,노형동,1288-5,CGV제주노형5관,영화관,33.4858646,126.4783248
서울특별시,중구,봉래동2가,122번지 서울역,KTX시네마,영화관,37.5582052,126.9695857
강원특별자치도,원주시,단계동,877-1 7~10층,CGV원주8관,영화관,37.3448535,127.9309608
서울특별시,성동구,행당동,168-151 왕십리민자역사,CGV 왕십리 8관,영화관,37.5612997,127.0383909
인천광역시,부평구,부평동,738-21,롯데시네마 부평역사 7관,영화관,37.4896896,126.7226854
울산광역시,동구,서부동,110-1,HD아트센터,영화관,35.5229788,129.4309788
서울특별시,성북구,동선동1가,1-2,"CGV 성신여대입구 2관 02-3415-6781, ",영화관,37.59262,127.0171859
서울특별시,중구,을지로6가,18-21 굿모닝시티,(주)지원엠엠시네마 동대문지점 1관,영화관,37.5668781,127.0072907
서울특별시,서대문구,대현동,"11-1번지 이화캠퍼스복합단지 지하 4,5층",아트하우스 모모-이화·KB 시네마 2관,영화관,37.5625661,126.9474588
서울특별시,서대문구,대신동,85 하늬솔빌딩,필름포럼 2관,영화관,37.5641432,126.944524
서울특별시,서대문구,대신동,85 외 6필지 하니솔빌딩 A동 지하1층,필름포럼 1관,영화관,37.5641432,126.944524
경상남도,창원시,성산구,"대원동 121 W224,W306,W401",CGV창원더시티 5관,영화관,35.240057,128.6528932
경상남도,창원시,성산구,"대원동 121 W224,W306,401",CGV창원더시티 4관,영화관,35.240057,128.6528932
부산광역시,동래구,온천동,"502-3 (10,11층)",롯데시네마 동래관(제4관),영화관,35.211809,129.077444
경기도,안산시,단원구,고잔동 725-1,CGV안산 5관,영화관,37.3138911,126.8310476
대구광역시,중구,동성로2가,66-1,롯데시네마 동성로 제3관,영화관,35.8701619,128.5966888
강원특별자치도,춘천시,퇴계동,1017 7층,CGV 춘천12관,영화관,37.850566,127.7437431
강원특별자치도,춘천시,퇴계동,1017 3층,BodyCare Seat관(CGV춘천 1관),영화관,37.850566,127.7437431
강원특별자치도,춘천시,퇴계동,1017,CGV 춘천4관,영화관,37.850566,127.7437431
강원특별자치도,춘천시,퇴계동,1017 5층,CGV 춘천5관,영화관,37.850566,127.7437431
경기도,시흥시,대야동,568-1 7층,CGV 시흥 제4관,영화관,37.4469842,126.791707
서울특별시,마포구,동교동,166-6,롯데시네마 홍대입구관 제3관,영화관,37.5573392,126.9252986
부산광역시,해운대구,우동,1496,롯데시네마 센텀시티 제1관,영화관,35.169878,129.1310488
서울특별시,구로구,구로동,3-25 테크노마트 신도림점 12층,CINE Q 신도림점 제10관,영화관,37.5069878,126.8903511
전라북도,전주시,완산구,평화동1가 604-1,롯데시네마 전주평화6관,영화관,35.796227,127.1325035
강원특별자치도,원주시,단계동,873 아트스페이스빌딩 7층,메가박스 원주1관,영화관,37.3450115,127.9297944
서울특별시,강남구,논현동,3 외2필지,메가박스 브로드웨이 6관,영화관,37.516543,127.0215851
대구광역시,달성군,가창면,냉천리 27-9번지,씨네밸리,자동차극장,35.7878214,128.6354946
충청북도,청주시,상당구,서문동 29-2,CGV청주서문10관,영화관,36.6349778,127.4869393
경상북도,구미시,원평동,147-9번지,롯데시네마 프리미엄구미센트럴 6관,영화관,36.1291066,128.3347506
부산광역시,남구,대연동,73-15 스파크 8층,CGV대연 6관,영화관,35.1373407,129.0992614
부산광역시,남구,대연동,73-15 스파크,CGV대연 5관,영화관,35.1373407,129.0992614
부산광역시,남구,대연동,73-15 스파크 6층,CGV대연 4관,영화관,35.1373407,129.0992614
부산광역시,남구,대연동,73-15 스파크6층,CGV대연 3관,영화관,35.1373407,129.0992614
경기도,부천시,원미구,"상동 539-1 소풍 6,7,8층",CGV소풍 9관,영화관,37.504155,126.7566364
경기도,부천시,원미구,"상동 539-1 6,7,8층",CGV소풍 IMAX관,영화관,37.504155,126.7566364
경상북도,포항시,남구,상도동 582 밸류플러스 7층,메가박스 포항 컴포트 7관,영화관,36.0127361,129.3488933
부산광역시,금정구,부곡동,298-2,롯데컬처웍스(주)롯데시네마오투 3관,영화관,35.2283215,129.089794
경기도,오산시,원동,763-21번지,CGV 오산(1관),영화관,37.1460598,127.07039
서울특별시,동작구,사당동,147-53 골든씨네마 7층,메가박스(주) 이수지점 3관,영화관,37.4847671,126.9815275
경상남도,통영시,북신동,698-1 월드지브이존,CGV통영(2관),영화관,34.8572748,128.42558
서울특별시,양천구,목동,916 현대백화점 지하2층,메가박스중앙(주)더부티크목동현대백화점108(THE BOUTIQUE),영화관,37.5268538,126.8750343
서울특별시,강남구,신사동,602,씨네 드 쉐프 A관,영화관,37.5243474,127.0294301
충청남도,천안시,동남구,대흥동 102-10 오렌지씨네스타 5층,CGV천안 4관,영화관,36.807708,127.1483996
서울특별시,강북구,미아동,35-4 트레지오 쇼핑몰 10층,씨지브이 미아점 3관,영화관,37.6120705,127.0307587
서울특별시,강북구,미아동,35-4 트레지오 쇼핑몰 9층,씨지브이 미아점 1관,영화관,37.6120705,127.0307587
서울특별시,강북구,미아동,35-4 트레지오 쇼핑몰 11층,씨지브이 미아점 4관,영화관,37.6120705,127.0307587
경기도,고양시,일산동구,"장항동 867외1필지 지상3,4,5,6층",CGV일산(IMAX관),영화관,37.6558822,126.7719922
경기도,고양시,일산동구,"장항동 867외1필지 지상 3,4,5,6층",CGV일산(6관),영화관,37.6558822,126.7719922
경기도,고양시,일산동구,"장항동 867 867외1필지 지상3,4,5,6층",CGV일산(4관),영화관,37.6558822,126.7719922
경기도,용인시,수지구,죽전동 1285 (주)신세계백화점경기점,CGV신세계경기 TEMPUR CINEMA,영화관,37.3250206,127.1081446
서울특별시,강남구,역삼동,814-6 스타플렉스 6층,CGV 강남제1관,영화관,37.5016542,127.0263905
서울특별시,강남구,역삼동,814-6 스타플렉스 8층,CGV 강남제3관,영화관,37.5016542,127.0263905
서울특별시,강남구,역삼동,814-6 스타플랙스 10층,CGV 강남제4관,영화관,37.5016542,127.0263905
서울특별시,강남구,역삼동,814-6 스타플렉스 10층,CGV 강남제6관,영화관,37.5016542,127.0263905
강원특별자치도,속초시,조양동,1506-1,메가박스 속초점 2관,영화관,38.1890593,128.5859435
경기도,안산시,단원구,고잔동 539-2 조이월드상가 901호,롯데시네마센트럴락1관,영화관,37.3185728,126.8380376
대구광역시,북구,동천동,895-2 6층,메가박스 북대구지점 제1관,영화관,35.944067,128.561738
대구광역시,북구,동천동,895-2 지상8층,메가박스 북대구지점 제3관,영화관,35.944067,128.561738
대구광역시,북구,동천동,895-2 지상10층,메가박스 북대구지점 제5관,영화관,35.944067,128.561738
전라북도,군산시,나운동,114-34,롯데시네마군산나운7관,영화관,35.9616893,126.7047406
경상북도,구미시,원평동,68-1번지,씨지브이구미(제1관),영화관,36.1300888,128.3275566
경상북도,구미시,원평동,68-1,씨지브이구미(제3관),영화관,36.1300888,128.3275566
충청남도,천안시,동남구,신부동 354-1,CGV천안터미널 8관,영화관,36.8202926,127.1567545
광주광역시,북구,중흥동,362-2,메가박스 전대 5관,영화관,35.1726056,126.9124482
경기도,용인시,기흥구,중동 833번지 쥬네브썬월드빌딩 7001호,CGV동백 제1관,영화관,37.2780425,127.1517093
경기도,용인시,기흥구,중동 833 쥬네브썬월드빌딩 7001호,CGV동백 제2관,영화관,37.2780425,127.1517093
부산광역시,동래구,온천동,153-8 SKHUBSKY,씨지브이동래 제7관,영화관,35.2213101,129.0855842
서울특별시,관악구,봉천동,862-1 12층,롯데시네마 서울대입구제2관,영화관,37.4810535,126.9522146
경상남도,거제시,장평동,1211,CGV거제 4관,영화관,34.8910818,128.6165933
부산광역시,금정구,장전동,292-4 라퓨타아일랜드,메가박스중앙(주)부산대지점 7관,영화관,35.2301106,129.0881144
경기도,화성시,병점동,844-1 씨네샤르망,롯데시네마 병점관,영화관,37.2138257,127.0425877
인천광역시,계양구,작전동,899-1 8층,CGV계양 4관,영화관,37.5338765,126.7345163
인천광역시,계양구,작전동,899-1 10층,CGV계양 5관,영화관,37.5338765,126.7345163
경기도,수원시,장안구,조원동 893 아일렛 4층,CGV북수원제1관,영화관,37.3035304,127.0074559
전라남도,목포시,상동,860-1번지 극장동 3층,메가박스 목포하당(포르모) 7관,영화관,34.8072946,126.4258281
경기도,수원시,팔달구,인계동 1113 11~12 7층~10층,CGV동수원 씨네앤포레,영화관,37.2642654,127.0323874
경기도,수원시,팔달구,인계동 1113-11 7층~10층동,CGV동수원 제3관,영화관,37.2639541,127.0322508
서울특별시,서대문구,신촌동,74-12 5층,메가박스중앙(주)신촌지점 5관,영화관,37.5598057,126.9419226
서울특별시,서대문구,신촌동,74-12,메가박스중앙(주)신촌지점 6관,영화관,37.5598057,126.9419226
경기도,수원시,권선구,탑동 761-6,세기필름,영화관,37.2747219,126.9767197
충청남도,홍성군,홍북읍,상하리 88-22번지,용봉산시네마,자동차극장,36.6435574,126.6618757
경기도,남양주시,호평동,640,메가박스 남양주 2관,영화관,37.6550813,127.2441014
경상남도,거제시,고현동,961-57,스카라 거제 제6관,영화관,34.8893107,128.6246905
광주광역시,광산구,쌍암동,688-4번지,메가박스 첨단 4관,영화관,35.2212222,126.8523511
광주광역시,광산구,쌍암동,688-4 폭스존,메가박스 첨단 1관,영화관,35.2212222,126.8523511
경기도,포천시,군내면,하성북리 618,포천반월아트홀,영화관,37.8959729,127.2106255
충청북도,청주시,청원구,율량동 500-3,CGV청주율량 1관,영화관,36.666723,127.4950423
경상남도,창원시,마산합포구,해운동 68 유로스퀘어,메가박스 마산 1관,영화관,35.1818927,128.5638704
경상북도,구미시,공단동,"253-2 박스인빌딩 4층 일부 5층,6층,7층",롯데시네마 구미공단 (1관),영화관,36.1042751,128.3849786
광주광역시,북구,용봉동,17-1,CJ CGV 광주용봉1관,영화관,35.1823828,126.9127094
경상북도,구미시,진평동,1023-1,메가박스중앙 구미강동점 5관,영화관,36.1071355,128.417789
서울특별시,중구,충무로2가,65-9,CGV명동역 씨네라이브러리 3관,영화관,37.5613449,126.985343
서울특별시,중구,충무로2가,65-9번지,인사이드시네마,영화관,37.5613449,126.985343
제주특별자치도,제주시,이도이동,1776-3 4층(서광로 17),씨지브이 제주 1관,영화관,33.5000872,126.5273202
제주특별자치도,제주시,이도이동,1776-3 (서광로17),씨지브이 제주 2관,영화관,33.5000872,126.5273202
인천광역시,부평구,부평동,152-1,롯데시네마 부평9 1관,영화관,37.4938246,126.7266083
대구광역시,달서구,이곡동,1244-1,롯데시네마 성서9 (제9관),영화관,35.8544268,128.5078228
전라남도,순천시,덕암동,151번지 701호,메가박스 7관,영화관,34.9412389,127.510869
제주특별자치도,서귀포시,법환동,914번지,롯데시네마 서귀포 6관,영화관,33.246454,126.5089903
전라남도,순천시,덕암동,151 701호,메가박스 4관,영화관,34.9412389,127.510869
경기도,부천시,소사구,괴안동 113-1 역곡하이뷰 6~8층,CGV역곡 2관,영화관,37.484456,126.8109947
경기도,성남시,중원구,성남동 3499 9층,메가박스 성남모란 1관,영화관,37.4313971,127.1297654
제주특별자치도,서귀포시,법환동,914,롯데시네마 서귀포 1관,영화관,33.246454,126.5089903
광주광역시,광산구,쌍암동,694-35,CGV첨단점 4관,영화관,35.2164704,126.8503422
서울특별시,중구,충무로1가,24-23번지 캣츠빌딩,씨큐엔(CQN)명동1관,영화관,37.5612801,126.9841168
서울특별시,노원구,상계동,713,롯데시네마 노원(제4관),영화관,37.6551499,127.0610983
강원특별자치도,원주시,단구동,1511-2 (스타월드 6층),롯데시네마 남원주3관,영화관,37.3308615,127.948733
강원특별자치도,춘천시,죽림동,189,롯데시네마춘천 5관,영화관,37.8780371,127.7277376
경기도,고양시,덕양구,화정동 966-1번지 씨네마플러스 4/5/6층,(주)씨지브이 화정5관,영화관,37.6358316,126.8331873
경기도,고양시,덕양구,화정동 966-1 씨네마플러스 4/5/6층,(주)씨지브이 화정1관,영화관,37.6358316,126.8331873
경기도,안산시,상록구,성포동 590,롯데시네마 안산1관(샤롯데관),영화관,37.3174307,126.8473179
인천광역시,미추홀구,관교동,15 지하1층,롯데시네마 인천터미널 3관,영화관,37.4414292,126.7013271
광주광역시,광산구,우산동,1587-1번지,메가박스 하남 8관,영화관,35.1629287,126.811511
경기도,의정부시,의정부동,494 외 6필지,CGV 의정부태흥 1관,영화관,37.7380313,127.0436104
경기도,평택시,비전동,830,메가박스 평택비전 5관,영화관,36.9958737,127.1124078
충청남도,천안시,서북구,두정동 68-1 센트하임 4층,주식회사 트리스타 메가박스 천안(제2관),영화관,36.8325314,127.1473579
경기도,오산시,원동,300-8 씨네마아울렛 5층,롯데시네마 오산 7관,영화관,37.1422829,127.0738937
경상남도,창원시,성산구,중앙동 99-1 메가플렉스,메가박스창원5관,영화관,35.2213656,128.6757218
인천광역시,연수구,청학동,496-4 연수동광장프라자 10층,CGV 연수역 9관,영화관,37.4177491,126.6771108
서울특별시,은평구,대조동,240번지 팜스퀘어,CGV불광제1관,영화관,37.6097418,126.9290005
서울특별시,은평구,대조동,240 팜스퀘어,CGV불광제4관,영화관,37.6097418,126.9290005
충청북도,청주시,흥덕구,석곡동 2-3번지,아트시네마,영화관,36.6099767,127.4338584
서울특별시,강동구,성내동,549-1번지,메가박스 강동10,영화관,37.5285342,127.1251615
광주광역시,동구,충장로3가,8번지,듀오씨네마,영화관,35.1491508,126.9153759
서울특별시,종로구,명륜2가,41-9 지하1층,CGV 대학로 5관,영화관,37.5834726,126.9998487
경기도,평택시,서정동,818-36,롯데컬처웍스(주) 롯데시네마 송탄3관,영화관,37.067226,127.0610144
서울특별시,중구,필동3가,55-17 A-1,태형영화,영화관,37.5579067,126.9962435
서울특별시,영등포구,영등포동,618-496 외 12필지,롯데시네마 영등포 6관,영화관,37.5159236,126.9073819
경상남도,창원시,마산회원구,합성동 126-4,씨지브이마산8 6관,영화관,35.2375637,128.5823881
서울특별시,중구,남대문로2가,130,롯데시네마 에비뉴엘 <2관>,영화관,37.5641159,126.9819319
경상남도,김해시,내동,1131-4 휴앤락몰,CGV 김해9 제1관,영화관,35.242169,128.8685866
경상남도,밀양시,내이동,1565-16번지,밀양시네마2관,영화관,35.4992815,128.7461828
부산광역시,해운대구,좌동,1479-1번지 웅신시네아트 704-1,롯데시네마 해운대 제9관,영화관,35.1691562,129.1766672
인천광역시,미추홀구,주안동,30-1 카라아울렛 7층,CGV주안역 9관,영화관,37.4655588,126.6803981
충청남도,공주시,신관동,248-3번지,메가박스 공주제6관,영화관,36.4735289,127.1387529
충청남도,부여군,부여읍,구아리 208-3번지 금성빌딩 4층,금성시네마,영화관,36.2812821,126.9117033
전라남도,목포시,상동,1129-6,CGV목포평화광장3관,영화관,34.7993231,126.433214
부산광역시,사상구,괘법동,533-1,메가박스중앙(주) 사상지점 1관,영화관,35.1633381,128.9819791
서울특별시,서초구,서초동,"1317-20 아라타워, 11층",메가박스중앙(주) 강남 7관,영화관,37.4979543,127.0265348
서울특별시,서초구,서초동,"1317-20 아라타워, 9층",메가박스중앙(주) 강남 2관,영화관,37.4979543,127.0265348
서울특별시,서초구,서초동,"1317-20 아라타워, 10층",메가박스중앙(주) 강남 3관,영화관,37.4979543,127.0265348
경기도,부천시,원미구,심곡동 175-6 6층,롯데시네마 부천역관 제1관,영화관,37.4854845,126.7825198
경기도,부천시,원미구,심곡동 175-6 (7층),롯데시네마 부천역관 제5관,영화관,37.4854845,126.7825198
경기도,부천시,원미구,심곡동 175-6 (6층),롯데시네마 부천역관 제3관,영화관,37.4854845,126.7825198
울산광역시,중구,성남동,251-8,메가박스 울산점 7관,영화관,35.5543623,129.3210866
전라남도,목포시,상동,892,CGV 목포제2관,영화관,34.8025043,126.4198674
전라북도,전주시,완산구,고사동 181 3층 우측,메가박스 전주객사 제1관,영화관,35.8208919,127.1437413
전라북도,전주시,완산구,고사동 181 3층 좌측,메가박스 전주객사점 제3관,영화관,35.8208919,127.1437413
전라북도,전주시,완산구,고사동 181 5층 우측,메가박스 전주객사점  제4관,영화관,35.8208919,127.1437413
전라북도,전주시,완산구,고사동 181 5층 좌측,메가박스 전주객사점 제6관,영화관,35.8208919,127.1437413
전라북도,전주시,완산구,고사동 181 7층 우측,메가박스 전주객사점 제7관,영화관,35.8208919,127.1437413
전라북도,전주시,완산구,고사동 181 7층 좌측,메가박스 전주객사점 10관,영화관,35.8208919,127.1437413
서울특별시,종로구,돈의동,137 지하2층,CGV피카디리1958 1관,영화관,37.5710437,126.9912337
서울특별시,종로구,돈의동,137 피카디리플러스,CGV 피카디리1958 2관,영화관,37.5710437,126.9912337
서울특별시,종로구,돈의동,137 지하4층,CGV피카디리1958 4관,영화관,37.5710437,126.9912337
서울특별시,종로구,명륜2가,41-9 대학로CGV 2층,CGV 대학로 6관,영화관,37.5834726,126.9998487
서울특별시,금천구,독산동,291-5,롯데시네마 독산 제7관,영화관,37.4694139,126.8974581
서울특별시,용산구,한강로3가,40-999,씨지브이 용산아이파크몰 제2관,영화관,37.5295577,126.9641642
경상남도,창원시,의창구,팔용동 30-1,CGV 창원6 제6관,영화관,35.2346121,128.6420041
경상남도,진주시,가좌동,700-1 (주)엠비씨 경남,롯데시네마 엠비씨네 시그니처 M,영화관,35.1637617,128.1073442
경상남도,진주시,중안동,"12-13 씨네피아9관(8,9층)",메가박스 진주중안 1관,영화관,35.1928224,128.082619
경기도,광명시,광명동,"150-19 크로앙스 7,8층",롯데시네마 광명5관,영화관,37.4794666,126.8556398
대구광역시,수성구,범물동,1273 동아백화점 수성점 9층,CGV 대구수성 제2관,영화관,35.8210867,128.6404323
서울특별시,강동구,성내동,44-1번지,롯데시네마 1관,영화관,37.5366433,127.1253388
경기도,안산시,단원구,고잔동 535-1,메가박스 안산 중앙 5관,영화관,37.3179413,126.8356393
서울특별시,종로구,명륜2가,41-9 4층,CGV 대학로 8관,영화관,37.5834726,126.9998487
서울특별시,종로구,명륜2가,41-9 지하2층,CGV 대학로 3관,영화관,37.5834726,126.9998487
서울특별시,종로구,명륜2가,41-9 지하3층,CGV 대학로 2관,영화관,37.5834726,126.9998487
서울특별시,종로구,명륜2가,41-9 3층,CGV 대학로 7관,영화관,37.5834726,126.9998487
서울특별시,구로구,개봉동,297-2번지,떼아뜨르 이동영화,영화관,37.4856219,126.8507463
강원특별자치도,속초시,영랑동,570-5,문화프로덕션,영화관,38.2128051,128.5887494
전라북도,전주시,완산구,서신동 971 롯데백화점(7~8층우측1번째),롯데시네마전주8(제8관),영화관,35.8345301,127.1218052
서울특별시,성북구,돈암동,538-98,아리랑시네센터 제2관,영화관,37.5999148,127.0138629
경기도,안양시,만안구,안양동 676-1 PROJECT 500 TOWER,롯데시네마 안양일번가 (1관),영화관,37.3997576,126.9202415
경상북도,포항시,북구,대흥동 563-3,롯데시네마 포항 2관,영화관,36.0366169,129.3629602
대전광역시,유성구,지족동,905-4,CGV 유성노은 1관,영화관,36.372547,127.3185062
충청북도,청주시,흥덕구,가경동 1416-3 드림플러스 8층,CGV청주터미널 1관,영화관,36.6261788,127.4312356
인천광역시,중구,경동,238-1번지,애관극장 5관,영화관,37.4725168,126.6296556
부산광역시,연제구,거제동,1208,CGV 아시아드 제4관,영화관,35.1909444,129.0614127
대전광역시,서구,탄방동,746 로데오타운 5층,메가박스중앙(주) 대전지점 1관,영화관,36.3472996,127.3880059
서울특별시,강남구,신사동,651-21번지,씨네시티3관,영화관,37.5228996,127.0370628
충청남도,서산시,동문동,193-1번지 외 2필지,롯데시네마 서산관(6관),영화관,36.7788675,126.4656869
전라남도,순천시,장천동,54-1,씨제이 씨지브이 주식회사(순천6관),영화관,34.950762,127.4863373
전라남도,화순군,도곡면,천암리 814번지,도곡시네마,자동차극장,35.0241381,126.9035854
인천광역시,미추홀구,주안동,166-1 메인프라자 8층,영화공간 주안2관,영화관,37.4612943,126.6806166
경기도,부천시,원미구,심곡동 383-1 씨네마홀 6층,CGV부천역 2관,영화관,37.4858724,126.7811492
경기도,고양시,일산서구,주엽동 22 그랜드백화점일산점,롯데시네마주엽(일산)2관,영화관,37.6709918,126.7611891
경기도,부천시,원미구,심곡동 383-1 씨네마홀 8층,CGV부천역 6관,영화관,37.4858724,126.7811492
경기도,부천시,원미구,심곡동 383-1 씨네마홀 7층,CGV부천역 4관,영화관,37.4858724,126.7811492
강원특별자치도,속초시,장사동,24-1,태형영화,자동차극장,38.2099465,128.5282737
서울특별시,은평구,녹번동,85-4번지,이동상영관,영화관,37.6039377,126.9283639
경기도,광명시,하안동,1번지,미래상영관(이동상영관),영화관,37.460205,126.86905
전라북도,전주시,완산구,고사동 288-2,조이앤시네마 전주4관,영화관,35.8211082,127.1422334
경기도,의정부시,의정부동,148-10번지,의정부극장 5관,영화관,37.7392819,127.0513116
경상남도,창원시,마산회원구,합성동 267 마산시외버스터미널,롯데시네마 마산(합성동)7관,영화관,35.2389458,128.5837211
전라북도,전주시,완산구,고사동 340-3,전주시네마 제6관,영화관,35.8202795,127.1413777
경기도,부천시,원미구,중동,CGV부천8  1관,영화관,37.487812,126.768185
광주광역시,서구,치평동,1223-3번지,메가박스 상무 5관,영화관,35.1543009,126.854407
경기도,고양시,일산동구,장항동 764 라페스타C,롯데시네마 라페스타(1관),영화관,37.6615469,126.7686061
울산광역시,남구,삼산동,1480-1,롯데시네마 울산9(9관),영화관,35.5384501,129.3383349
충청북도,청주시,흥덕구,오송읍 서평리 600-1,오송자동차극장,자동차극장,36.5851716,127.3145567
경상북도,포항시,북구,덕산동 235-4,CGV 북포항(3관),영화관,36.0407456,129.3681826
경상북도,안동시,옥동,734번지 (테마프라자501호),롯데시네마 프리미엄 안동 1관,영화관,36.5662293,128.6999962
경상북도,안동시,옥동,734번지 테마프라자 401호,롯데시네마 프리미엄 안동 5관,영화관,36.5662293,128.6999962
경기도,광명시,철산동,436,OLC광명철산극장 제5관,영화관,37.4751078,126.8697517
경기도,의정부시,의정부동,170-11번지,태흥시네마2 2관,영화관,37.7387704,127.0498765
경상북도,구미시,원평동,123-7번지,G플렉스아트홀어린이극장,영화관,36.129596,128.3308313
서울특별시,중구,장충동2가,201-6번지,씨너스 이오이(EOE)4 남산자동차극장,자동차극장,37.5515597,127.0025553
서울특별시,중구,초동,19-4번지 초동빌딩3층,시네아스트극장,영화관,37.5645987,126.9924834
서울특별시,중구,충무로4가,131-6번지,극동극장,영화관,37.5619293,126.9950267
서울특별시,중구,충무로1가,"24-23번지 8,9,10층",명동시네마,영화관,37.5612801,126.9841168
서울특별시,중구,초동,18-5번지,"명보 <<1,2,5관>>",영화관,37.5646994,126.9932177
서울특별시,중구,초동,41번지,스카라극장,영화관,37.5641169,126.9925774
서울특별시,마포구,성산동,515 월드컵쇼핑몰내 1층,메가박스중앙(주)상암월드컵경기장지점 Dolby Atmos관,영화관,37.5682884,126.8972733
인천광역시,부평구,청천동,386번지 386,아이즈빌씨지브이부평10 10관,영화관,37.5218638,126.7034829
인천광역시,부평구,청천동,386번지,아이즈빌씨지브이부평10 5관,영화관,37.5218638,126.7034829
경기도,군포시,산본동,1142-2 4층,CGV 산본(5관),영화관,37.3588953,126.9333876
부산광역시,북구,화명동,2275-1,메가박스 화명 1관,영화관,35.2347651,129.0097575
강원특별자치도,삼척시,남양동,34-20,아카데미극장,영화관,37.4431432,129.1646082
서울특별시,중구,회현동2가,26-1번지,뉴아트프로덕션(이동상영관),영화관,37.5588984,126.9833128
제주특별자치도,서귀포시,색달동,2889-1번지,시네메드자동차극장,자동차극장,33.2461233,126.4145102
서울특별시,종로구,낙원동,284-6번지,허리우드클래식,영화관,37.5725833,126.9878024
서울특별시,종로구,신문로1가,226 흥국생명빌딩,씨네큐브광화문 2관,영화관,37.5697351,126.9722948
경기도,수원시,팔달구,매산로1가 18 수원역사6층,메가박스중앙(주)수원AK플라자 컴포트2관,영화관,37.2661789,126.9998957
