County,City,Town,Address,Park_Name,Park_Type,Latitude,Longitude
경기도,양평군,용문면,광탄리 711,광탄2호 소공원,소공원,37.509628,127.628406
경기도,양평군,용문면,광탄리 762,광탄3호 소공원,소공원,37.508443,127.627414
경기도,양평군,양평읍,공흥리 885-1,공흥 소공원,소공원,37.493844,127.5093259
경기도,양평군,강하면,운심리 43-25,한강아트로드 공원,소공원,37.496021,127.4082162
경기도,양평군,강하면,운심리 28-1,강하 소공원,소공원,37.496164,127.4123259
경기도,양평군,양평읍,오빈리 96-40,오빈12호 소공원,소공원,37.505413,127.476939
경기도,양평군,양평읍,오빈리 88-47,오빈13호 소공원,소공원,37.506925,127.479025
경기도,양평군,양평읍,오빈리 88-46,오빈14호 소공원,소공원,37.507148,127.479103
경기도,양평군,양평읍,오빈리 81-32,오빈15호 소공원,소공원,37.50698641,127.4796766
경기도,양평군,양평읍,양근리 53-2,양근소공원(17호),소공원,37.49946708,127.4921815
경기도,양평군,강상면,병산리 138,병산1호 소공원,소공원,37.49067302,127.4739159
경기도,양평군,강상면,병산리 142-35,병산2호 소공원,소공원,37.49108254,127.4753493
경기도,양평군,강상면,병산리 40,병산3호 소공원,소공원,37.48961623,127.4791688
경기도,양평군,강상면,병산리 1205-1,병산4호 소공원,소공원,37.4885532,127.4791562
경기도,양평군,양평읍,양근리 739,양근소공원(19호),소공원,37.49280474,127.4894425
경기도,양평군,양서면,신원리 471-5,양서 소공원 7,소공원,37.52498145,127.3720793
경기도,양평군,양평읍,공흥리 456-25,공흥 양근공원,소공원,37.4877417,127.4986762
경기도,평택시,비전동,981공,2호 어린이공원(여염리),어린이공원,37.006453,127.101332
경기도,남양주시,진접읍,금곡리 970,진접2호도담공원,어린이공원,37.7192162,127.1915425
경기도,남양주시,진접읍,금곡리 985,진접6호한빛공원,어린이공원,37.7221182,127.2017407
경기도,남양주시,진접읍,금곡리 1084,진접1호해밀공원,어린이공원,37.71199895,127.1895491
경기도,남양주시,진접읍,장현리 710-2,장현3어린이공원,어린이공원,37.726114,127.1937654
경기도,남양주시,진접읍,장현리 710-6,장현3어린이공원,어린이공원,37.7232914,127.1927287
경기도,남양주시,다산동,3720-2,힐스테이트황금산 APT 소공원,소공원,37.6074695,127.1663634
경기도,남양주시,오남읍,양지리 807-5,양지어린이공원,어린이공원,37.6987771,127.1989011
경기도,남양주시,와부읍,덕소리 110-2,덕소4호공원,어린이공원,37.5859681,127.2166206
경기도,남양주시,오남읍,오남리 891-5,오남1지구 오남아이파크어린이공원,어린이공원,37.6966072,127.2012855
충청남도,당진시,읍내동,507-12,공원:103(당진:03 승리봉공원),근린공원,36.895543,126.627703
충청남도,당진시,채운동,357-21,공원:104(당진:04 채운공원),근린공원,36.890644,126.619224
충청남도,당진시,읍내동,234-33,공원:107(당진:06 남산공원),근린공원,36.894382,126.634567
충청남도,당진시,읍내동,560-2,공원:109(당진:8 서문공원),소공원,36.893201,126.627137
충청남도,당진시,읍내동,177-1,공원:110(당진:09 새싹공원),어린이공원,36.890234,126.635389
충청남도,당진시,채운동,278-4,공원:111(당진:10 은하공원),어린이공원,36.894686,126.622673
경기도,평택시,비전동,1075공,29호 어린이공원(서정동),어린이공원,37.002226,127.107017
경기도,평택시,비전동,1004-1공,2호 어린이공원(동삭 세교지구),어린이공원,37.003243,127.096344
경기도,평택시,비전동,1016공,2호 물빛2 수변공원(소사벌택지 이곡수변),수변공원,37.003573,127.103911
경기도,평택시,죽백동,737-2공,3호 소리 수변공원(소사벌택지),수변공원,37.007098,127.111214
경기도,평택시,비전동,1032공,4호 소리 수변공원(소사벌택지),수변공원,37.004339,127.107357
경기도,평택시,비전동,1069공,5호 물빛3 수변공원(소사벌택지 이곡수변),수변공원,37.00246,127.107881
경기도,평택시,비전동,1065 1093 1099,6호 물빛4 수변공원(소사벌택지 이곡수변),수변공원,37.001798,127.111412
경기도,평택시,비전동,966 966-1~6,7호 너울 수변공원(소사벌택지),수변공원,37.003257,127.090635
경기도,평택시,군문동,201-1,군문 수변공원,수변공원,36.982112,127.091679
경기도,평택시,동삭동,12-1,상서재 1호 수변공원(동삭2지구),수변공원,37.015396,127.104691
경기도,평택시,동삭동,186-1,11호 어린이공원(서정동),어린이공원,37.006472,127.093243
경기도,평택시,세교동,산3-8,14호 어린이공원(고덕국제화지구  두릉리),어린이공원,37.011591,127.091001
경기도,평택시,세교동,26,17호 어린이공원(고덕국제화지구 좌교리),어린이공원,37.004107,127.089859
경기도,평택시,세교동,288-1,18호 어린이공원(고덕국제화지구 해창리),어린이공원,37.008211,127.08741
경기도,평택시,세교동,37-3,19호 어린이공원(고덕국제화지구),어린이공원,37.006081,127.087364
경기도,평택시,평택동,38,1호 어린이공원(동삭 세교지구),어린이공원,36.993417,127.087884
경기도,평택시,군문동,360-3,1호 어린이공원(포승지구 BIX),어린이공원,36.987728,127.084538
경기도,평택시,동삭동,546,1호 어린이공원(화양지구),어린이공원,37.020321,127.081163
경기도,평택시,세교동,559-2,20호 어린이공원(고덕국제화지구  해창리),어린이공원,37.000296,127.083343
경기도,평택시,지제동,산7-7임,23호 현덕 어린이공원(인광2지구),어린이공원,37.022168,127.077426
경기도,평택시,비전동,927,25호 어린이공원(여염리),어린이공원,36.995114,127.109641
경기도,평택시,용이동,690,26호 어린이공원(서정동),어린이공원,36.993175,127.124286
경기도,평택시,죽백동,816-4공,27호 어린이공원(율포리),어린이공원,37.002339,127.124685
경기도,평택시,세교동,408-2전,28호 어린이공원(서정동),어린이공원,37.013263,127.075078
경기도,오산시,내삼미동,862,수청제3어린이공원,어린이공원,37.1743043159,127.0584887935
서울특별시,영등포구,대림동,752-60,산성어린이공원,어린이공원,37.49697742,126.902594
서울특별시,영등포구,대림동,703-6,다사랑어린이공원,어린이공원,37.492834,126.899215
서울특별시,영등포구,도림동,23-1,고추말어린이공원,어린이공원,37.511577,126.9070507
서울특별시,영등포구,대림동,870,대림어린이공원,어린이공원,37.491332,126.903016
서울특별시,영등포구,영등포동8가,28,서강어린이공원,어린이공원,37.5259219,126.905848
서울특별시,영등포구,대림동,690,원지어린이공원,어린이공원,37.497618,126.899642
서울특별시,영등포구,대림동,742,동심어린이공원,어린이공원,37.498712,126.897293
서울특별시,영등포구,대림동,715,두암어린이공원,어린이공원,37.49551276,126.897371
서울특별시,영등포구,대림동,657,신우어린이공원,어린이공원,37.503539,126.899081
서울특별시,영등포구,양평동,153-2,양화폭포근린공원,근린공원,37.53904364,126.8985934
서울특별시,영등포구,영등포동,582-3,영등포근린공원,근린공원,37.516127,126.912126
서울특별시,영등포구,양평동4가,301-7,양평어린이공원,어린이공원,37.538015,126.898077
서울특별시,영등포구,영등포동,647-3,영일어린이공원,어린이공원,37.51015183,126.903919
서울특별시,영등포구,영등포동2가,222,중마루근린공원,근린공원,37.519919,126.911497
서울특별시,영등포구,신길동,4937-1,꿈에그린어린이공원,어린이공원,37.50300166,126.9088394
서울특별시,영등포구,문래동6가,25-1,문래소공원,소공원,37.5197992,126.8869024
서울특별시,영등포구,문래동4가,67-1,인스빌1 소공원,소공원,37.514461,126.888327
서울특별시,영등포구,문래동4가,68-1,인스빌2 소공원,소공원,37.513622,126.890546
서울특별시,영등포구,당산동5가,4-23,꽃담 소공원,소공원,37.53120144,126.900161
서울특별시,영등포구,신길동,4955-3,(가칭)신길14재정비촉진구역 소공원,소공원,37.504367,126.9060219613
서울특별시,영등포구,당산동5가,9-29,당산역 소공원,소공원,37.533517,126.900642
서울특별시,영등포구,대림1동,1124-3,파밀리에 소공원,소공원,37.495012,126.903451
서울특별시,영등포구,도림동,821-3,도리미 소공원,소공원,37.509476,126.9021917
경기도,남양주시,진접읍,금곡리 1092,진접3호늘찬공원,어린이공원,37.71490907,127.1962489
대구광역시,달서구,성당동,701-5,원화어린이공원,어린이공원,35.84625957,128.5464382
대구광역시,달서구,유천동,596,한남어린이공원,어린이공원,35.81472524,128.5166123
대구광역시,달서구,대곡동,731-2,윗한실1어린이공원,어린이공원,35.79399019,128.5303084
대구광역시,달서구,상인동,1549,유림어린이공원,어린이공원,35.81378224,128.5490458
대구광역시,달서구,호산동,357,은하수어린이공원,어린이공원,35.85102891,128.4870951
대구광역시,달서구,상인동,1589,은행어린이공원,어린이공원,35.80671996,128.5513375
대구광역시,달서구,이곡동,1304-2,이곡어린이공원,어린이공원,35.85568796,128.5121997
대구광역시,달서구,송현동,1993-2,장관어린이공원,어린이공원,35.82895733,128.5572124
대구광역시,달서구,진천동,780-1,장미어린이공원,어린이공원,35.81119451,128.5186156
대구광역시,달서구,상인동,1592-3,장미어린이공원,어린이공원,35.80737863,128.5559509
대구광역시,달서구,용산동,940-7,장산어린이공원,어린이공원,35.85662968,128.5251077
대구광역시,달서구,신당동,1801,점터어린이공원,어린이공원,35.85425569,128.493869
대구광역시,달서구,죽전동,203-2,죽전어린이공원,어린이공원,35.85649116,128.539629
대구광역시,달서구,진천동,832-3,진달래어린이공원,어린이공원,35.81091596,128.5318237
대구광역시,달서구,진천동,223-31,오복어린이공원,어린이공원,35.81404107,128.5293488
대구광역시,달서구,월성동,270,창공어린이공원,어린이공원,35.83192291,128.5331421
대구광역시,달서구,상인동,1581,채정어린이공원,어린이공원,35.80967377,128.5500446
대구광역시,달서구,신당동,1846-2,청록공원,어린이공원,35.85457293,128.4963841
대구광역시,달서구,장기동,813-2,초록어린이공원,어린이공원,35.84486322,128.5300611
대구광역시,달서구,죽전동,376-4,춘추어린이공원,어린이공원,35.8551821,128.5360883
대구광역시,달서구,송현동,1966-5,치영어린이공원,어린이공원,35.82446957,128.5527652
대구광역시,달서구,용산동,922-1,큰못공원,어린이공원,35.86013786,128.5263361
대구광역시,달서구,상인동,1501-1,태양어린이공원,어린이공원,35.81833131,128.5407924
대구광역시,달서구,송현동,147,토끼와거북이어린이공원,어린이공원,35.83299096,128.5520654
충청북도,진천군,덕산읍,두촌리 2595,너나들이공원,어린이공원,36.90260454,127.5394716
충청북도,진천군,덕산읍,두촌리 2501,하람공원,어린이공원,36.90296087,127.5265635
충청북도,진천군,덕산읍,두촌리 2719,양지공원,어린이공원,36.90238265,127.5286282
충청북도,진천군,덕산읍,두촌리 2770,늘해랑공원,어린이공원,36.89929281,127.5352141
대구광역시,달서구,호산동,357-60,호산근린공원,근린공원,35.84898659,128.4839363
대구광역시,달서구,대곡동,1049,진남소공원,소공원,35.80701878,128.5240282
대구광역시,달서구,대곡동,1111,송정소공원,소공원,35.79537922,128.5284122
대구광역시,달서구,대곡동,1136,갈밭소공원,소공원,35.79986307,128.5341962
대구광역시,달서구,도원동,1451-4,도원소공원,소공원,35.80628301,128.5461183
대구광역시,달서구,진천동,482-57,소공원,소공원,35.810994,128.524162
대구광역시,달서구,상인동,797,월곡소공원,소공원,35.8191261061,128.5451669721
대구광역시,달서구,유천동,598,세모소공원,소공원,35.81472524,128.5166123
대구광역시,달서구,월성동,1794-4,출판밸리소공원,소공원,35.83652501,128.5242896
대구광역시,달서구,도원동,898-1,월광수변공원,수변공원,35.7988027,128.5482878
대구광역시,달서구,장기동,842,출판밸리수변공원,수변공원,35.84179251,128.5254492
대구광역시,달서구,도원동,1439-3,가람어린이공원,어린이공원,35.80665966,128.5408088
대구광역시,달서구,신당동,1834-5,갈뫼공원,어린이공원,35.85276471,128.494303
대구광역시,달서구,감삼동,165-2,감삼어린이공원,어린이공원,35.84909064,128.539941
대구광역시,달서구,감삼동,123,삼각지어린이공원,어린이공원,35.84984363,128.5457296
대구광역시,달서구,감삼동,287-59,감삼소어린이공원,어린이공원,35.84441945,128.5421725
대구광역시,달서구,상인동,1461,감성테마어린이공원,어린이공원,35.81040639,128.5354373
대구광역시,달서구,월성동,88,감천리어린이공원,어린이공원,35.83004106,128.5283352
대구광역시,달서구,도원동,1443-1,강산어린이공원,어린이공원,35.80543908,128.5358911
경기도,수원시,영통구,영통동 1012-4,반달,근린공원,37.25087449,127.0788585
경기도,수원시,영통구,영통동 989-3,살구골,근린공원,37.25066343,127.0716869
경기도,수원시,영통구,영통동 969-2,벽적골,근린공원,37.24867774,127.0618933
경기도,수원시,영통구,영통동 981-4,교통,근린공원,37.24539567,127.0627739
경기도,수원시,영통구,매탄동 1318,머내생태,근린공원,37.2595236,127.0490344
경기도,수원시,영통구,매탄동 1338,매여울,근린공원,37.25697937,127.0438285
경기도,수원시,영통구,매탄동 1345,선주리들,근린공원,37.25604619,127.0439958
경기도,수원시,영통구,이의동1183,열림,근린공원,37.30555736,127.0431528
경기도,수원시,영통구,이의동 1213,성죽,근린공원,37.30947394,127.0480744
경기도,수원시,영통구,이의동 1215,솔내,근린공원,37.30818449,127.0510224
경기도,수원시,영통구,이의동 1288,연암,근린공원,37.29450237,127.0364342
경기도,수원시,영통구,망포동 358-5,망포,근린공원,37.24246445,127.0577196
경기도,수원시,영통구,이의동 1302,광교중앙,근린공원,37.293898,127.0603242
경기도,수원시,영통구,이의동 1328,다산,근린공원,37.29037967,127.0547563
경기도,수원시,영통구,이의동 1354,혜령,근린공원,37.28826802,127.0452351
경기도,수원시,영통구,원천동 588,사색,근린공원,37.28323083,127.0548829
경기도,수원시,영통구,원천동 596-1,텃밭,근린공원,37.27302817,127.0632063
경기도,수원시,영통구,하동 1002,번암가족,근린공원,37.29674051,127.0879704
경기도,수원시,영통구,이의동 1365,71호근린공원,근린공원,37.28401494,127.0394157
경기도,수원시,영통구,하동 1023,광교호수공원,근린공원,37.27499276,127.0652651
경기도,수원시,영통구,망포동 737,방죽,근린공원,37.24470146,127.0514803
경기도,수원시,영통구,망포동 755,지성,근린공원,37.23882922,127.0463235
경기도,수원시,영통구,이의동 산13-88,수원광교박물관 인근,역사공원,37.29764664,127.0530962
경기도,수원시,영통구,신동 942,신동수변공원,수변공원,37.24740815,127.0404663
강원특별자치도,춘천시,후평동,849-5,후평새싹공원,어린이공원,37.883323,127.743747
경상남도,양산시,동면,금산리 1431,금산들 어린이공원,어린이공원,35.31214046,129.0266153
경상남도,양산시,동면,석산리 1450-3,석산들 어린이공원,어린이공원,35.31849471,129.0233955
경상남도,양산시,동면,석산리 1448-4,석금산 어린이공원,어린이공원,35.31806915,129.0278645
경상남도,양산시,동면,석산리 1447-2,석산강변 어린이공원,어린이공원,35.32345079,129.0243045
경상남도,양산시,물금읍,범어리 2714-2,음악분수 공원,근린공원,35.32764129,129.0180791
경상남도,양산시,명동,346-8,남낙어린이공원,어린이공원,35.39789501,129.1685893
경상남도,양산시,명동,995-4,솔밭어린이공원,어린이공원,35.39604968,129.1652901
경상남도,양산시,소주동,147-10,천성어린이공원,어린이공원,35.41084727,129.1602601
경상남도,양산시,북정동,산48-2,북정9근린공원,근린공원,35.35641075,129.0540918
경상남도,양산시,평산동,587-28,서리어린이공원,어린이공원,35.3814981,129.1414896
경상남도,양산시,어곡동,865-8,어곡근로자 근린공원,근린공원,35.37909651,129.0217933
경상남도,양산시,어곡동,859,어곡산업단지 근린공원,근린공원,35.37975166,129.0162893
경상남도,양산시,신기동,648-5,신기11어린이공원,어린이공원,35.35284811,129.0366481
경상남도,양산시,신기동,645-1,신기12어린이공원,어린이공원,35.3558041,129.0377464
경상남도,양산시,물금읍,범어리 2787-6,잎새어린이공원,어린이공원,35.339312,129.0169029
경상남도,양산시,어곡동,1073-1,어실어린이공원,어린이공원,35.3851587,129.0171299
경상남도,양산시,물금읍,범어리 2722-4,남양산 어린이공원,어린이공원,35.32448114,129.0165508
경상남도,양산시,물금읍,물금리 897-1,물금남부공원,근린공원,35.30740419,128.994145
경상남도,양산시,물금읍,가촌리 1272-13,신기공원,근린공원,35.31434354,128.9956631
경상남도,양산시,물금읍,증산리 2-4,증산역공원(10-A),근린공원,35.30615889,129.0110392
경상남도,양산시,물금읍,가촌리 1283,메기들공원(14호 근린공원),근린공원,35.31252922,129.0077227
경상남도,양산시,물금읍,범어리 2779-5,야리공원,어린이공원,35.31622072,129.008926
경상남도,양산시,물금읍,가촌리 1248-2,통새미공원,어린이공원,35.32045361,128.9968378
서울특별시,강서구,내발산동,384-2,햇빛,어린이공원,37.555822,126.826886
서울특별시,강서구,마곡동,811-5,마곡지구4호,근린공원,37.568317,126.826463
서울특별시,강서구,화곡동,1091-15,푸른수명산,소공원,37.544175,126.830269
서울특별시,강서구,마곡동,737-16,마곡,소공원,37.567478,126.822146
서울특별시,강서구염창동,309-1,,염창,소공원,37.549839,126.870745
서울특별시,강서구염창동,306-1,,염창2,소공원,37.551722,126.873857
서울특별시,강서구가양동,1499,,탑산(가양동),문화공원,37.566194,126.846336
서울특별시,강서구마곡동,800-7,,새개,문화공원,37.558287,126.83003
서울특별시,강서구마곡동,790-6,,놋다리,문화공원,37.566207,126.84614
서울특별시,강서구,마곡동,756-4,똘고랑,문화공원,37.571433,126.826326
서울특별시,강서구,마곡동,778-4,선두암,문화공원,37.567379,126.83817
서울특별시,강서구,마곡동,727-1038,한다리,문화공원,37.56106,126.830369
서울특별시,강서구,마곡동,797-5,가로공원1호,가로공원,37.559061,126.837242
전라남도,여수시,소라면,죽림리 648-1,하금공원,근린공원,34.761316,127.631161
전라남도,여수시,소라면,죽림리 산116,원죽림공원,근린공원,34.75573235,127.630437
전라남도,여수시,소라면,죽림리 233,신송공원,근린공원,34.758474,127.636759
전라남도,여수시,소라면,죽림리 257,개나리공원,어린이공원,34.760158,127.6369594
전라남도,여수시,소라면,죽림리 743-1,고사리공원,어린이공원,34.75839967,127.630531
전라남도,여수시,소라면,죽림리 696,강산골공원,소공원,34.758372,127.633286
전라남도,여수시,소라면,죽림리 770-5,원죽공원,어린이공원,34.756653,127.6336561
전라남도,여수시,소라면,죽림리 168,삼정공원,어린이공원,34.756327,127.6370719
경상북도,구미시,임은동,478-4,삼거리공원,어린이공원,36.0860624897,128.3593518972
경상북도,구미시,사곡동,660,효자(모래)공원,어린이공원,36.1004890498,128.3583899094
경상북도,구미시,상모동,45,애린공원,어린이공원,36.0907776032,128.3560520181
대전광역시,서구,흑석동,983,금평,어린이공원,36.254111,127.341743
대전광역시,서구,관저동,1996,노곡,어린이공원,36.29704495,127.3238301
대전광역시,서구,관저동,1988,방아,어린이공원,36.29568013,127.3276937
대전광역시,서구,관저동,산 46-26,안샘,어린이공원,36.293549,127.325441
대전광역시,서구,관저동,875-59,옥은,어린이공원,36.294498,127.332929
대전광역시,서구,복수동,277-5,불티,어린이공원,36.30762469,127.3735059
대전광역시,서구,관저동,1574,햇살아래,어린이공원,36.29599337,127.3342882
대전광역시,서구,관저동,1594,느리울,어린이공원,36.29390401,127.3411369
대전광역시,서구,관저동,1603,창골,어린이공원,36.29585963,127.3442375
대전광역시,서구,관저동,1616,동방,어린이공원,36.29899895,127.3468039
대전광역시,서구,도안동,1113,원도안,어린이공원,36.32433529,127.3460925
대전광역시,서구,가수원동,1237,미나리,어린이공원,36.30809214,127.3535844
대전광역시,서구,가수원동,989,용소,어린이공원,36.30703083,127.3506341
대전광역시,서구,도안동,1401,나비,어린이공원,36.3150075,127.3501199
대전광역시,서구,가수원동,1091,바다,어린이공원,36.31081136,127.352368
제주특별자치도,제주시,노형동,291,신비의도로,문화공원,33.44929032,126.4878637
제주특별자치도,제주시,건입동,1343,산짓물공원,문화공원,33.51560647,126.5285597
제주특별자치도,제주시,한경면,고산리 3758-1,수월봉공원,문화공원,33.29413084,126.1636958
제주특별자치도,제주시,용담3동,1089,용담체육공원,체육공원,33.51823268,126.4994431
제주특별자치도,제주시,애월읍,고내리 1356,고내공원,체육공원,33.46299168,126.3319697
제주특별자치도,제주시,화북1동,1424,1-121호공원,어린이공원,33.52255119,126.5699998
제주특별자치도,제주시,화북1동,1888,1-122호공원,어린이공원,33.52105183,126.5698646
제주특별자치도,제주시,화북1동,1394-2,1-123호공원,어린이공원,33.52141235,126.5717842
제주특별자치도,제주시,화북1동,1245-2,1-1호소공원,소공원,33.52004998,126.5708544
제주특별자치도,제주시,한림읍,금능리 산20,금능공원,근린공원,33.37693263,126.2331252
제주특별자치도,제주시,한림읍,월령리 산9-3,월령공원,근린공원,33.37201806,126.2259711
제주특별자치도,제주시,노형동,1889일원,미리내공원,체육공원,33.45836404,126.4790912
제주특별자치도,제주시,구좌읍,김녕리 497-1,구좌문화공원,문화공원,33.55518407,126.7627472
제주특별자치도,애월읍,하귀1리,260-1일원,소공원,소공원,33.48842709,126.4196794
제주특별자치도,제주시,월평동,691 일원,공원(근린공원),근린공원,33.45378366,126.5805027
제주특별자치도,제주시,월평동,651-34 일원,공원(어린이공원),어린이공원,33.45503161,126.5773559
대구광역시,남구,대명동,1827,대명공원,어린이공원,35.85528539,128.5862415
대구광역시,남구,대명동,2254,명동공원,어린이공원,35.8531699,128.5776382
대구광역시,남구,대명동,328,대명2공원,근린공원,35.84542165,128.5834382
대구광역시,남구,봉덕동,592-9,봉덕공원,어린이공원,35.84614624,128.5933101
대구광역시,남구,봉덕동,1005-4,목련공원,소공원,35.84372529,128.5913934
대구광역시,남구,대명동,152,명덕공원,어린이공원,35.84388048,128.5728204
대구광역시,남구,대명동,1668-10,무궁화공원,어린이공원,35.8428124,128.5781744
대구광역시,남구,대명동,1046,중앙공원,어린이공원,35.83788281,128.567714
제주특별자치도,제주시,아라1동,6099-9,1-111호공원,어린이공원,33.47530565,126.5422689
제주특별자치도,제주시,아라1동,6089,1-112호공원,어린이공원,33.47320006,126.5441545
제주특별자치도,제주시,아라1동,6071,1-113호공원,어린이공원,33.47189628,126.5429176
제주특별자치도,제주시,아라1동,6058-6,1-114호공원,어린이공원,33.47145901,126.5409993
제주특별자치도,제주시,아라1동,6077,1-115호공원,어린이공원,33.46958323,126.5447959
제주특별자치도,제주시,아라1동,6108-3,1-116호공원,어린이공원,33.4759009049,126.5467993081
제주특별자치도,제주시,아라1동,6111-1,1-117호공원,어린이공원,33.476531,126.5491231
제주특별자치도,제주시,아라1동,6131-3,1-118호공원,어린이공원,33.47275583,126.5485619
제주특별자치도,제주시,아라1동,6141-9,1-119호공원,어린이공원,33.47086102,126.5468938
제주특별자치도,제주시,아라1동,6159-1,1-120호공원,어린이공원,33.47186707,126.5512017
제주특별자치도,제주시,노형동,3790-1,1-121호공원,어린이공원,33.48323887,126.4783988
제주특별자치도,제주시,노형동,3799,1-122호공원,어린이공원,33.48103305,126.476975
제주특별자치도,제주시,애월읍,하귀1리 148-1,하귀1호공원,어린이공원,33.48638893,126.4188543
제주특별자치도,제주시,애월읍,하귀1리 234-3,하귀2호공원,어린이공원,33.48165123,126.4135614
제주특별자치도,제주시,구좌읍,세화리 3642-1,세화어린이공원,어린이공원,33.52624331,126.8547973
제주특별자치도,제주시,구좌읍,한동리 4849-17,용암해수제2공원,어린이공원,33.54101995,126.815287
제주특별자치도,제주시,조천읍,함덕리 4154-3,함덕1호어린이공원,어린이공원,33.53946103,126.6755684
제주특별자치도,제주시,조천읍,함덕리 4145-1,함덕2호어린이공원,어린이공원,33.53926072,126.6736981
제주특별자치도,제주시,조천읍,함덕리 272-76,샘물공원,어린이공원,33.54044199,126.6754027
제주특별자치도,제주시,삼도2동,43-2,관덕공원,역사공원,33.51355564,126.5221366
서울특별시,은평구진관동,14-3,,덕수천,근린공원,37.609251,126.90656
서울특별시,은평구진관동,101-2,,마고정,근린공원,37.611787,126.909981
서울특별시,은평구진관동,"85-1,2,3",,우물골,근린공원,37.6351344788,126.9253781615
서울특별시,은평구진관동,206-21,,신도,근린공원,37.594288,126.919595
서울특별시,은평구진관동,125-22,,마실길,근린공원,37.6411847166,126.942867269
서울특별시,은평구,"역촌동85-34,36",,역촌동소공원,소공원,37.611442,126.910162
서울특별시,은평구,구산동,309-38,거북이소공원,소공원,37.614886,126.907774
서울특별시,은평구,불광동,13-33외 3,요  산소공원,소공원,37.591827,126.918252
서울특별시,은평구,응암동,761-7,응암9구역소공원,소공원,37.609041,126.929362
서울특별시,은평구,불광동641-1일대,,불광3구역소공원,소공원,37.648497,126.929826
서울특별시,은평구,불광동,638-3 일대,불광6구역소공원,소공원,37.648497,126.929826
서울특별시,은평구,불광동,643-3,불광7구역소공원,소공원,37.646145,126.927556
서울특별시,은평구,응암동,762-4,응암3주택 재개발구역내소공원,소공원,37.633198,126.919096
서울특별시,은평구,진관동,158-14일원,폭포동소공원,소공원,37.637075,126.916493
서울특별시,은평구,진관동,195-16,잿말소공원,소공원,37.634196,126.925428
서울특별시,은평구,진관동,211-34,한옥마을소공원,소공원,37.632016,126.93076
서울특별시,은평구,신사동372-1,,신사동(새절)소공원,소공원,37.635399,126.934794
서울특별시,은평구,녹번동,283-7,녹번1-2지구 주택재개발정비구역내소공원,소공원,37.632016,126.93076
서울특별시,은평구,진관동,53-5,금암문화공원 (은평뉴타운제1호문화공원),주제공원,37.624806,126.92741
서울특별시,은평구,진관동,135-26,제각말문화공원 (은평뉴타운제2호 문화공원),주제공원,37.626369,126.925398
서울특별시,은평구,불광1,247-4,불광위령탑마을마당,기타공원,37.61362,126.929777
서울특별시,은평구,구산,산173-23,구산마을마당,기타공원,37.595561,126.904347
서울특별시,은평구,불광1,247,신사마을마당,기타공원,37.594385,126.908643
서울특별시,은평구,대조,48-42,대조마을마당,기타공원,37.641342,126.942228
서울특별시,은평구,녹번,103-23,자투리(녹번)마을마당,기타공원,37.599552,126.915551
서울특별시,은평구,신사2,300-153,자투리(신사)마을마당,기타공원,37.618267,126.932812
대구광역시,달서구,이곡동,1189,와룡윗근린공원,근린공원,35.85778877,128.5007069
대구광역시,달서구,용산동,949,용산근린공원,근린공원,35.85598189,128.5285095
대구광역시,달서구,상인동,1530,월곡근린공원,근린공원,35.8179798521,128.5445907664
대구광역시,달서구,월성동,87,월명근린공원,근린공원,35.8281201,128.5288887
대구광역시,달서구,상인동,1421-22,월배근린공원,근린공원,35.81283464,128.5367433
대구광역시,달서구,월암동,1163,선돌마당근린공원,근린공원,35.8225168511,128.515867615
대구광역시,달서구,유천동,613,흐르네근린공원,근린공원,35.81946039,128.5137102
대구광역시,달서구,유천동,608,한마음근린공원,근린공원,35.81656976,128.5156958
대구광역시,달서구,월성동,280-1,월성근린공원,근린공원,35.83108781,128.5318978
대구광역시,달서구,대천동,1022,월천근린공원,근린공원,35.82294406,128.5125818
대구광역시,달서구,상인동,1559,월촌근린공원,근린공원,35.81277938,128.5489485
대구광역시,달서구,이곡동,1301-2,이곡생수근린공원,근린공원,35.85443771,128.514682
대구광역시,달서구,이곡동,1306-6,이곡장미근린공원,근린공원,35.85741285,128.5144608
대구광역시,달서구,이곡동,1304-6,이곡정자근린공원,근린공원,35.85596982,128.5132242
대구광역시,달서구,장기동,산13-1,장기근린공원,근린공원,35.84447419,128.5204355
대구광역시,달서구,장동,산28,장동근린공원,근린공원,35.83708969,128.5128944
대구광역시,달서구,월성동,739,조암구석기근린공원,근린공원,35.82912849,128.5260212
대구광역시,달서구,월성동,산10-1,학산근린공원,근린공원,35.83203466,128.5388938
대구광역시,달서구,대천동,353-5,한샘청동근린공원,근린공원,35.82024789,128.5178277
대구광역시,달서구,호산동,714,호림근린공원,근린공원,35.84219401,128.4889018
대구광역시,달서구,대천동,900,호림강나루근린공원,근린공원,35.83282587,128.487231
대구광역시,달서구,대천동,900-2,호림강변근린공원,근린공원,35.83282587,128.487231
강원특별자치도,동해시,발한동,86-25일원,부곡공원,근린공원,37.54051506,129.1038624
대구광역시,동구,봉무동,1517,노랑공원,소공원,35.927432,128.6369874
대구광역시,동구,신암동,252-17,큰고개어린이공원(신암공원),어린이공원,35.883853,128.627224
대구광역시,동구,봉무동,416-1,봉무수변공원,수변공원,35.926165,128.6481247
대구광역시,동구,지묘동,1343,지묘공원,근린공원,35.94551409,128.6275796
대구광역시,동구,신서동,1156-5,반달곰어린이공원,어린이공원,35.87700682,128.727283
대구광역시,동구,신암동,666-10,신암1소공원,소공원,35.888412,128.6169921
