address,농업_지원,농업_매물,교통,교육,편의,서비스,cluster
경상북도 성주군 금수강산면 무학리,-0.6031691580653659,-0.22202485187503163,-0.7576246640565097,-0.5606025598190335,-0.9971489769752213,-1.1584877417745159,1
경상북도 성주군 용암면 중거리,0.7505430920448761,-0.7434860306338654,-0.32900654029161414,-0.5554223882676607,-0.14060761989680248,-0.5313104290877168,1
경상북도 성주군 용암면 문명리,-0.0053903692643544705,-0.7797859867483624,-0.01441671120929681,-0.23435045686221184,-0.3932259917661576,-0.20303639913798519,1
경상북도 성주군 수륜면 오천리,-0.11596085769999855,-0.7704463213032509,-0.5539209042882317,-0.5506021318462969,-1.021301236412354,-0.6676675806364171,1
경상북도 성주군 성주읍 삼산리,0.8433639017183805,-0.768617852177733,0.5945961400046212,0.49192576403330535,1.05755882536732,0.397782522239739,3
경상북도 성주군 벽진면 용암리,0.21656249437925099,-0.7281188236899785,-0.6271386533584024,-0.5605261492666622,-0.8512308426272093,-1.1421576770608155,1
경상북도 성주군 수륜면 계정리,-0.25375365222645013,-0.7773589815162603,-0.459140904714336,-0.5279787823119015,-0.9893793612478334,-0.6252479114344207,1
경상북도 성주군 용암면 대봉리,0.13422932583809596,-0.7758607380680989,0.027093536965884086,-0.5514334247137008,-0.8488664590424411,-0.9574298167564893,1
경상북도 성주군 초전면 어산리,0.5996198602787225,0.2561980072293506,0.29916883920922416,-0.181212500766668,-0.4739594000052826,-0.4609256067017262,3
경상북도 성주군 가천면 마수리,-0.35186595564077566,-0.6357114368101573,-0.9940883126049367,-0.55848823393737,-1.1031425291673238,-0.8086348230685299,1
경상북도 성주군 가천면 동원리,-0.009349982319613167,0.020983455500687597,-0.5044216816415841,-0.5068229929845609,-1.066113391699979,-0.3244855699814991,1
경상북도 성주군 초전면 문덕리,0.9013115855641377,-0.5297251427417494,-0.02900597579177579,-0.4206522864382576,-0.20674643748496407,0.21725944263896096,3
경상북도 성주군 초전면 월곡리,0.1884010511434995,-0.719891257073522,-0.5896268881792989,-0.5605957957000132,-0.7351180516325451,-1.2523061213721172,1
경상북도 성주군 초전면 용봉리,0.19730205033263917,-0.4972139904755752,0.38774455737708813,-0.5594255843407135,-0.42481562667898753,-0.9399756265427451,1
경상북도 성주군 수륜면 신정리,0.2855118818654763,-0.20395595802339037,-0.42609269862395566,-0.4759970229131039,-1.0298562944246463,-0.2684305661997454,1
경상남도 진주시 일반성면 창촌리,-0.13517196660651773,1.6543759625747667,-0.12425906593189477,1.158058460173038,0.4317349593639934,0.13582002281378494,2
경상남도 진주시 일반성면 개암리,-0.2383755292669477,1.0049104230761878,-0.06093850096158319,0.4273358068881662,0.06410279594751217,-0.027555900705244774,2
경상남도 진주시 장재동 ,1.4880666942522633,-0.7789931895728891,0.3947526030291304,1.8877942020000429,1.8202458708368119,1.5856335901079759,0
경상남도 진주시 망경동 ,1.273265725584264,-0.7793320342329264,0.7212647552627027,2.9229048910872217,2.3486032339775806,2.409880142747152,0
경상남도 진주시 상대동 ,1.462156335272877,-0.7731303794380476,0.6843196431967291,3.0118791323546685,2.5021409673684,2.371511595624791,0
경상남도 진주시 문산읍 상문리,0.9553060415905364,0.8487663911647813,0.18008059011763666,-0.07518749092277238,0.7417591833198869,0.3933324623876562,3
경상남도 진주시 미천면 벌당리,0.9040943098055784,-0.4906089019250999,-0.00431215796680906,-0.5581341531735777,-0.24612090762484637,-0.48257923253513446,3
경상남도 진주시 지수면 용봉리,0.9761146286225365,2.558964181154917,-0.255784750654161,-0.5357933947170559,-0.38705293533528884,-0.16812180478222968,2
경상남도 진주시 금곡면 성산리,0.3127068549153879,-0.7069388952286906,-0.36133449421621755,-0.43387731951987757,-0.3685757022786749,-0.007760691433632297,1
경상남도 진주시 이반성면 장안리,-0.44976271241535315,-0.7022875107543346,-0.6480750326098303,-0.5495223736592955,-0.7352117607964075,-0.8199756638126288,1
경상남도 진주시 상평동 ,1.4253879270346543,-0.7736451581356176,0.6809925214010337,2.711461558401957,2.4015636872458366,2.331710971312667,0
경상남도 진주시 금산면 중천리,1.5199758717226732,-0.7663109636568225,0.238278439228686,2.326278868425038,1.784495980550329,1.6332874580201289,0
경상남도 진주시 상봉동 ,1.2661588200342673,-0.7795856306238207,0.5810559941479082,3.3133077769452783,2.442990275857499,2.277738317106898,0
경상남도 진주시 가좌동 ,1.2142809095269376,-0.7727985559666753,0.8349202795921608,3.0582635305448282,2.101930288305816,1.9533008497245898,0
경상남도 진주시 평거동 ,1.0795700952057563,-0.7795908147915066,0.7628288245042364,3.444852273558169,2.524218905511854,2.3149021280171582,0
경상남도 진주시 신안동 ,1.1687827779954014,-0.7796208601732431,0.688040931776035,3.316140038692045,2.472419665602613,2.390470799865226,0
경상남도 진주시 명석면 관지리,0.8644954007402249,-0.7611271360780644,-0.02060264674484676,-0.375465313671724,0.33070470398915264,0.25019268811743234,3
