index,cluster_0,cluster_1,cluster_2,cluster_3
농업_지원,0.46704961696709846,-0.4962872072895073,-0.003288815613003871,0.5135103819376651
농업_매물,-0.3437717907470799,-0.4470555503168441,1.8353453586130237,-0.2888059265653039
교통,0.6966158030776773,-0.40248210157417474,-0.06110222472066034,0.34147224625817973
교육,2.509769138406108,-0.4376493131711728,-0.2630331091321142,-0.11095150713706635
편의,1.970677417022714,-0.6009729643596927,-0.15695968604325292,0.23255827738092333
서비스,1.7375140293576135,-0.689705768999056,-0.09749438668913483,0.3980638313462889
