County,City,Town,Village,Housing_Type,Grade,Zoning,Latitude,Longitude
경상북도,청도군,매전면,두곡리,단독주택,2등급(신),계획관리지역,35.7139,128.781
경상북도,청도군,매전면,두곡리,단독주택,2등급(신),계획관리지역,35.7139,128.781
경상북도,청도군,매전면,두곡리,단독주택,2등급(신),계획관리지역,35.7139,128.781
경상북도,청도군,매전면,두곡리,단독주택,1등급(신),계획관리지역,35.7139,128.781
경상북도,청도군,매전면,두곡리,단독주택,2등급(신),계획관리지역,35.7139,128.781
경상북도,청도군,매전면,두곡리,단독주택,2등급(신),계획관리지역,35.7139,128.781
경상북도,청도군,매전면,덕산리,단독주택,2등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,1등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,2등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,1등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,1등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,2등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,1등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,2등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,덕산리,단독주택,2등급(신),계획관리지역,35.694585,128.8007
경상북도,청도군,매전면,금천리,단독주택,1등급(신),계획관리지역,35.7313,128.8042
경상북도,청도군,매전면,관하리,단독주택,1등급(신),계획관리지역,35.7144,128.8111
경상북도,청도군,매전면,관하리,단독주택,2등급(신),계획관리지역,35.7144,128.8111
경상북도,청도군,매전면,관하리,단독주택,2등급(신),계획관리지역,35.7144,128.8111
경상북도,청도군,매전면,관하리,단독주택,2등급(신),계획관리지역,35.7144,128.8111
경상북도,청도군,매전면,상평리,단독주택,1등급(신),계획관리지역,35.7175,128.8339
경상북도,청도군,매전면,상평리,단독주택,1등급(신),계획관리지역,35.7175,128.8339
경상북도,청도군,매전면,상평리,단독주택,2등급(신),계획관리지역,35.7175,128.8339
경상북도,청도군,매전면,하평리,단독주택,1등급(신),계획관리지역,35.6884,128.8326
경상북도,청도군,매전면,구촌리,단독주택,2등급(신),계획관리지역,35.597382,128.8112
경상북도,청도군,매전면,구촌리,단독주택,2등급(신),계획관리지역,35.597382,128.8112
경상북도,청도군,매전면,구촌리,단독주택,1등급(신),계획관리지역,35.597382,128.8112
경상북도,청도군,매전면,구촌리,단독주택,2등급(신),계획관리지역,35.597382,128.8112
경상북도,청도군,매전면,구촌리,단독주택,2등급(신),계획관리지역,35.597382,128.8112
경상북도,청도군,매전면,구촌리,단독주택,2등급(신),계획관리지역,35.597382,128.8112
경상북도,청도군,매전면,송원리,단독주택,2등급(신),계획관리지역,35.6285,128.7925
경상북도,청도군,매전면,송원리,단독주택,1등급(신),계획관리지역,35.6285,128.7925
경상북도,청도군,매전면,송원리,단독주택,2등급(신),계획관리지역,35.6285,128.7925
경상북도,청도군,매전면,송원리,그 외,2등급(신),-,35.6285,128.7925
경상북도,청도군,매전면,송원리,단독주택,2등급(신),계획관리지역,35.6285,128.7925
경상북도,청도군,매전면,송원리,단독주택,1등급(신),계획관리지역,35.6285,128.7925
경상북도,청도군,매전면,지전리,단독주택,2등급(신),계획관리지역,35.610597,128.814463
경상북도,청도군,매전면,지전리,단독주택,2등급(신),계획관리지역,35.610597,128.814463
경상북도,청도군,매전면,지전리,단독주택,1등급(신),계획관리지역,35.610597,128.814463
경상북도,청도군,매전면,지전리,단독주택,2등급(신),계획관리지역,35.610597,128.814463
경상북도,청도군,매전면,지전리,단독주택,1등급(신),계획관리지역,35.610597,128.814463
경상북도,청도군,매전면,지전리,단독주택,2등급(신),계획관리지역,35.610597,128.814463
경상북도,청도군,매전면,지전리,단독주택,2등급(신),계획관리지역,35.610597,128.814463
경상북도,청도군,매전면,내리,단독주택,2등급(신),계획관리지역,35.604774,128.8443
경상북도,청도군,매전면,내리,단독주택,2등급(신),계획관리지역,35.604774,128.8443
경상북도,청도군,매전면,내리,단독주택,1등급(신),계획관리지역,35.604774,128.8443
경상북도,청도군,매전면,내리,단독주택,2등급(신),계획관리지역,35.604774,128.8443
경상북도,청도군,매전면,내리,단독주택,2등급(신),계획관리지역,35.604774,128.8443
경상북도,청도군,매전면,예전리,단독주택,1등급(신),계획관리지역,35.629099,128.816775
경상북도,청도군,매전면,예전리,단독주택,2등급(신),계획관리지역,35.629099,128.816775
경상북도,청도군,매전면,예전리,단독주택,3등급(신),계획관리지역,35.629099,128.816775
경상북도,청도군,매전면,장연리,단독주택,2등급(신),계획관리지역,35.632462,128.853922
경상북도,청도군,매전면,호화리,단독주택,2등급(신),계획관리지역,35.6505,128.8541
경상북도,청도군,매전면,호화리,단독주택,2등급(신),계획관리지역,35.6505,128.8541
경상북도,청도군,매전면,호화리,단독주택,3등급(신),계획관리지역,35.6505,128.8541
경상북도,청도군,매전면,온막리,단독주택,1등급(신),계획관리지역,35.6412,128.8296
경상북도,청도군,매전면,온막리,단독주택,1등급(신),계획관리지역,35.6412,128.8296
경상북도,청도군,매전면,온막리,단독주택,2등급(신),계획관리지역,35.6412,128.8296
경상북도,청도군,매전면,온막리,단독주택,2등급(신),계획관리지역,35.6412,128.8296
경상북도,청도군,매전면,온막리,단독주택,2등급(신),계획관리지역,35.6412,128.8296
전라북도,고창군,성송면,하고리,단독주택,일반빈집,-,35.3588,126.617
경상북도,청도군,매전면,온막리,단독주택,2등급(신),계획관리지역,35.6412,128.8296
경상북도,청도군,매전면,온막리,단독주택,1등급(신),계획관리지역,35.6412,128.8296
경상북도,청도군,매전면,온막리,단독주택,1등급(신),계획관리지역,35.6412,128.8296
경상북도,청도군,매전면,용산리,단독주택,2등급(신),계획관리지역,35.654085,128.828236
경상북도,청도군,매전면,용산리,단독주택,2등급(신),계획관리지역,35.654085,128.828236
경상북도,청도군,매전면,용산리,단독주택,1등급(신),계획관리지역,35.654085,128.828236
경상북도,청도군,매전면,용산리,단독주택,3등급(신),계획관리지역,35.654085,128.828236
경상북도,청도군,매전면,용산리,단독주택,2등급(신),계획관리지역,35.654085,128.828236
경상북도,청도군,매전면,동산리,단독주택,2등급(신),계획관리지역,35.671708,128.848921
경상북도,청도군,매전면,동산리,단독주택,1등급(신),계획관리지역,35.671708,128.848921
경상북도,청도군,매전면,동산리,단독주택,3등급(신),농림지역,35.671708,128.848921
경상북도,청도군,매전면,동산리,단독주택,1등급(신),계획관리지역,35.671708,128.848921
경상북도,청도군,매전면,동산리,단독주택,3등급(신),계획관리지역,35.671708,128.848921
경상북도,청도군,매전면,금곡리,단독주택,2등급(신),계획관리지역,35.6955,128.8596
경상북도,청도군,매전면,금곡리,단독주택,2등급(신),보전관리지역,35.6955,128.8596
경상북도,청도군,매전면,당호리,단독주택,1등급(신),계획관리지역,35.6739,128.8751
경상북도,청도군,매전면,당호리,단독주택,2등급(신),계획관리지역,35.6739,128.8751
경상북도,청도군,매전면,당호리,단독주택,2등급(신),계획관리지역,35.6739,128.8751
경상북도,청도군,매전면,당호리,단독주택,2등급(신),계획관리지역,35.6739,128.8751
경상북도,청도군,매전면,남양리,단독주택,1등급(신),보전관리지역,35.663376,128.876469
경상북도,청도군,매전면,남양리,단독주택,1등급(신),계획관리지역,35.663376,128.876469
경상북도,청도군,매전면,남양리,단독주택,3등급(신),계획관리지역,35.663376,128.876469
경상북도,청도군,매전면,남양리,단독주택,1등급(신),계획관리지역,35.663376,128.876469
경상북도,청도군,금천면,오봉리,단독주택,2등급(신),계획관리지역,35.651149,128.917162
경상북도,청도군,금천면,오봉리,단독주택,1등급(신),계획관리지역,35.651149,128.917162
경상북도,청도군,금천면,오봉리,단독주택,2등급(신),계획관리지역,35.651149,128.917162
경상북도,청도군,금천면,오봉리,단독주택,2등급(신),계획관리지역,35.651149,128.917162
경상북도,청도군,금천면,오봉리,단독주택,1등급(신),계획관리지역,35.651149,128.917162
경상북도,청도군,금천면,박곡리,단독주택,2등급(신),계획관리지역,35.659199,128.937238
경상북도,청도군,금천면,박곡리,단독주택,3등급(신),계획관리지역,35.659199,128.937238
경상북도,청도군,금천면,박곡리,단독주택,2등급(신),계획관리지역,35.659199,128.937238
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,신지리,단독주택,2등급(신),계획관리지역,35.6756,128.898
경상북도,청도군,금천면,임당리,단독주택,1등급(신),농림지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,1등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,2등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,2등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,2등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,2등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,1등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,2등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,2등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,단독주택,2등급(신),계획관리지역,35.6943,128.9207
경상북도,청도군,금천면,임당리,그 외,1등급(신),-,35.6943,128.9207
경상북도,청도군,금천면,방지리,단독주택,1등급(신),계획관리지역,35.7061,128.9056
경상북도,청도군,금천면,방지리,단독주택,2등급(신),계획관리지역,35.7061,128.9056
경상북도,청도군,금천면,방지리,단독주택,2등급(신),계획관리지역,35.7061,128.9056
경상북도,청도군,금천면,방지리,단독주택,2등급(신),계획관리지역,35.7061,128.9056
경상북도,청도군,금천면,소천리,단독주택,1등급(신),계획관리지역,35.7412,128.8962
경상북도,청도군,금천면,소천리,단독주택,2등급(신),계획관리지역,35.7412,128.8962
경상북도,청도군,금천면,소천리,단독주택,1등급(신),보전관리지역,35.7412,128.8962
경상북도,청도군,금천면,소천리,단독주택,2등급(신),계획관리지역,35.7412,128.8962
경상북도,청도군,금천면,소천리,단독주택,2등급(신),보전관리지역,35.7412,128.8962
경상북도,청도군,금천면,소천리,단독주택,1등급(신),보전관리지역,35.7412,128.8962
경상북도,청도군,금천면,갈지리,단독주택,2등급(신),계획관리지역,35.7458,128.8671
경상북도,청도군,금천면,갈지리,단독주택,1등급(신),계획관리지역,35.7458,128.8671
경상북도,청도군,금천면,갈지리,단독주택,1등급(신),계획관리지역,35.7458,128.8671
경상북도,청도군,금천면,갈지리,단독주택,2등급(신),계획관리지역,35.7458,128.8671
경상북도,청도군,금천면,갈지리,단독주택,2등급(신),계획관리지역,35.7458,128.8671
경상북도,청도군,금천면,김전리,단독주택,2등급(신),계획관리지역,35.7297,128.851
경상북도,청도군,금천면,김전리,단독주택,2등급(신),계획관리지역,35.7297,128.851
경상북도,청도군,금천면,김전리,단독주택,1등급(신),계획관리지역,35.7297,128.851
경상북도,청도군,금천면,김전리,단독주택,1등급(신),보전관리지역,35.7297,128.851
경상북도,청도군,금천면,김전리,단독주택,1등급(신),계획관리지역,35.7297,128.851
경상북도,청도군,금천면,김전리,단독주택,2등급(신),계획관리지역,35.7297,128.851
경상북도,청도군,금천면,김전리,단독주택,2등급(신),계획관리지역,35.7297,128.851
경상북도,청도군,금천면,김전리,그 외,2등급(신),계획관리지역,35.7297,128.851
경상북도,청도군,금천면,동곡리,단독주택,1등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,2등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,2등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,2등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,1등급(신),농림지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,2등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,2등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,2등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,1등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,1등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,금천면,동곡리,단독주택,2등급(신),계획관리지역,35.700614,128.884242
경상북도,청도군,운문면,방지리,단독주택,1등급(신),생산관리지역,35.716373,128.919158
경상북도,청도군,운문면,마일리,단독주택,2등급(신),보전관리지역,35.817417,128.988641
경상북도,청도군,운문면,정상리,단독주택,2등급(신),계획관리지역,35.8207,128.9707
경상북도,청도군,운문면,정상리,단독주택,2등급(신),계획관리지역,35.8207,128.9707
경상북도,청도군,운문면,정상리,단독주택,2등급(신),보전관리지역,35.8207,128.9707
경상북도,청도군,운문면,정상리,단독주택,2등급(신),계획관리지역,35.8207,128.9707
경상북도,청도군,운문면,정상리,단독주택,2등급(신),계획관리지역,35.8207,128.9707
경상북도,청도군,운문면,정상리,단독주택,2등급(신),계획관리지역,35.8207,128.9707
경상북도,청도군,운문면,정상리,단독주택,2등급(신),계획관리지역,35.8207,128.9707
경상북도,청도군,운문면,봉하리,단독주택,2등급(신),계획관리지역,35.800677,128.968644
경상북도,청도군,운문면,지촌리,단독주택,1등급(신),자연환경보전지역,35.7796,128.9701
경상북도,청도군,운문면,지촌리,단독주택,2등급(신),자연환경보전지역,35.7796,128.9701
경상북도,청도군,운문면,지촌리,단독주택,1등급(신),자연환경보전지역,35.7796,128.9701
경상북도,청도군,운문면,공암리,단독주택,2등급(신),자연환경보전지역,35.7567,128.9588
경상북도,청도군,운문면,신원리,단독주택,1등급(신),자연환경보전지역,35.6529,128.9962
경상북도,청도군,운문면,신원리,단독주택,1등급(신),계획관리지역,35.6529,128.9962
경상북도,청도군,운문면,대천리,단독주택,1등급(신),계획관리지역,35.739901,128.923487
경상북도,청도군,이서면,흥선리,단독주택,2등급(신),계획관리지역,35.6868,128.66
경상북도,청도군,이서면,팔조리,단독주택,2등급(신),보전관리지역,35.7086,128.6818
경상북도,청도군,이서면,대곡리,단독주택,3등급(신),계획관리지역,35.721393,128.6956
경상북도,청도군,이서면,대곡리,단독주택,1등급(신),계획관리지역,35.721393,128.6956
경상북도,청도군,이서면,대곡리,단독주택,2등급(신),계획관리지역,35.721393,128.6956
경상북도,청도군,이서면,대곡리,단독주택,1등급(신),계획관리지역,35.721393,128.6956
경상북도,청도군,이서면,대곡리,단독주택,2등급(신),계획관리지역,35.721393,128.6956
경상북도,청도군,이서면,대곡리,단독주택,2등급(신),계획관리지역,35.721393,128.6956
경상북도,청도군,이서면,칠곡리,단독주택,3등급(신),계획관리지역,35.7064,128.7045
전라남도,여수시,공화동,,단독주택,3등급(구),-,34.7471,127.7434
경상북도,청도군,이서면,칠곡리,단독주택,2등급(신),계획관리지역,35.7064,128.7045
경상북도,청도군,이서면,칠곡리,단독주택,2등급(신),계획관리지역,35.7064,128.7045
경상북도,청도군,이서면,칠곡리,단독주택,2등급(신),계획관리지역,35.7064,128.7045
전라남도,여수시,공화동,,단독주택,3등급(구),-,34.7471,127.7434
전라남도,여수시,공화동,,단독주택,4등급(구),-,34.7471,127.7434
경상북도,성주군,대가면,칠봉리,단독주택,일반빈집,계획관리지역,35.8953,128.2346
경상북도,성주군,가천면,화죽리,단독주택,특정빈집,보전관리지역,35.8703,128.1632
경상북도,성주군,월항면,인촌리,단독주택,일반빈집,생산관리지역,36.01149,128.290539
경상북도,성주군,선남면,소학리,단독주택,일반빈집,계획관리지역,35.8925,128.3869
경상북도,성주군,수륜면,보월리,단독주택,일반빈집,계획관리지역,35.81807,128.264134
경상북도,성주군,성주읍,성산리,단독주택,일반빈집,제1종일반주거지역,35.906987,128.298554
경상북도,성주군,금수강산면,후평리,단독주택,일반빈집,생산관리지역,35.943346,128.150367
경상북도,성주군,수륜면,백운리,단독주택,특정빈집,계획관리지역,35.800983,128.145475
경상북도,성주군,수륜면,수륜리,단독주택,특정빈집,계획관리지역,35.8352,128.2138
경상북도,성주군,대가면,흥산리,단독주택,일반빈집,계획관리지역,35.925558,128.214524
경상북도,성주군,월항면,안포리,단독주택,일반빈집,계획관리지역,35.948,128.3134
경상북도,성주군,수륜면,수륜리,단독주택,일반빈집,계획관리지역,35.8352,128.2138
경상북도,성주군,벽진면,봉학리,단독주택,일반빈집,계획관리지역,35.965427,128.162865
경상북도,성주군,용암면,본리리,단독주택,특정빈집,계획관리지역,35.8456,128.3179
경상북도,성주군,월항면,대산리,단독주택,특정빈집,계획관리지역,35.9338,128.3219
경상북도,포항남구,구룡포읍,구룡포리,단독주택,2등급(구),일반상업지역,35.999901,129.553888
경상북도,포항남구,구룡포읍,구룡포리,그 외,1등급(구),일반상업지역,35.999901,129.553888
경상북도,포항북구,동빈1가,,단독주택,2등급(구),제2종일반주거지역,36.0453,129.3701
경상북도,포항북구,동빈1가,,단독주택,2등급(구),일반상업지역,36.0453,129.3701
경상북도,포항북구,흥해읍,성곡리,단독주택,1등급(구),자연녹지지역,36.079159,129.346063
경상북도,포항북구,흥해읍,성곡리,단독주택,2등급(구),일반공업지역,36.079159,129.346063
경상북도,포항남구,대송면,대각리,단독주택,3등급(구),준주거지역,35.9457,129.3652
경상북도,포항남구,대송면,대각리,단독주택,3등급(구),준주거지역,35.9457,129.3652
경상북도,포항북구,흥해읍,대련리,단독주택,2등급(구),자연녹지지역,36.058308,129.3115
경상북도,포항북구,흥해읍,대련리,단독주택,4등급(구),자연녹지지역,36.058308,129.3115
경상북도,포항북구,흥해읍,대련리,단독주택,3등급(구),자연녹지지역,36.058308,129.3115
경상북도,포항북구,흥해읍,성곡리,단독주택,4등급(구),제2종일반주거지역,36.079159,129.346063
경상북도,포항북구,흥해읍,성곡리,그 외,3등급(구),-,36.079159,129.346063
경상북도,포항북구,흥해읍,이인리,그 외,4등급(구),제2종일반주거지역,36.0666,129.3255
경상북도,포항북구,흥해읍,이인리,단독주택,3등급(구),제2종일반주거지역,36.0666,129.3255
경상북도,포항북구,흥해읍,이인리,그 외,3등급(구),제1종일반주거지역,36.0666,129.3255
경상북도,포항남구,대송면,송동리,그 외,2등급(구),제2종일반주거지역,35.9658,129.3695
경상북도,포항남구,대송면,송동리,그 외,3등급(구),제2종일반주거지역,35.9658,129.3695
경상북도,포항남구,대송면,제내리,단독주택,1등급(구),준공업지역,35.9804,129.3648
경상북도,포항남구,대송면,제내리,단독주택,1등급(구),준주거지역,35.9804,129.3648
경상북도,포항북구,죽장면,일광리,단독주택,4등급(구),계획관리지역,36.1549,129.0661
경상북도,포항북구,죽장면,일광리,단독주택,4등급(구),계획관리지역,36.1549,129.0661
경상북도,포항북구,죽장면,일광리,단독주택,1등급(구),계획관리지역,36.1549,129.0661
경상북도,포항북구,죽장면,지동리,단독주택,4등급(구),계획관리지역,36.127574,129.078075
경상북도,포항북구,죽장면,정자리,단독주택,4등급(구),계획관리지역,36.133442,129.105725
경상북도,포항북구,죽장면,상사리,단독주택,3등급(구),계획관리지역,36.2475,129.1079
경상북도,포항북구,죽장면,하사리,단독주택,1등급(구),계획관리지역,36.2634,129.0744
경상북도,포항북구,죽장면,석계리,단독주택,3등급(구),생산관리지역,36.212982,129.114293
경상북도,포항북구,죽장면,석계리,단독주택,4등급(구),계획관리지역,36.212982,129.114293
경상북도,포항북구,신광면,상읍리,단독주택,2등급(구),계획관리지역,36.150616,129.236646
경상북도,포항북구,죽장면,합덕리,단독주택,4등급(구),계획관리지역,36.2118,129.0961
경상북도,포항북구,죽장면,월평리,단독주택,2등급(구),계획관리지역,36.205901,129.071012
경상북도,포항북구,학산동,,단독주택,2등급(구),일반상업지역,36.0542,129.3703
경상북도,포항북구,학산동,,단독주택,2등급(구),제3종일반주거지역,36.0542,129.3703
경상북도,포항북구,학산동,,단독주택,1등급(구),제3종일반주거지역,36.0542,129.3703
경상북도,포항북구,학산동,,단독주택,1등급(구),제3종일반주거지역,36.0542,129.3703
경상북도,포항북구,학산동,,단독주택,2등급(구),제3종일반주거지역,36.0542,129.3703
경상북도,포항북구,학산동,,단독주택,1등급(구),제3종일반주거지역,36.0542,129.3703
경상북도,포항남구,구룡포읍,삼정리,그 외,2등급(구),계획관리지역,36.0128,129.5574
경상북도,포항남구,구룡포읍,삼정리,단독주택,1등급(구),계획관리지역,36.0128,129.5574
경상북도,포항남구,구룡포읍,삼정리,단독주택,3등급(구),계획관리지역,36.0128,129.5574
경상북도,포항남구,구룡포읍,석병리,그 외,2등급(구),계획관리지역,36.026178,129.569968
경상북도,포항남구,구룡포읍,석병리,그 외,2등급(구),계획관리지역,36.026178,129.569968
경상북도,포항남구,구룡포읍,석병리,그 외,2등급(구),계획관리지역,36.026178,129.569968
경상북도,포항남구,구룡포읍,석병리,단독주택,1등급(구),계획관리지역,36.026178,129.569968
경상북도,포항남구,구룡포읍,석병리,단독주택,1등급(구),계획관리지역,36.026178,129.569968
경상북도,포항남구,구룡포읍,석병리,단독주택,4등급(구),계획관리지역,36.026178,129.569968
경상북도,포항북구,흥해읍,대련리,그 외,4등급(구),자연녹지지역,36.058308,129.3115
경상북도,포항남구,구룡포읍,석병리,그 외,4등급(구),계획관리지역,36.026178,129.569968
경상북도,포항남구,구룡포읍,석병리,그 외,1등급(구),계획관리지역,36.026178,129.569968
경상북도,포항남구,구룡포읍,구평리,그 외,2등급(구),계획관리지역,35.947363,129.526762
경상북도,포항남구,구룡포읍,구평리,단독주택,2등급(구),계획관리지역,35.947363,129.526762
경상북도,포항남구,구룡포읍,구평리,그 외,3등급(구),계획관리지역,35.947363,129.526762
경상북도,포항북구,장성동,,단독주택,2등급(구),자연녹지지역,36.0762,129.3787
경상북도,포항남구,장기면,모포리,그 외,1등급(구),계획관리지역,35.9329,129.5168
경상북도,포항북구,흥해읍,양백리,단독주택,4등급(구),계획관리지역,36.1317,129.3201
경상북도,포항남구,구룡포읍,구평리,그 외,2등급(구),계획관리지역,35.947363,129.526762
경상북도,포항남구,대송면,남성리,단독주택,3등급(구),자연녹지지역,35.978072,129.35274
경상북도,포항남구,동해면,도구리,단독주택,2등급(구),제2종일반주거지역,35.982326,129.436388
경상북도,포항남구,동해면,약전리,단독주택,2등급(구),제2종일반주거지역,35.987323,129.455018
경상북도,포항남구,동해면,약전리,단독주택,2등급(구),제2종일반주거지역,35.987323,129.455018
경상북도,포항남구,동해면,약전리,단독주택,2등급(구),제2종일반주거지역,35.987323,129.455018
경상북도,포항북구,동빈2가,,단독주택,2등급(구),일반상업지역,36.0411,129.3697
경상북도,포항북구,동빈2가,,단독주택,2등급(구),일반상업지역,36.0411,129.3697
경상북도,포항북구,청하면,소동리,그 외,2등급(구),계획관리지역,36.155593,129.35181
경상북도,포항북구,청하면,고현리,그 외,4등급(구),계획관리지역,36.1688,129.3148
경상북도,포항북구,청하면,상대리,그 외,3등급(구),생산관리지역,36.1843,129.3195
경상북도,포항북구,송라면,중산리,단독주택,3등급(구),자연환경보전지역,36.248076,129.2734
경상북도,포항북구,송라면,조사리,단독주택,2등급(구),계획관리지역,36.2228,129.3716
경상북도,포항북구,송라면,화진리,단독주택,1등급(구),계획관리지역,36.242025,129.372051
경상북도,포항북구,송라면,화진리,단독주택,2등급(구),계획관리지역,36.242025,129.372051
경상북도,포항남구,동해면,도구리,단독주택,3등급(구),제2종일반주거지역,35.982326,129.436388
경상남도,통영시,한산면,용호리,단독주택,2등급(구),계획관리지역,34.7415,128.4838
경상남도,통영시,용남면,화삼리,단독주택,2등급(구),자연녹지지역,34.8554,128.4459
경상남도,통영시,광도면,안정리,단독주택,3등급(구),제2종일반주거지역,34.942,128.4056
경상남도,통영시,한산면,창좌리,단독주택,3등급(구),계획관리지역,34.7816,128.4962
경상남도,통영시,사량면,돈지리,단독주택,4등급(구),계획관리지역,34.8304,128.1337
경상남도,통영시,문화동,,단독주택,2등급(구),제2종일반주거지역,34.848415,128.421
경상남도,통영시,산양읍,남평리,단독주택,2등급(구),제1종일반주거지역,34.8115,128.3993
경상남도,통영시,한산면,추봉리,단독주택,3등급(구),계획관리지역,34.7574,128.55
경상남도,통영시,산양읍,영운리,단독주택,1등급(구),계획관리지역,34.8059,128.4252
경상남도,통영시,산양읍,연곡리,단독주택,2등급(구),계획관리지역,34.734986,128.399985
경상남도,통영시,사량면,돈지리,그 외,3등급(구),자연환경보전지역,34.8304,128.1337
경상남도,통영시,태평동,,그 외,3등급(구),제2종일반주거지역,34.8476,128.4257
경상남도,통영시,산양읍,연화리,그 외,3등급(구),계획관리지역,34.7816,128.3954
경상북도,성주군,수륜면,남은리,단독주택,일반빈집,계획관리지역,35.8023,128.2592
경상북도,성주군,성주읍,예산리,단독주택,특정빈집,계획관리지역,35.9275,128.2867
경상북도,성주군,성주읍,대흥리,단독주택,특정빈집,계획관리지역,35.9205,128.2635
경상북도,성주군,수륜면,작은리,단독주택,일반빈집,생산관리지역,35.8433,128.235
경상북도,성주군,금수강산면,어은리,단독주택,일반빈집,계획관리지역,35.9354,128.1734
경상북도,성주군,월항면,유월리,단독주택,일반빈집,계획관리지역,35.9618,128.3312
경상북도,성주군,월항면,대산리,단독주택,일반빈집,계획관리지역,35.9338,128.3219
경상북도,성주군,선남면,취곡리,단독주택,일반빈집,계획관리지역,35.8899,128.3286
경상북도,성주군,수륜면,수륜리,단독주택,일반빈집,계획관리지역,35.8352,128.2138
경상북도,성주군,대가면,옥련리,단독주택,일반빈집,계획관리지역,35.9105,128.218
경상북도,성주군,벽진면,외기리,단독주택,일반빈집,보전관리지역,35.9591,128.1889
경상북도,성주군,선남면,도성리,단독주택,특정빈집,계획관리지역,35.8852,128.3651
경상북도,성주군,용암면,본리리,단독주택,특정빈집,계획관리지역,35.8456,128.3179
경상북도,성주군,선남면,도흥리,단독주택,일반빈집,계획관리지역,35.910504,128.380858
경상북도,성주군,선남면,명포리,단독주택,일반빈집,계획관리지역,35.882014,128.326777
경상북도,성주군,벽진면,봉계리,단독주택,일반빈집,계획관리지역,35.939473,128.22656
경상북도,성주군,수륜면,백운리,단독주택,일반빈집,계획관리지역,35.800983,128.145475
경상북도,성주군,수륜면,수륜리,단독주택,일반빈집,계획관리지역,35.8352,128.2138
경상북도,성주군,벽진면,매수리,단독주택,일반빈집,계획관리지역,35.93936,128.1996
경상북도,성주군,수륜면,백운리,단독주택,특정빈집,계획관리지역,35.800983,128.145475
경상북도,성주군,대가면,흥산리,단독주택,일반빈집,계획관리지역,35.925558,128.214524
경상북도,성주군,용암면,본리리,단독주택,일반빈집,계획관리지역,35.8456,128.3179
경상북도,성주군,월항면,대산리,단독주택,일반빈집,계획관리지역,35.9338,128.3219
경상북도,성주군,가천면,용사리,단독주택,일반빈집,생산관리지역,35.8526,128.1157
경상북도,성주군,대가면,용흥리,단독주택,일반빈집,계획관리지역,35.921551,128.241984
경상북도,성주군,성주읍,성산리,단독주택,일반빈집,제1종일반주거지역,35.906987,128.298554
